year_ID,player_ID,name_common,age,team_ID,lg_ID,W,L,win_loss_perc,earned_run_avg,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,batters_faced,earned_run_avg_plus,fip,whip,hits_per_nine,home_runs_per_nine,bases_on_balls_per_nine,strikeouts_per_nine,strikeouts_per_base_on_balls
1881,bondto01,Tommy Bond,25,BSN,NL,0,3,.000,4.26,3,3,1,2,0,0,25.1,40,17,12,3,2,,2,,0,3,113,63,4.30,1.658,14.2,1.1,0.7,0.7,1.00
1881,bradlge01,George Bradley,28,CLV,NL,2,4,.333,3.88,6,6,0,5,0,0,51.0,70,36,22,2,3,,6,,0,2,222,68,3.14,1.431,12.4,0.4,0.5,1.1,2.00
1881,corcola01,Larry Corcoran,21,CHC,NL,31,14,.689,2.31,45,44,1,43,4,0,396.2,380,205,102,10,78,,150,,0,27,1650,118,2.85,1.155,8.6,0.2,1.8,3.4,1.92
1881,coreyfr01,Fred Corey,26,WOR,NL,6,15,.286,3.72,23,21,2,20,1,0,188.2,231,127,78,3,31,,33,,0,8,803,81,3.04,1.389,11.0,0.1,1.5,1.6,1.06
1881,derbyge01,George Derby,23,DTN,NL,29,26,.527,2.20,56,55,1,55,9,0,494.2,505,252,121,3,86,,212,,0,14,2101,131,2.43,1.195,9.2,0.1,1.6,3.9,2.47
1881,foleycu01,Curry Foley,25,BUF,NL,3,4,.429,5.27,10,6,3,2,0,0,41.0,70,48,24,1,5,,2,,0,1,213,53,3.27,1.829,15.4,0.2,1.1,0.4,0.40
1881,foxjo01,John Fox,22,BSN,NL,6,8,.429,3.33,17,16,1,12,0,0,124.1,144,90,46,0,39,,30,,0,21,556,80,3.14,1.472,10.4,0.0,2.8,2.2,0.77
1881,galvipu01,Pud Galvin,24,BUF,NL,28,24,.538,2.37,56,53,3,48,5,0,474.0,546,250,125,4,46,,136,,0,31,2037,116,2.51,1.249,10.4,0.1,0.9,2.6,2.96
1881,goldsfr01,Fred Goldsmith,25,CHC,NL,24,13,.649,2.59,39,39,0,37,5,0,330.0,328,166,95,4,44,,76,,1,10,1373,105,2.78,1.127,8.9,0.1,1.2,2.1,1.73
1881,keefeti01,Tim Keefe,24,TRO,NL,18,27,.400,3.24,45,45,0,45,4,0,403.0,434,241,145,4,83,,103,,0,13,1693,90,2.92,1.283,9.7,0.1,1.9,2.3,1.24
1881,learyja01,Jack Leary,23,DTN,NL,0,2,.000,4.15,2,2,0,1,0,0,13.0,13,6,6,0,2,,2,,0,0,53,72,2.84,1.154,9.0,0.0,1.4,1.4,1.00
