year_ID,player_ID,name_common,age,team_ID,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,TB,GIDP,HBP,SH,SF,IBB,pos_summary
1874,glennjo01,John Glenn,24,CHI,55,242,237,33,67,9,0,0,32,2,2,5,4,.283,.298,.321,.618,98,76,0,,,,,3O
1874,gouldch01,Charlie Gould,26,BAL,33,145,143,19,32,6,0,0,14,1,0,2,2,.224,.234,.266,.500,59,38,3,,,,,3/2
1874,hallge01,George Hall,25,BOS,47,223,222,58,64,10,8,1,34,2,0,1,0,.288,.291,.419,.710,120,93,0,,,,,*O
1874,hallji01,Jim Hall,--,BRA,2,9,9,0,1,0,0,0,0,0,0,0,0,.111,.111,.111,.222,-25,1,0,,,,,/4O
1874,hastisc01,Scott Hastings,26,HAR,52,251,247,60,80,11,2,0,30,10,5,4,3,.324,.335,.385,.719,126,95,1,,,,,*2O/46
1874,hatfijo01,John Hatfield,26,NYU,63,299,292,47,66,12,1,0,29,4,0,7,12,.226,.244,.274,.518,64,80,0,,,,,*O/5136
1874,hicksna01,Nat Hicks,29,PHI,58,271,266,51,73,8,1,0,30,3,2,5,4,.274,.288,.312,.600,91,83,3,,,,,*2/O4
1874,highadi01,Dick Higham,22,NYU,65,337,333,58,87,14,3,1,38,5,3,4,0,.261,.270,.330,.600,90,110,0,,,,,*2O/4
1874,hinespa01,Paul Hines,19,CHI,59,275,271,47,80,10,2,0,34,4,1,4,4,.295,.305,.347,.652,109,94,1,,,,,*O4/6
1874,hodesch01,Charlie Hodes,26,BRA,21,81,81,8,12,3,0,0,7,0,0,0,2,.148,.148,.185,.333,12,15,2,,,,,O/423
1874,holdsji01,Jim Holdsworth,23,PHI,57,286,285,60,97,8,9,0,37,1,2,1,0,.340,.343,.432,.774,144,123,2,,,,,56/O43
1874,jones01,Levin Jones,26,BAL,2,7,7,0,1,0,0,0,1,0,0,0,0,.143,.143,.143,.286,-9,1,0,,,,,/2O
1874,kesslhe01,Henry Kessler,22,BRA,14,56,56,8,17,1,0,0,4,0,0,0,2,.304,.304,.321,.625,112,18,0,,,,,/24O5
1874,knowdja01,Jake Knodell,21,BRA,24,87,86,8,12,1,1,0,3,1,0,1,3,.140,.149,.174,.324,9,15,0,,,,,2/O
1874,kohlehe01,Henry Kohler,22,BAL,2,4,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,,,,,/3
1874,ledwimi01,Mike Ledwith,--,BRA,1,4,4,1,1,0,0,0,1,0,0,0,0,.250,.250,.250,.500,70,1,0,,,,,/2
1874,leonaan01,Andy Leonard,28,BOS,71,341,339,68,106,18,4,0,50,11,3,2,2,.313,.317,.389,.706,120,132,3,,,,,*O46
1874,mackde01,Denny Mack,24,PHI,56,248,246,48,51,8,4,0,22,4,0,2,3,.207,.214,.272,.486,53,67,2,,,,,*3
1874,malonfe01,Fergy Malone,29,CHI,47,227,223,33,56,5,0,0,28,2,1,4,0,.251,.264,.274,.538,73,61,1,,,,,*2
1874,mannija01,Jack Manning,20,TOT,43,181,179,33,62,8,2,0,18,0,0,2,2,.346,.354,.413,.767,144,74,0,,,,,41/653
1874,mannija01,Jack Manning,20,BAL,42,176,174,32,61,8,2,0,18,0,0,2,2,.351,.358,.420,.777,147,73,0,,,,,41/635
1874,mannija01,Jack Manning,20,HAR,1,5,5,1,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400,27,1,0,,,,,/5
1874,martial01,Al Martin,26,BRA,7,29,29,1,4,0,0,0,1,0,0,0,1,.138,.138,.138,.276,-6,4,1,,,,,/4O
1874,mathebo01,Bobby Mathews,22,NYU,65,301,298,46,72,6,1,0,30,2,0,3,4,.242,.249,.268,.518,65,80,0,,,,,*1/5O
1874,mcbridi01,Dick McBride,27,ATH,55,264,263,30,57,7,1,0,34,1,0,1,6,.217,.220,.251,.471,46,66,3,,,,,*1
1874,mcgeami01,Mike McGeary,23,ATH,54,272,271,61,87,10,2,0,22,10,2,1,2,.321,.324,.373,.696,116,101,0,,,,,26/O
1874,mcgeepa01,Pat McGee,--,BRA,16,65,65,4,11,1,0,0,6,0,0,0,3,.169,.169,.185,.354,20,12,0,,,,,O/64
1874,mckenfr01,Frank McKenna,--,PHI,1,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,,,,,/3
1874,mcmuljo01,John McMullin,25,ATH,55,268,260,61,90,10,2,2,32,4,3,8,13,.346,.366,.423,.789,145,110,2,,,,,*O
1874,mcveyca01,Cal McVey,24,BOS,70,344,343,91,123,21,6,3,71,5,0,1,3,.359,.360,.481,.842,162,165,1,,,,,*O2
1874,meyerle01,Levi Meyerle,24,CHI,53,257,254,65,100,19,1,1,45,3,1,3,4,.394,.401,.488,.889,183,124,2,,,,,45/O6
1874,milleto01,Tom Miller,24,ATH,4,16,16,1,8,0,0,0,5,0,0,0,0,.500,.500,.500,1.000,213,8,0,,,,,/2O
1874,millsev01,Everett Mills,29,HAR,53,248,244,39,69,6,1,0,19,1,1,4,2,.283,.294,.316,.610,92,77,4,,,,,*3
1874,murnati01,Tim Murnane,23,ATH,21,83,82,11,17,2,0,0,11,0,1,1,3,.207,.217,.232,.449,40,19,0,,,,,O/43
1874,nelsoca01,Candy Nelson,25,NYU,65,306,297,55,73,7,5,0,31,6,0,9,5,.246,.268,.303,.571,81,90,0,,,,,*46/O
1874,o'nea01,Fancy O'Neil,--,HAR,1,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,,,,,/O
1874,o'rouji01,Jim O'Rourke,23,BOS,70,335,331,82,104,15,8,5,61,11,2,4,5,.314,.322,.453,.776,141,150,2,,,,,*3
1874,paborch01,Charlie Pabor,27,PHI,17,77,77,11,17,0,1,0,1,0,1,0,0,.221,.221,.247,.468,48,19,1,,,,,O
1874,patteda01,Tom Patterson,29,NYU,1,5,5,1,2,0,0,0,2,0,0,0,0,.400,.400,.400,.800,155,2,0,,,,,/3O
1874,pearcdi01,Dickey Pearce,38,BRA,56,261,255,48,75,1,0,0,26,1,0,6,1,.294,.310,.298,.608,107,76,2,,,,,*6/54
1874,peterjo01,John Peters,24,CHI,55,241,239,39,69,10,0,1,25,2,2,2,11,.289,.295,.343,.638,104,82,3,,,,,64
1874,phelpne01,Nealy Phelps,33,NYU,6,24,24,5,3,0,0,0,2,0,0,0,0,.125,.125,.125,.250,-20,3,0,,,,,/O
1874,pikeli01,Lip Pike,29,HAR,52,239,234,58,83,22,5,1,50,4,1,5,1,.355,.368,.504,.872,172,118,1,,,,,O6/45
1874,quinl01,Quinlan,--,PHI,1,4,4,0,1,0,0,0,1,0,0,0,0,.250,.250,.250,.500,59,1,0,,,,,/6
1874,radcljo01,John Radcliff,26,PHI,23,105,103,20,25,7,0,1,14,1,1,2,0,.243,.257,.340,.597,88,35,0,,,,,O/4563
1874,reachal01,Al Reach,34,ATH,14,55,55,8,7,2,0,0,2,0,0,0,4,.127,.127,.164,.291,-10,9,0,,,,,O
1874,reedhu01,Hugh Reid,22,BAL,1,4,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,,,,,/O
1874,remseja01,Jack Remsen,24,NYU,64,284,284,52,65,9,3,2,38,6,0,0,5,.229,.229,.303,.532,68,86,0,,,,,*O/3
1874,revilhe01,Henry Reville,--,BAL,1,4,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,,,,,/O
1874,ryanjo01,Johnny Ryan,20,BAL,47,186,181,29,35,8,1,0,19,3,0,5,13,.193,.215,.249,.464,48,45,2,,,,,*O/1
1874,saylo01,Lou Say,20,BAL,18,66,66,4,14,3,0,0,5,0,0,0,1,.212,.212,.258,.470,49,17,1,,,,,6
1874,schafha01,Harry Schafer,27,BOS,71,328,327,69,87,10,2,1,45,2,4,1,5,.266,.268,.318,.586,83,104,1,,,,,*5/6
1874,selmafr01,Frank Sellman,23,BAL,12,54,54,9,16,3,2,0,7,2,0,0,2,.296,.296,.426,.722,128,23,1,,,,,/2645O
1874,senseco01,Count Sensenderfer,26,ATH,5,16,16,3,3,0,0,0,2,0,0,0,0,.188,.188,.188,.375,17,3,0,,,,,/O
1874,shaffor01,Orator Shafer,22,TOT,10,40,40,7,9,0,0,1,3,0,0,0,4,.225,.225,.300,.525,64,12,0,,,,,O
1874,shaffor01,Orator Shafer,22,HAR,9,35,35,6,8,0,0,1,3,0,0,0,4,.229,.229,.314,.543,69,11,0,,,,,/O
1874,shaffor01,Orator Shafer,22,NYU,1,5,5,1,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400,28,1,0,,,,,/O
1874,smilebi01,Bill Smiley,18,BAL,2,7,7,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,,,,,/5
1874,smithjo01,John Smith,--,BAL,6,21,21,2,4,1,0,0,1,0,0,0,1,.190,.190,.238,.429,36,5,0,,,,,/6
1874,snowch01,Charlie Snow,24,BRA,1,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,580,1,0,,,,,/2
1874,snydepo01,Pop Snyder,19,BAL,39,152,151,24,33,4,0,1,17,0,0,1,2,.219,.224,.265,.489,55,40,1,,,,,*2
1874,spaldal01,Al Spalding,23,BOS,71,365,362,80,119,13,1,0,54,2,1,3,0,.329,.334,.370,.704,121,134,1,,,,,*1/O
1874,startjo01,Joe Start,31,NYU,63,310,306,67,96,13,3,2,46,5,0,4,0,.314,.323,.395,.718,127,121,1,,,,,*3/O
1874,stearbi01,Bill Stearns,21,HAR,33,139,132,16,21,1,0,0,11,0,0,7,10,.159,.201,.167,.368,17,22,2,,,,,1O
1874,suttoez01,Ezra Sutton,24,ATH,55,243,243,54,71,10,3,0,28,6,4,0,2,.292,.292,.358,.650,101,87,1,,,,,56
1874,sweasch01,Charlie Sweasy,26,TOT,18,79,77,6,13,1,0,0,7,0,0,2,0,.169,.190,.182,.372,23,14,0,,,,,4/O
1874,sweasch01,Charlie Sweasy,26,BAL,8,35,33,2,8,0,0,0,4,0,0,2,0,.242,.286,.242,.528,70,8,0,,,,,/4O
1874,sweasch01,Charlie Sweasy,26,BRA,10,44,44,4,5,1,0,0,3,0,0,0,0,.114,.114,.136,.250,-16,6,0,,,,,4
1874,tayloza01,Z.H. Taylor,24,BAL,13,48,48,3,12,0,0,0,3,0,0,0,1,.250,.250,.250,.500,60,12,0,,,,,3
1874,tippeji01,Jim Tipper,25,HAR,45,198,197,36,60,8,0,0,19,0,1,1,7,.305,.308,.345,.653,106,68,0,,,,,*O
1874,treacfr01,Fred Treacey,27,CHI,35,150,148,18,28,5,0,0,12,4,4,2,6,.189,.200,.223,.423,35,33,2,,,,,O
1874,westbi01,Billy West,20,BRA,9,36,35,4,8,1,0,0,2,0,0,1,2,.229,.250,.257,.507,72,9,0,,,,,/426
1874,whitede01,Deacon White,26,BOS,70,357,352,75,106,5,7,3,52,1,1,5,0,.301,.311,.381,.692,116,134,5,,,,,*2O/3
1874,whitewa01,Warren White,30,BAL,45,213,211,21,57,1,0,0,17,1,0,2,2,.270,.277,.275,.552,77,58,0,,,,,*5/2
1874,wood01,Wood,--,BAL,1,5,5,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,,,,,/4
1874,wrighge01,George Wright,27,BOS,60,318,313,76,103,10,15,2,44,2,0,5,6,.329,.340,.476,.816,153,149,1,,,,,*6/5
1874,wrighha01,Harry Wright,39,BOS,40,188,184,44,58,4,2,2,27,1,0,4,3,.315,.330,.391,.721,125,72,0,,,,,*O/1
1874,yorkto01,Tom York,23,PHI,50,229,224,36,56,4,7,0,37,1,0,5,4,.250,.266,.330,.597,89,74,1,,,,,*O
1874,zettlge01,George Zettlein,29,CHI,57,245,244,26,47,7,0,0,18,0,0,1,5,.193,.196,.221,.417,33,54,4,,,,,*1
