number,one,two,three,four,five,six,seven,eight,nine
1,Pierre,Walker,Lee,Ramirez,Jones,Barrett,Murton,Cedeno,pitcher
2,Pierre,Walker,Lee,Ramirez,Jones,Barrett,Murton,Cedeno,pitcher
3,Pierre,Perez,Lee,Ramirez,Jones,Barrett,Murton,Cedeno,pitcher
4,Pierre,Walker,Lee,Ramirez,Jones,Murton,Cedeno,Blanco,pitcher
5,Pierre,Walker,Lee,Ramirez,Barrett,Jones,Murton,Cedeno,pitcher
6,Pierre,Walker,Lee,Ramirez,Barrett,Jones,Murton,Cedeno,pitcher
7,Pierre,Hairston,Lee,Barrett,Pagan,Murton,Perez,Cedeno,pitcher
8,Pierre,Hairston,Lee,Murton,Pagan,Cedeno,Perez,Blanco,pitcher
9,Pierre,Walker,Lee,Ramirez,Barrett,Mabry,Murton,Cedeno,pitcher
10,Pierre,Hairston,Lee,Ramirez,Barrett,Pagan,Murton,Cedeno,pitcher
11,Pierre,Bynum,Lee,Ramirez,Walker,Murton,Cedeno,Blanco,pitcher
12,Pierre,Walker,Lee,Ramirez,Barrett,Jones,Murton,Cedeno,pitcher
13,Pierre,Walker,Lee,Ramirez,Barrett,Jones,Murton,Perez,pitcher
14,Pierre,Walker,Lee,Ramirez,Mabry,Jones,Barrett,Cedeno,pitcher
15,Pierre,Hairston,Walker,Ramirez,Barrett,Jones,Murton,Cedeno,pitcher
16,Pierre,Cedeno,Walker,Ramirez,Mabry,Jones,Murton,Blanco,pitcher
17,Pierre,Cedeno,Walker,Ramirez,Barrett,Jones,Murton,Perez,pitcher
18,Pierre,Cedeno,Walker,Ramirez,Barrett,Murton,Jones,Perez,pitcher
19,Pierre,Cedeno,Walker,Ramirez,Barrett,Murton,Jones,Hairston,pitcher
20,Pierre,Cedeno,Walker,Ramirez,Murton,Hairston,Jones,Blanco,pitcher
21,Pierre,Cedeno,Walker,Ramirez,Murton,Jones,Perez,Blanco,pitcher
22,Pierre,Cedeno,Walker,Ramirez,Murton,Jones,Hairston,Blanco,pitcher
23,Pierre,Cedeno,Walker,Ramirez,Murton,Barrett,Jones,Hairston,pitcher
24,Pierre,Cedeno,Walker,Ramirez,Murton,Jones,Barrett,Mabry,pitcher
25,Pierre,Cedeno,Walker,Ramirez,Murton,Barrett,Jones,Hairston,pitcher
26,Pierre,Cedeno,Walker,Ramirez,Murton,Jones,Barrett,Perez,pitcher
27,Pierre,Cedeno,Ramirez,Walker,Murton,Jones,Bynum,Blanco,pitcher
28,Pierre,Bynum,Walker,Ramirez,Barrett,Jones,Hairston,Perez,pitcher
29,Pierre,Cedeno,Walker,Jones,Ramirez,Murton,Barrett,Hairston,pitcher
30,Pierre,Cedeno,Walker,Barrett,Ramirez,Murton,Jones,Hairston,pitcher
31,Pierre,Cedeno,Walker,Barrett,Ramirez,Murton,Jones,Hairston,pitcher
32,Pierre,Cedeno,Walker,Ramirez,Barrett,Jones,Murton,Perez,pitcher
33,Cedeno,Pierre,Walker,Ramirez,Mabry,Murton,Jones,Blanco,pitcher
34,Cedeno,Pierre,Walker,Ramirez,Mabry,Barrett,Jones,Murton,pitcher
35,Pierre,Perez,Cedeno,Ramirez,Barrett,Mabry,Murton,Hairston,pitcher
36,Pierre,Cedeno,Walker,Ramirez,Jones,Hairston,Perez,Blanco,pitcher
37,Pierre,Cedeno,Walker,Ramirez,Jones,Barrett,Murton,Perez,pitcher
38,Pierre,Murton,Walker,Barrett,Ramirez,Jones,Mabry,Cedeno,pitcher
39,Pierre,Murton,Walker,Barrett,Ramirez,Jones,Hairston,Cedeno,pitcher
40,Pierre,Murton,Walker,Barrett,Jones,Perez,Mabry,Cedeno,pitcher
41,Pierre,Hairston,Walker,Barrett,Ramirez,Murton,Cedeno,Blanco,Perez
42,Pierre,Cedeno,Walker,Barrett,Jones,Ramirez,Mabry,Murton,Hairston
43,Pierre,Cedeno,Walker,Barrett,Jones,Ramirez,Mabry,Murton,Hairston
44,Pierre,Cedeno,Walker,Barrett,Jones,Ramirez,Mabry,Murton,pitcher
45,Pierre,Hairston,Walker,Barrett,Ramirez,Murton,Jones,Cedeno,pitcher
46,Pierre,Cedeno,Walker,Barrett,Jones,Ramirez,Murton,Perez,pitcher
47,Pierre,Perez,Walker,Barrett,Jones,Ramirez,Bynum,Cedeno,pitcher
48,Pierre,Hairston,Walker,Barrett,Ramirez,Murton,Jones,Cedeno,pitcher
49,Pierre,Womack,Barrett,Walker,Ramirez,Jones,Murton,Perez,pitcher
50,Pierre,Womack,Barrett,Walker,Ramirez,Jones,Murton,Cedeno,pitcher
51,Pierre,Womack,Murton,Ramirez,Walker,Cedeno,Jones,Blanco,pitcher
52,Pierre,Perez,Barrett,Ramirez,Walker,Murton,Jones,Cedeno,pitcher
53,Pierre,Womack,Barrett,Walker,Ramirez,Jones,Murton,Cedeno,pitcher
54,Pierre,Perez,Barrett,Nevin,Ramirez,Murton,Jones,Cedeno,pitcher
55,Pierre,Womack,Barrett,Walker,Ramirez,Jones,Murton,Cedeno,pitcher
56,Pierre,Womack,Barrett,Walker,Ramirez,Jones,Bynum,Cedeno,pitcher
57,Pierre,Cedeno,Walker,Nevin,Ramirez,Murton,Jones,Blanco,pitcher
58,Pierre,Womack,Barrett,Walker,Ramirez,Mabry,Murton,Cedeno,pitcher
59,Pierre,Womack,Barrett,Walker,Ramirez,Jones,Murton,Cedeno,pitcher
60,Womack,Pierre,Walker,Ramirez,Jones,Cedeno,Bynum,Blanco,pitcher
61,Pierre,Walker,Barrett,Nevin,Ramirez,Murton,Jones,Perez,pitcher
62,Pierre,Walker,Barrett,Nevin,Murton,Jones,Cedeno,Perez,pitcher
63,Pierre,Perez,Barrett,Ramirez,Nevin,Murton,Jones,Cedeno,pitcher
64,Pierre,Perez,Barrett,Nevin,Ramirez,Jones,Murton,Cedeno,pitcher
65,Pierre,Womack,Barrett,Walker,Ramirez,Jones,Bynum,Cedeno,pitcher
66,Pierre,Walker,Ramirez,Nevin,Murton,Jones,Cedeno,Blanco,pitcher
67,Pierre,Walker,Ramirez,Nevin,Jones,Mabry,Cedeno,Blanco,pitcher
68,Pierre,Womack,Ramirez,Nevin,Murton,Cedeno,Jones,Blanco,pitcher
69,Pierre,Walker,Ramirez,Nevin,Jones,Mabry,Cedeno,Bynum,Blanco
70,Pierre,Walker,Ramirez,Nevin,Murton,Cedeno,Jones,Perez,Blanco
71,Pierre,Perez,Ramirez,Nevin,Murton,Jones,Cedeno,Walker,Blanco
72,Pierre,Perez,Ramirez,Nevin,Murton,Jones,Cedeno,Walker,Blanco
73,Pierre,Bynum,Ramirez,Nevin,Jones,Mabry,Cedeno,Womack,Blanco
74,Pierre,Walker,Lee,Nevin,Ramirez,Jones,Murton,Perez,Blanco
75,Pierre,Perez,Lee,Ramirez,Nevin,Cedeno,Jones,Blanco,pitcher
76,Pierre,Perez,Lee,Ramirez,Nevin,Cedeno,Jones,Blanco,pitcher
77,Pierre,Walker,Lee,Ramirez,Nevin,Jones,Cedeno,Blanco,pitcher
78,Pierre,Walker,Lee,Ramirez,Jones,Nevin,Cedeno,Blanco,pitcher
79,Pierre,Walker,Lee,Ramirez,Jones,Nevin,Barrett,Cedeno,pitcher
80,Pierre,Walker,Lee,Ramirez,Jones,Nevin,Barrett,Cedeno,pitcher
81,Pierre,Cedeno,Lee,Ramirez,Barrett,Pagan,Murton,Perez,pitcher
82,Pierre,Walker,Lee,Ramirez,Jones,Barrett,Pagan,Cedeno,pitcher
83,Pierre,Perez,Lee,Ramirez,Barrett,Nevin,Murton,Cedeno,pitcher
84,Pierre,Pagan,Lee,Jones,Ramirez,Barrett,Walker,Perez,pitcher
85,Pierre,Perez,Lee,Ramirez,Pagan,Murton,Cedeno,Blanco,pitcher
86,Pierre,Walker,Barrett,Ramirez,Nevin,Jones,Murton,Cedeno,pitcher
87,Pierre,Walker,Lee,Jones,Ramirez,Barrett,Murton,Cedeno,pitcher
88,Pierre,Walker,Lee,Ramirez,Barrett,Jones,Murton,Cedeno,pitcher
89,Pierre,Walker,Lee,Ramirez,Jones,Barrett,Pagan,Cedeno,pitcher
90,Pierre,Theriot,Lee,Ramirez,Nevin,Murton,Perez,Blanco,pitcher
91,Pierre,Walker,Barrett,Ramirez,Jones,Mabry,Murton,Cedeno,pitcher
92,Pierre,Barrett,Lee,Ramirez,Jones,Nevin,Perez,Cedeno,pitcher
93,Pierre,Theriot,Lee,Ramirez,Jones,Barrett,Pagan,Cedeno,pitcher
94,Pierre,Perez,Barrett,Ramirez,Nevin,Murton,Jones,Theriot,pitcher
95,Pierre,Walker,Barrett,Ramirez,Jones,Mabry,Murton,Cedeno,pitcher
96,Pierre,Perez,Ramirez,Mabry,Jones,Nevin,Cedeno,Blanco,pitcher
97,Pierre,Perez,Ramirez,Lee,Jones,Barrett,Pagan,Cedeno,pitcher
98,Pierre,Cedeno,Barrett,Ramirez,Jones,Nevin,Murton,Perez,pitcher
99,Pierre,Walker,Ramirez,Nevin,Murton,Jones,Blanco,Cedeno,pitcher
100,Pierre,Walker,Ramirez,Jones,Barrett,Mabry,Pagan,Cedeno,pitcher
101,Pierre,Walker,Barrett,Ramirez,Jones,Nevin,Murton,Perez,pitcher
102,Pierre,Walker,Barrett,Ramirez,Jones,Mabry,Pagan,Cedeno,pitcher
103,Pierre,Perez,Barrett,Ramirez,Jones,Mabry,Pagan,Cedeno,pitcher
104,Pierre,Walker,Ramirez,Nevin,Jones,Murton,Cedeno,Blanco,pitcher
105,Pierre,Perez,Ramirez,Mabry,Jones,Barrett,Pagan,Cedeno,pitcher
106,Pierre,Izturis,Barrett,Ramirez,Jones,Mabry,Murton,Perez,pitcher
107,Pierre,Izturis,Barrett,Ramirez,Jones,Mabry,Pagan,Perez,pitcher
108,Pierre,Theriot,Ramirez,Nevin,Pagan,Murton,Blanco,Cedeno,pitcher
109,Pierre,Izturis,Barrett,Ramirez,Nevin,Jones,Murton,Cedeno,pitcher
110,Pierre,Izturis,Barrett,Ramirez,Nevin,Pagan,Murton,Cedeno,pitcher
111,Pierre,Izturis,Barrett,Ramirez,Jones,Pagan,Mabry,Cedeno,pitcher
112,Pierre,Izturis,Barrett,Ramirez,Jones,Murton,Mabry,Cedeno,pitcher
113,Pierre,Izturis,Barrett,Ramirez,Jones,Nevin,Murton,Cedeno,pitcher
114,Pierre,Theriot,Ramirez,Nevin,Jones,Pagan,Perez,Blanco,pitcher
115,Pierre,Izturis,Barrett,Ramirez,Jones,Pagan,Mabry,Cedeno,pitcher
116,Pierre,Izturis,Barrett,Ramirez,Jones,Murton,Mabry,Cedeno,pitcher
117,Pierre,Izturis,Jones,Ramirez,Mabry,Barrett,Murton,Perez,pitcher
118,Pierre,Perez,Barrett,Ramirez,Jones,Nevin,Murton,Cedeno,pitcher
119,Pierre,Izturis,Pagan,Ramirez,Jones,Mabry,Cedeno,Blanco,pitcher
120,Pierre,Theriot,Barrett,Ramirez,Nevin,Pagan,Murton,Perez,pitcher
121,Pierre,Izturis,Barrett,Ramirez,Jones,Pagan,Mabry,Cedeno,pitcher
122,Pierre,Perez,Murton,Ramirez,Jones,Mabry,Blanco,Cedeno,pitcher
123,Pierre,Izturis,Murton,Ramirez,Jones,Nevin,Blanco,Cedeno,pitcher
124,Pierre,Izturis,Ramirez,Jones,Pagan,Mabry,Blanco,Cedeno,pitcher
125,Pierre,Theriot,Ramirez,Nevin,Jones,Murton,Blanco,Cedeno,pitcher
126,Pierre,Bynum,Ramirez,Jones,Barrett,Mabry,Murton,Cedeno,pitcher
127,Pierre,Theriot,Ramirez,Nevin,Murton,Barrett,Pagan,Cedeno,pitcher
128,Pierre,Bynum,Ramirez,Jones,Barrett,Mabry,Pagan,Cedeno,pitcher
129,Pierre,Bynum,Ramirez,Barrett,Jones,Nevin,Murton,Cedeno,pitcher
130,Pierre,Bynum,Ramirez,Jones,Barrett,Mabry,Murton,Cedeno,pitcher
131,Pierre,Bynum,Ramirez,Jones,Lee,Barrett,Pagan,Theriot,pitcher
132,Pierre,Bynum,Ramirez,Lee,Barrett,Murton,Pagan,Theriot,pitcher
133,Pierre,Theriot,Ramirez,Nevin,Jones,Barrett,Murton,Cedeno,pitcher
134,Pierre,Theriot,Ramirez,Lee,Barrett,Jones,Murton,Cedeno,pitcher
135,Pierre,Bynum,Ramirez,Lee,Jones,Barrett,Pagan,Cedeno,pitcher
136,Pierre,Theriot,Ramirez,Jones,Murton,Blanco,Cedeno,Soto,pitcher
137,Pierre,Theriot,Ramirez,Lee,Murton,Pagan,Blanco,Cedeno,pitcher
138,Pierre,Theriot,Ramirez,Lee,Jones,Murton,Blanco,Cedeno,pitcher
139,Pierre,Theriot,Ramirez,Lee,Murton,Jones,Blanco,Cedeno,pitcher
140,Pierre,Bynum,Ramirez,Jones,Pagan,Moore,Blanco,Cedeno,pitcher
141,Pierre,Theriot,Ramirez,Lee,Jones,Murton,Cedeno,Soto,pitcher
142,Pierre,Theriot,Ramirez,Lee,Murton,Jones,Blanco,Cedeno,pitcher
143,Pierre,Bynum,Ramirez,Jones,Murton,Mabry,Blanco,Cedeno,pitcher
144,Pierre,Bynum,Ramirez,Lee,Jones,Pagan,Izturis,Blanco,pitcher
145,Pierre,Bynum,Lee,Jones,Murton,Moore,Blanco,Cedeno,pitcher
146,Pierre,Theriot,Ramirez,Jones,Murton,Mabry,Izturis,Blanco,pitcher
147,Pierre,Theriot,Ramirez,Lee,Murton,Pagan,Blanco,Cedeno,pitcher
148,Pierre,Cedeno,Ramirez,Jones,Murton,Moore,Izturis,Blanco,pitcher
149,Pierre,Theriot,Ramirez,Murton,Jones,Blanco,Cedeno,Soto,pitcher
150,Pierre,Theriot,Ramirez,Murton,Jones,Blanco,Cedeno,Soto,pitcher
151,Pierre,Theriot,Ramirez,Jones,Pagan,Blanco,Moore,Cedeno,pitcher
152,Pierre,Theriot,Ramirez,Murton,Jones,Blanco,Cedeno,Soto,pitcher
153,Pierre,Bynum,Ramirez,Jones,Murton,Moore,Blanco,Cedeno,pitcher
154,Pierre,Theriot,Ramirez,Murton,Pagan,Blanco,Cedeno,Soto,pitcher
155,Pierre,Theriot,Ramirez,Murton,Pagan,Mabry,Blanco,Cedeno,pitcher
156,Pierre,Bynum,Ramirez,Murton,Moore,Blanco,Coats,Cedeno,pitcher
157,Pierre,Theriot,Ramirez,Murton,Pagan,Mabry,Blanco,Cedeno,pitcher
158,Pierre,Theriot,Jones,Murton,Mabry,Blanco,Moore,Cedeno,pitcher
159,Pierre,Theriot,Jones,Murton,Mabry,Blanco,Moore,Cedeno,pitcher
160,Pierre,Theriot,Ramirez,Jones,Murton,Mabry,Blanco,Cedeno,pitcher
161,Pierre,Theriot,Ramirez,Murton,Jones,Blanco,Cedeno,Soto,pitcher
162,Pierre,Theriot,Ramirez,Jones,Murton,Moore,Blanco,Cedeno,pitcher
