year_ID,player_ID,name_common,age,team_ID,lg_ID,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,TB,GIDP,HBP,SH,SF,IBB,pos_summary
1955,aaronha01,Hank Aaron,21,MLN,NL,153,665,602,105,189,37,9,27,106,3,1,49,61,.314,.366,.540,.906,141,325,20,3,7,4,5,*974
1955,aberal01,Al Aber,27,DET,AL,39,19,17,0,1,0,0,0,0,0,0,0,9,.059,.059,.059,.118,-68,1,1,0,2,0,0,1
1955,abernte02,Ted Abernathy,22,WSH,AL,40,31,26,1,4,0,0,0,0,0,0,0,6,.154,.154,.154,.308,-15,4,1,0,4,0,0,1
1955,abramca01,Cal Abrams,31,BAL,AL,118,407,309,56,75,12,3,6,32,2,8,89,69,.243,.413,.359,.773,117,111,6,3,3,3,2,897/3
1955,adamsbo03,Bobby Adams,33,TOT,MLB,92,199,171,31,43,11,3,2,23,2,0,24,25,.251,.352,.386,.738,93,66,3,3,2,1,1,5/4
1955,adamsbo03,Bobby Adams,33,CIN,NL,64,174,150,23,41,11,2,2,20,2,0,20,21,.273,.368,.413,.781,103,62,3,3,2,1,1,5/4
1955,adamsbo03,Bobby Adams,33,CHW,AL,28,25,21,8,2,0,1,0,3,0,0,4,4,.095,.240,.190,.430,16,4,0,0,0,0,0,/54
1955,adcocjo01,Joe Adcock,27,MLN,NL,84,324,288,40,76,14,0,15,45,0,2,31,44,.264,.339,.469,.807,116,135,13,2,2,1,3,3
1955,agganha01,Harry Agganis,26,BOS,AL,25,94,83,11,26,10,1,0,10,2,0,10,10,.313,.383,.458,.841,118,38,3,0,0,1,0,3
1955,aguirha01,Hank Aguirre,24,CLE,AL,4,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
1955,alexabo01,Bob Alexander,32,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1955,alstoto01,Tom Alston,29,STL,NL,13,8,8,0,1,0,0,0,0,0,0,0,0,.125,.125,.125,.250,-33,1,0,0,0,0,0,/3
1955,altobjo01,Joe Altobelli,23,CLE,AL,42,84,75,8,15,3,0,2,5,0,1,5,14,.200,.259,.320,.579,53,24,0,1,3,0,0,3
1955,amalfjo01,Joey Amalfitano,21,NYG,NL,36,24,22,8,5,1,1,0,1,0,0,2,2,.227,.292,.364,.655,72,8,0,0,0,0,0,/65
1955,amorvi01,Vicente Amor,22,CHC,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
