year_ID,player_ID,name_common,age,team_ID,lg_ID,W,L,win_loss_perc,earned_run_avg,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,batters_faced,earned_run_avg_plus,fip,whip,hits_per_nine,home_runs_per_nine,bases_on_balls_per_nine,strikeouts_per_nine,strikeouts_per_base_on_balls
1941,adamsac01,Ace Adams,31,NYG,NL,4,1,.800,4.82,38,0,21,0,0,1,71.0,84,43,38,3,35,,18,1,0,3,319,77,4.23,1.676,10.6,0.4,4.4,2.3,0.51
1941,albosed01,Ed Albosta,22,BRO,NL,0,2,.000,6.23,2,2,0,0,0,0,13.0,11,9,9,1,8,,5,0,0,0,55,61,4.74,1.462,7.6,0.7,5.5,3.5,0.63
1941,allenjo02,Johnny Allen,36,TOT,MLB,5,5,.500,4.71,31,13,8,3,0,1,124.1,127,71,65,10,41,,48,2,1,8,535,86,3.97,1.351,9.2,0.7,3.0,3.5,1.17
1941,allenjo02,Johnny Allen,36,SLB,AL,2,5,.286,6.58,20,9,6,2,0,1,67.0,89,53,49,4,29,,27,2,1,8,317,66,4.02,1.761,12.0,0.5,3.9,3.6,0.93
1941,allenjo02,Johnny Allen,36,BRO,NL,3,0,1.000,2.51,11,4,2,1,0,0,57.1,38,18,16,6,12,,21,0,0,0,218,149,3.92,0.872,6.0,0.9,1.9,3.3,1.75
1941,anderre01,Red Anderson,29,WSH,AL,4,6,.400,4.18,32,6,15,1,0,0,112.0,127,69,52,7,53,,34,3,0,2,499,97,4.37,1.607,10.2,0.6,4.3,2.7,0.64
1941,andrena01,Nate Andrews,27,CLE,AL,0,0,,11.57,2,0,1,0,0,0,2.1,3,4,3,0,2,,1,0,0,0,12,40,4.38,2.143,11.6,0.0,7.7,3.9,0.50
1941,applepe01,Pete Appleton,37,CHW,AL,0,3,.000,5.27,13,0,11,0,0,1,27.1,27,21,16,4,17,,12,2,0,1,127,79,5.77,1.610,8.9,1.3,5.6,4.0,0.71
1941,aukerel01,Elden Auker,30,SLB,AL,14,15,.483,5.50,34,31,1,13,0,0,216.0,268,150,132,20,85,,60,1,0,0,979,79,4.51,1.634,11.2,0.8,3.5,2.5,0.71
1941,babicjo01,Johnny Babich,28,PHA,AL,2,7,.222,6.09,16,14,1,4,0,0,78.1,85,57,53,9,31,,19,3,0,2,343,69,4.97,1.481,9.8,1.0,3.6,2.2,0.61
