number,one,two,three,four,five,six,seven,eight,nine
1,Fondy,Wise,Will,Banks,Baker,Bolger,Moryn,Neeman,pitcher
2,Fondy,Will,Banks,Moryn,Baker,Bolger,Wise,Neeman,pitcher
3,Wise,Fondy,Banks,Moryn,Baker,Lennon,Bolger,Neeman,pitcher
4,Wise,Fondy,Banks,Moryn,Baker,Lennon,Speake,Neeman,pitcher
5,Wise,Fondy,Banks,Moryn,Baker,Speake,Greco,Neeman,pitcher
6,Wise,Fondy,Banks,Moryn,Baker,Speake,Greco,Neeman,pitcher
7,Wise,Greco,Banks,Baker,Mickelson,Bolger,Moryn,Neeman,pitcher
8,Wise,Fondy,Banks,Moryn,Baker,Speake,Greco,Neeman,pitcher
9,Wise,Fondy,Baker,Moryn,Banks,Speake,Greco,Neeman,pitcher
10,Greco,Fondy,Speake,Banks,Baker,Moryn,Neeman,Wise,pitcher
11,Fondy,Speake,Banks,Moryn,Baker,Lennon,Neeman,Wise,pitcher
12,Fondy,Speake,Banks,Moryn,Baker,Lennon,Neeman,Wise,pitcher
13,Winceniak,Speake,Banks,Long,Walls,Moryn,Neeman,Wise,pitcher
14,Winceniak,Greco,Banks,Long,Walls,Moryn,Neeman,Wise,pitcher
15,Winceniak,Greco,Banks,Long,Walls,Moryn,Wise,Silvera,pitcher
16,Wise,Banks,Walls,Long,Moryn,Bolger,Winceniak,Neeman,pitcher
17,Wise,Greco,Banks,Walls,Bolger,Winceniak,Long,Silvera,pitcher
18,Kindall,Banks,Walls,Long,Moryn,Bolger,Winceniak,Neeman,pitcher
19,Kindall,Banks,Walls,Long,Moryn,Bolger,Winceniak,Neeman,pitcher
20,Wise,Banks,Walls,Long,Moryn,Bolger,Winceniak,Neeman,pitcher
21,Wise,Banks,Walls,Long,Moryn,Bolger,Winceniak,Neeman,pitcher
22,Wise,Banks,Walls,Moryn,Speake,Bolger,Winceniak,Neeman,pitcher
23,Wise,Mickelson,Banks,Walls,Moryn,Bolger,Winceniak,Neeman,pitcher
24,Morgan,Banks,Walls,Long,Moryn,Bolger,Littrell,Neeman,pitcher
25,Morgan,Greco,Banks,Walls,Bolger,Littrell,Long,Neeman,pitcher
26,Morgan,Banks,Walls,Long,Moryn,Bolger,Littrell,Neeman,pitcher
27,Morgan,Banks,Walls,Long,Moryn,Bolger,Littrell,Neeman,pitcher
28,Morgan,Walls,Banks,Long,Bolger,Ernaga,Neeman,Littrell,pitcher
29,Morgan,Speake,Banks,Long,Moryn,Bolger,Neeman,Littrell,pitcher
30,Morgan,Banks,Speake,Long,Moryn,Bolger,Neeman,Littrell,pitcher
31,Morgan,Walls,Banks,Long,Bolger,Ernaga,Neeman,Littrell,pitcher
32,Morgan,Banks,Speake,Long,Moryn,Bolger,Neeman,Littrell,pitcher
33,Morgan,Speake,Banks,Long,Moryn,Ernaga,Neeman,Littrell,pitcher
34,Morgan,Speake,Banks,Long,Moryn,Walls,Neeman,Littrell,pitcher
35,Morgan,Speake,Banks,Long,Moryn,Walls,Neeman,Littrell,pitcher
36,Morgan,Bolger,Banks,Long,Ernaga,Walls,Littrell,Silvera,pitcher
