number,one,two,three,four,five,six,seven,eight,nine
1,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
2,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
3,Kessinger,Cardenal,Madlock,Monday,Morales,Mitterwald,Trillo,Swisher,pitcher
4,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
5,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
6,Kessinger,Cardenal,Madlock,Morales,Mitterwald,Monday,Trillo,Swisher,pitcher
7,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
8,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
9,Kessinger,Cardenal,Madlock,Morales,Mitterwald,Monday,Trillo,Swisher,pitcher
10,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
11,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
12,Kessinger,Cardenal,Madlock,Monday,Morales,Mitterwald,Trillo,Swisher,pitcher
13,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
14,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
15,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
16,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
17,Kessinger,Cardenal,Madlock,Morales,Mitterwald,Monday,Trillo,Swisher,pitcher
18,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
19,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
20,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Hosley,pitcher
21,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
22,Sperring,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
23,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
24,Kessinger,Cardenal,Madlock,Morales,Thornton,Hosley,Monday,Sperring,pitcher
25,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Hosley,Sperring,pitcher
26,Kessinger,Cardenal,Madlock,Summers,Morales,LaCock,Hosley,Sperring,pitcher
27,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Hosley,pitcher
28,Kessinger,Cardenal,Madlock,Monday,Morales,LaCock,Trillo,Swisher,pitcher
