number,one,two,three,four,five,six,seven,eight,nine
1,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Lillibridge,pitcher
2,Sappelt,Castro,Rizzo,Soriano,Hairston,Castillo,Lillibridge,Gonzalez,pitcher
3,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Navarro,Valbuena,Lillibridge,pitcher
4,Sappelt,Castro,Rizzo,Soriano,Hairston,Castillo,Lillibridge,Gonzalez,pitcher
5,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Gonzalez,pitcher
6,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Navarro,Valbuena,Gonzalez,pitcher
7,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Lillibridge,pitcher
8,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Lillibridge,pitcher
9,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Lillibridge,pitcher
10,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Clevenger,Valbuena,pitcher
11,Sappelt,Castro,Rizzo,Soriano,Hairston,Castillo,Lillibridge,Gonzalez,pitcher
12,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Navarro,Valbuena,Gonzalez,pitcher
13,Sappelt,Castro,Rizzo,Soriano,Hairston,Castillo,Barney,Gonzalez,pitcher
14,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Barney,pitcher
15,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Barney,pitcher
16,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Navarro,Valbuena,Barney,pitcher
17,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Barney,pitcher
18,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Barney,pitcher
19,Sappelt,Castro,Rizzo,Soriano,Castillo,Hairston,Ransom,Barney,pitcher
20,DeJesus,Borbon,Castro,Rizzo,Schierholtz,Navarro,Valbuena,Ransom,pitcher
21,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Barney,pitcher
22,Sappelt,Castro,Rizzo,Soriano,Castillo,Hairston,Ransom,Barney,pitcher
23,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Barney,pitcher
24,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Navarro,Valbuena,Barney,pitcher
25,Sappelt,Castro,Rizzo,Soriano,Castillo,Hairston,Ransom,Barney,pitcher
26,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Barney,pitcher
27,DeJesus,Borbon,Valbuena,Rizzo,Castro,Schierholtz,Navarro,Barney,pitcher
28,Sappelt,Ransom,Rizzo,Soriano,Castro,Castillo,Hairston,Barney,pitcher
29,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Barney,pitcher
30,Sappelt,Ransom,Rizzo,Soriano,Castro,Castillo,Hairston,Barney,pitcher
31,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Navarro,Valbuena,Barney,pitcher
32,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Barney,pitcher
33,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Valbuena,Castillo,Barney,pitcher
34,DeJesus,Castro,Valbuena,Rizzo,Schierholtz,Sweeney,Navarro,Ransom,pitcher
35,Castro,Ransom,Rizzo,Soriano,Hairston,Castillo,Sweeney,Barney,pitcher
36,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Valbuena,Castillo,Barney,pitcher
37,Castro,Ransom,Rizzo,Soriano,Hairston,Sweeney,Navarro,Barney,pitcher
38,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Ransom,Castillo,Barney,pitcher
39,DeJesus,Castro,Rizzo,Soriano,Hairston,Castillo,Ransom,Barney,pitcher
40,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Valbuena,Navarro,Barney,pitcher
41,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Valbuena,Castillo,Barney,pitcher
42,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Valbuena,Castillo,Barney,pitcher
43,DeJesus,Castro,Rizzo,Sweeney,Schierholtz,Valbuena,Castillo,Barney,pitcher
44,Borbon,Castro,Rizzo,Soriano,Hairston,Castillo,Ransom,Barney,pitcher
45,Borbon,Castro,Rizzo,Soriano,Hairston,Castillo,Ransom,Barney,pitcher
46,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Barney,pitcher
47,DeJesus,Castro,Rizzo,Sweeney,Schierholtz,Valbuena,Navarro,Barney,pitcher
48,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Barney,pitcher
49,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Barney,pitcher
50,Borbon,Castro,Rizzo,Soriano,Hairston,Castillo,Ransom,Sweeney,Barney
51,DeJesus,Castro,Rizzo,Soriano,Hairston,Navarro,Valbuena,Barney,pitcher
52,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Barney,pitcher
53,DeJesus,Castro,Rizzo,Soriano,Hairston,Castillo,Ransom,Barney,pitcher
54,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Castillo,Valbuena,Barney,pitcher
55,Borbon,Castro,Rizzo,Soriano,Hairston,Navarro,Ransom,Barney,pitcher
56,DeJesus,Valbuena,Rizzo,Soriano,Schierholtz,Sweeney,Castro,Castillo,Barney
57,Barney,Ransom,Rizzo,Soriano,Hairston,Castillo,Castro,Navarro,Sweeney
58,Barney,Ransom,Rizzo,Soriano,Hairston,Castillo,Castro,Sweeney,pitcher
59,DeJesus,Valbuena,Rizzo,Soriano,Schierholtz,Castillo,Castro,Barney,pitcher
60,Barney,Ransom,Rizzo,Soriano,Hairston,Navarro,Castro,Sweeney,pitcher
61,DeJesus,Valbuena,Rizzo,Soriano,Schierholtz,Navarro,Castro,Barney,pitcher
62,Barney,Ransom,Rizzo,Soriano,Hairston,Castillo,Castro,Sweeney,pitcher
63,DeJesus,Valbuena,Rizzo,Sweeney,Schierholtz,Castro,Castillo,Barney,pitcher
64,DeJesus,Castro,Rizzo,Soriano,Schierholtz,Valbuena,Castillo,Barney,pitcher
