number,one,two,three,four,five,six,seven,eight,nine
1,Monday,Cardenal,Williams,Pepitone,Santo,Beckert,Hundley,Kessinger,pitcher
2,Kessinger,Cardenal,Williams,Hickman,Santo,Beckert,Hundley,Monday,pitcher
3,Monday,Cardenal,Williams,Pepitone,Santo,Beckert,Hundley,Kessinger,pitcher
4,Monday,Cardenal,Williams,Pepitone,Santo,Beckert,Hundley,Kessinger,pitcher
5,Monday,Cardenal,Williams,Pepitone,Santo,Beckert,Hundley,Kessinger,pitcher
6,Monday,Cardenal,Williams,Santo,Hickman,Beckert,Rudolph,Kessinger,pitcher
7,Monday,Cardenal,Williams,Pepitone,Fanzone,Beckert,Hundley,Kessinger,pitcher
8,Monday,Cardenal,Williams,Pepitone,Santo,Beckert,Hundley,Kessinger,pitcher
9,James,Beckert,Williams,Santo,Cardenal,Pepitone,Hundley,Kessinger,pitcher
10,James,Beckert,Williams,Hickman,Santo,Cardenal,Hundley,Kessinger,pitcher
11,Monday,Popovich,Williams,Pepitone,Santo,Cardenal,Rudolph,Kessinger,pitcher
12,Monday,Beckert,Williams,Pepitone,Santo,Cardenal,Hundley,Kessinger,pitcher
13,Monday,Beckert,Williams,Pepitone,Santo,Cardenal,Hundley,Kessinger,pitcher
14,Monday,Popovich,Williams,Pepitone,Santo,Cardenal,Rudolph,Kessinger,pitcher
15,Monday,Beckert,Williams,Pepitone,Santo,Cardenal,Hundley,Kessinger,pitcher
16,Monday,Beckert,Williams,Pepitone,Santo,Garrett,Hundley,Kessinger,pitcher
17,James,Beckert,Williams,Santo,Cardenal,Hickman,Rudolph,Popovich,pitcher
18,Monday,Beckert,Williams,Pepitone,Santo,Cardenal,Hundley,Kessinger,pitcher
19,Monday,Popovich,Williams,Hickman,Santo,Cardenal,Hundley,Kessinger,pitcher
20,Monday,Beckert,Williams,Pepitone,Santo,Cardenal,Rudolph,Kessinger,pitcher
21,Monday,Beckert,Williams,Hickman,Santo,Cardenal,Hundley,Kessinger,pitcher
22,Monday,Beckert,Williams,Pepitone,Santo,Cardenal,Hundley,Kessinger,pitcher
23,Hiser,Popovich,Williams,Pepitone,Santo,Cardenal,Rudolph,Kessinger,pitcher
24,Monday,Beckert,Williams,Pepitone,Santo,Cardenal,Rudolph,Kessinger,pitcher
25,James,Beckert,Cardenal,Hickman,Santo,Pepitone,Hundley,Kessinger,pitcher
26,Monday,Beckert,Williams,Pepitone,Santo,Cardenal,Hundley,Kessinger,pitcher
27,Hiser,Popovich,Williams,Pepitone,Cardenal,Fanzone,Rudolph,Kessinger,pitcher
28,Hiser,Beckert,Williams,Pepitone,Cardenal,Fanzone,Hundley,Kessinger,pitcher
29,Monday,Beckert,Cardenal,Hickman,Santo,James,Rudolph,Kessinger,pitcher
30,Monday,Beckert,Williams,Pepitone,Santo,Hiser,Hundley,Kessinger,pitcher
31,Monday,Beckert,Williams,Pepitone,Santo,Cardenal,Hundley,Kessinger,pitcher
32,Monday,Beckert,Williams,Pepitone,Santo,Cardenal,Rudolph,Kessinger,pitcher
33,Monday,Beckert,Cardenal,Hickman,Santo,Fanzone,Hundley,Kessinger,pitcher
34,Monday,Popovich,Williams,Hickman,Santo,Cardenal,Rudolph,Kessinger,pitcher
35,Monday,Beckert,Williams,Cardenal,Santo,Hickman,Hundley,Kessinger,pitcher
36,Monday,Beckert,Williams,Pepitone,Santo,Cardenal,Rudolph,Kessinger,pitcher
37,Monday,Beckert,Williams,Pepitone,Santo,Cardenal,Hundley,Popovich,pitcher
38,Monday,Beckert,Williams,Pepitone,Santo,Cardenal,Hundley,Kessinger,pitcher
39,Monday,Beckert,Williams,Hickman,Cardenal,Fanzone,Rudolph,Kessinger,pitcher
40,Monday,Kessinger,Williams,Santo,Bourque,Cardenal,Hundley,Popovich,pitcher
41,Monday,Beckert,Williams,Santo,Bourque,Cardenal,Hundley,Kessinger,pitcher
42,Monday,Beckert,Williams,Hickman,Santo,Cardenal,Rudolph,Kessinger,pitcher
