number,one,two,three,four,five,six,seven,eight,nine
1,Wade,Baker,Baumholtz,Sauer,Jackson,Banks,Fondy,Chiti,pitcher
2,Wade,Baker,Baumholtz,Sauer,Jackson,Banks,Fondy,Chiti,pitcher
3,Wade,Baker,Baumholtz,Sauer,Jackson,Banks,Fondy,Chiti,pitcher
4,Bolger,Baker,Baumholtz,Sauer,Jackson,Banks,Fondy,Chiti,pitcher
5,Merriman,Baker,Baumholtz,Sauer,Jackson,Banks,Fondy,Chiti,pitcher
6,Merriman,Baker,Baumholtz,Sauer,Banks,Morgan,Fondy,Chiti,pitcher
7,Merriman,Baker,Baumholtz,Sauer,Banks,Fondy,Miksis,Chiti,pitcher
8,Merriman,Baker,Baumholtz,Sauer,Banks,Fondy,Miksis,Chiti,pitcher
9,Merriman,Baker,Baumholtz,Sauer,Banks,Fondy,Miksis,Chiti,pitcher
10,Merriman,Baker,Baumholtz,Sauer,Banks,Fondy,Miksis,Chiti,pitcher
11,Bolger,Baker,Baumholtz,Sauer,Banks,Fondy,Miksis,Chiti,pitcher
12,Merriman,Baker,Baumholtz,Sauer,Banks,Fondy,Miksis,Fanning,pitcher
13,Merriman,Baker,Baumholtz,Sauer,Banks,Fondy,Miksis,Chiti,pitcher
14,Merriman,Baker,Baumholtz,Sauer,Banks,Fondy,Miksis,Chiti,pitcher
15,Merriman,Baker,Baumholtz,Sauer,Jackson,Banks,Fondy,Fanning,pitcher
16,Bolger,Fondy,Miksis,Sauer,Jackson,Banks,Cooper,Baker,pitcher
17,Bolger,Fondy,Miksis,Sauer,Jackson,Banks,Chiti,Baker,pitcher
18,Bolger,Fondy,Miksis,Jackson,Speake,Banks,Chiti,Baker,pitcher
19,Bolger,Fondy,Miksis,Jackson,Speake,Banks,Chiti,Baker,pitcher
20,Bolger,Fondy,Miksis,Jackson,Speake,Banks,McCullough,Baker,pitcher
21,Bolger,Fondy,Miksis,Jackson,Speake,Banks,Chiti,Baker,pitcher
22,Bolger,Fondy,Miksis,Sauer,Jackson,Banks,Chiti,Baker,pitcher
23,Bolger,Baker,Miksis,Jackson,Speake,Banks,Fondy,Chiti,pitcher
24,Bolger,Baker,Miksis,Jackson,Speake,Banks,Fondy,McCullough,pitcher
25,Bolger,Baker,Miksis,Jackson,Speake,Banks,Fondy,Chiti,pitcher
26,Bolger,Baker,Miksis,Jackson,Speake,Banks,Fondy,Chiti,pitcher
27,Miksis,Baker,Speake,Jackson,Tappe,Banks,Fondy,Chiti,pitcher
28,Miksis,Baker,Speake,Jackson,Tappe,Banks,Fondy,McCullough,pitcher
29,Miksis,Baker,Jackson,Sauer,Banks,Fondy,Chiti,Bolger,pitcher
30,Miksis,Baker,Speake,Jackson,Tappe,Banks,Fondy,Chiti,pitcher
31,Miksis,Baker,Speake,Jackson,Tappe,Banks,Fondy,Chiti,pitcher
32,Miksis,Baker,Jackson,Sauer,Banks,Fondy,McCullough,Bolger,pitcher
33,Miksis,Baker,Speake,Jackson,Tappe,Banks,Fondy,Chiti,pitcher
34,Miksis,Baker,Speake,Jackson,Tappe,Banks,Fondy,Chiti,pitcher
35,Miksis,Baker,Jackson,Sauer,Banks,Fondy,Chiti,Bolger,pitcher
36,Miksis,Baker,Speake,Jackson,Tappe,Banks,Fondy,McCullough,pitcher
37,Miksis,Baker,Speake,Jackson,Tappe,Banks,Fondy,Chiti,pitcher
38,Miksis,Baker,Speake,Jackson,Tappe,Banks,Fondy,Chiti,pitcher
39,Miksis,Baker,Speake,Jackson,Tappe,Banks,Fondy,Chiti,pitcher
40,Miksis,Baker,Speake,Jackson,Tappe,Banks,Fondy,McCullough,pitcher
41,Miksis,Baker,Speake,Jackson,Tappe,Banks,Fondy,Chiti,pitcher
42,Miksis,Baker,Speake,Jackson,Tappe,Banks,Fondy,Chiti,pitcher
43,Miksis,Baker,Speake,Jackson,King,Banks,Fondy,Chiti,pitcher
44,Miksis,Baker,Speake,Jackson,King,Banks,Fondy,Chiti,pitcher
45,Miksis,Baker,Speake,Jackson,King,Banks,Fondy,Chiti,pitcher
46,Miksis,Baker,Jackson,Sauer,Banks,Cooper,Speake,Bolger,pitcher
47,Miksis,Baker,Speake,Jackson,King,Banks,Fondy,Chiti,pitcher
48,Miksis,Baker,Speake,Jackson,King,Banks,Fondy,Cooper,pitcher
49,Miksis,Baker,Speake,Jackson,King,Banks,Fondy,Chiti,pitcher
50,Miksis,Baker,Speake,Jackson,King,Banks,Fondy,McCullough,pitcher
51,Miksis,Baker,Speake,Jackson,King,Banks,Fondy,Chiti,pitcher
52,Miksis,Baker,Speake,Jackson,King,Banks,Fondy,Chiti,pitcher
53,Miksis,Baker,Speake,Jackson,King,Banks,Fondy,Cooper,pitcher
54,Miksis,Baker,Speake,Jackson,King,Banks,Fondy,McCullough,pitcher
