year_ID,player_ID,name_common,age,team_ID,lg_ID,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,TB,GIDP,HBP,SH,SF,IBB,pos_summary
1884,akejo01,John Ake,22,BAL,AA,13,53,52,1,10,0,1,0,2,,,0,,.192,.208,.231,.438,40,12,,1,,,,/5O6
1884,albergu01,Gus Alberts,23,TOT,MLB,6,25,21,5,5,0,0,0,,,,4,,.238,.360,.238,.598,106,5,,0,,,,/6
1884,albergu01,Gus Alberts,23,PIT,AA,2,5,5,1,1,0,0,0,,,,0,,.200,.200,.200,.400,32,1,,0,,,,/6
1884,albergu01,Gus Alberts,23,WHS,UA,4,20,16,4,4,0,0,0,,,,4,,.250,.400,.250,.650,125,4,,,,,,/6
1884,alexani01,Nin Alexander,25,TOT,MLB,20,70,69,2,9,0,0,0,,,,1,,.130,.143,.130,.273,-3,9,,0,,,,2/O6
1884,alexani01,Nin Alexander,25,KCC,UA,19,66,65,2,9,0,0,0,,,,1,,.138,.152,.138,.290,3,9,,,,,,2/O6
1884,alexani01,Nin Alexander,25,STL,AA,1,4,4,0,0,0,0,0,,,,0,,.000,.000,.000,.000,-100,0,,0,,,,/2O
1884,allenhe01,Hezekiah Allen,21,PHI,NL,1,3,3,0,2,0,0,0,0,,,0,0,.667,.667,.667,1.333,333,2,,,,,,/2
1884,andreed01,Ed Andrews,25,PHI,NL,109,429,420,74,93,21,2,0,23,,,9,42,.221,.238,.281,.519,67,118,,,,,,*4
1884,andrewa01,Wally Andrews,24,LOU,AA,14,53,49,10,10,5,1,0,8,,,4,,.204,.264,.347,.611,101,17,,0,,,,/35O6
1884,andrufr01,Fred Andrus,33,CHC,NL,1,6,5,3,1,0,0,0,0,,,1,0,.200,.333,.200,.533,67,1,,,,,,/1
1884,annisbi01,Bill Annis,27,BSN,NL,27,96,96,17,17,2,0,0,3,,,0,8,.177,.177,.198,.375,18,19,,,,,,O
1884,ansonca01,Cap Anson,32,CHC,NL,112,504,475,108,159,30,3,21,102,,,29,13,.335,.373,.543,.916,177,258,,,,,,*3/216
1884,ardnejo01,Joe Ardner,26,CLV,NL,26,93,92,6,16,1,1,0,4,,,1,24,.174,.183,.207,.389,21,19,,,,,,4/5
1884,arundha01,Harry Arundel,29,PRO,NL,1,4,3,2,1,0,0,0,1,,,1,1,.333,.500,.333,.833,170,1,,,,,,/1
1884,arundtu01,Tug Arundel,22,TOL,AA,15,50,47,6,4,0,0,0,,,,3,,.085,.140,.085,.225,-26,4,,0,,,,2
1884,atkinal01,Al Atkinson,23,TOT,MLB,49,186,180,20,34,4,1,0,,,,5,,.189,.215,.222,.437,42,40,,1,,,,1/O
1884,atkinal01,Al Atkinson,23,TOT,UA,27,98,97,7,18,1,0,0,,,,1,,.186,.194,.196,.390,30,19,,,,,,1/O
1884,atkinal01,Al Atkinson,23,PHA,AA,22,88,83,13,16,3,1,0,,,,4,,.193,.239,.253,.492,56,21,,1,,,,1/O
1884,atkinal01,Al Atkinson,23,CPI,UA,19,68,68,4,14,0,0,0,,,,0,,.206,.206,.206,.412,39,14,,,,,,1/O
1884,atkinal01,Al Atkinson,23,BLU,UA,8,30,29,3,4,1,0,0,,,,1,,.138,.167,.172,.339,9,5,,,,,,/1
1884,aydelja01,Jake Aydelott,22,IND,AA,12,46,44,1,5,1,0,0,,,,2,,.114,.152,.136,.289,-4,6,,0,,,,1/O
1884,begleed01,Ed Bagley,20,NYG,NL,33,129,121,12,22,4,0,0,8,,,8,31,.182,.233,.215,.447,40,26,,,,,,1/O
1884,bahrefr01,Frank Bahret,26,BLU,UA,2,8,8,0,0,0,0,0,,,,0,,.000,.000,.000,.000,-100,0,,,,,,/O
1884,bakerch01,Charlie Baker,28,CPI,UA,15,57,57,5,8,2,0,1,,,,0,,.140,.140,.228,.368,22,13,,,,,,O/64
1884,bakerge01,George Baker,26,SLM,UA,80,322,317,39,52,6,0,0,,,,5,,.164,.177,.183,.360,21,58,,,,,,2/4O56
1884,bakerph01,Phil Baker,27,WHS,UA,86,382,371,75,107,12,5,1,,,,11,,.288,.309,.356,.665,125,132,,,,,,3O2
1884,bakelje01,Jersey Bakley,20,TOT,UA,53,205,192,24,25,5,2,0,,,,13,,.130,.185,.177,.362,27,34,,,,,,1/O36
1884,bakelje01,Jersey Bakley,20,PHK,UA,45,178,167,21,22,4,2,0,,,,11,,.132,.185,.180,.365,28,30,,,,,,1/3O6
1884,bakelje01,Jersey Bakley,20,WIL,UA,2,6,5,0,0,0,0,0,,,,1,,.000,.167,.000,.167,-40,0,,,,,,/1
1884,bakelje01,Jersey Bakley,20,KCC,UA,6,21,20,3,3,1,0,0,,,,1,,.150,.190,.200,.390,38,4,,,,,,/1O
1884,baldwki01,Kid Baldwin,19,TOT,UA,51,196,192,19,38,6,3,0,,,,4,,.198,.214,.260,.475,67,50,,,,,,2O/45
1884,baldwki01,Kid Baldwin,19,KCC,UA,50,195,191,19,37,6,3,0,,,,4,,.194,.210,.257,.467,64,49,,,,,,2O/45
1884,baldwki01,Kid Baldwin,19,CPI,UA,1,1,1,0,1,0,0,0,,,,0,,1.000,1.000,1.000,2.000,575,1,,,,,,/2
1884,baldwla01,Lady Baldwin,25,MIL,UA,7,27,27,6,6,3,0,0,,,,0,,.222,.222,.333,.556,127,9,,,,,,/O1
1884,barbech01,Charlie Barber,30,COR,UA,55,215,204,38,41,1,4,0,,,,11,,.201,.242,.245,.487,57,50,,,,,,5
1884,barklsa01,Sam Barkley,26,TOL,AA,104,459,435,71,133,39,9,1,,,,22,,.306,.342,.444,.786,151,193,,2,,,,*4/2
1884,barnebi01,Bill Barnes,26,STP,UA,8,30,30,2,6,1,0,0,,,,0,,.200,.200,.233,.433,79,7,,,,,,/O
1884,barrbo01,Bob Barr,27,TOT,AA,57,209,200,21,32,6,3,2,,,,7,,.160,.196,.250,.446,50,50,,2,,,,1/O3
1884,barrbo01,Bob Barr,27,WAS,AA,39,141,135,15,20,3,1,2,,,,4,,.148,.184,.230,.414,41,31,,2,,,,1/O3
1884,barrbo01,Bob Barr,27,IND,AA,18,68,65,6,12,3,2,0,,,,3,,.185,.221,.292,.513,69,19,,0,,,,1/O
1884,barrema01,Marty Barrett,23,TOT,MLB,8,20,19,1,1,1,0,0,0,,,1,,.053,.100,.105,.205,-33,2,,0,,,,/2O
1884,barrema01,Marty Barrett,23,BSN,NL,3,6,6,0,0,0,0,0,0,,,0,4,.000,.000,.000,.000,-100,0,,,,,,/2
1884,barrema01,Marty Barrett,23,IND,AA,5,14,13,1,1,1,0,0,,,,1,,.077,.143,.154,.297,-2,2,,0,,,,/2O
1884,bassech01,Charley Bassett,21,PRO,NL,27,83,79,10,11,2,1,0,6,,,4,15,.139,.181,.190,.371,18,15,,,,,,5/6O4
1884,bastich01,Charlie Bastian,26,TOT,UA,28,113,106,12,21,4,3,3,,,,7,,.198,.248,.377,.625,110,40,,,,,,4/16
1884,bastich01,Charlie Bastian,26,WIL,UA,17,63,60,6,12,1,3,2,,,,3,,.200,.238,.417,.655,113,25,,,,,,4/16
1884,bastich01,Charlie Bastian,26,KCC,UA,11,50,46,6,9,3,0,1,,,,4,,.196,.260,.326,.586,106,15,,,,,,4
1884,battijo01,Joe Battin,30,TOT,MLB,78,290,286,21,47,4,2,0,,,,3,,.164,.176,.192,.368,21,55,,1,,,,*5
1884,battijo01,Joe Battin,30,TOT,UA,35,128,128,11,19,3,0,0,,,,0,,.148,.148,.172,.320,5,22,,,,,,5
1884,battijo01,Joe Battin,30,PIT,AA,43,162,158,10,28,1,2,0,,,,3,,.177,.198,.209,.406,34,33,,1,,,,5
1884,battijo01,Joe Battin,30,CPI,UA,18,69,69,8,13,2,0,0,,,,0,,.188,.188,.217,.406,36,15,,,,,,5
1884,battijo01,Joe Battin,30,BLU,UA,17,59,59,3,6,1,0,0,,,,0,,.102,.102,.119,.220,-29,7,,,,,,5
1884,baueral01,Al Bauer,24,COL,AA,3,11,11,2,3,0,0,0,,,,0,,.273,.273,.273,.545,84,3,,0,,,,/1
1884,beachja01,Jack Beach,22,WAS,AA,8,31,31,3,3,2,0,0,,,,0,,.097,.097,.161,.258,-13,5,,0,,,,/O
1884,beatlda01,Dave Beadle,20,DTN,NL,1,3,3,0,0,0,0,0,0,,,0,2,.000,.000,.000,.000,-100,0,,,,,,/2O
1884,becanbu01,Buck Becannon,24,NYP,AA,1,3,3,0,0,0,0,0,,,,0,,.000,.000,.000,.000,-100,0,,0,,,,/1
1884,beckfr01,Frank Beck,25,TOT,MLB,8,32,32,2,6,2,0,0,,,,0,,.188,.188,.250,.438,41,8,,0,,,,/1O
1884,beckfr01,Frank Beck,25,PIT,AA,3,12,12,1,4,1,0,0,,,,0,,.333,.333,.417,.750,146,5,,0,,,,/1
1884,beckfr01,Frank Beck,25,BLU,UA,5,20,20,1,2,1,0,0,,,,0,,.100,.100,.150,.250,-21,3,,,,,,/O1
1884,behelst01,Steve Behel,23,MIL,UA,9,36,33,5,8,1,0,0,,,,3,,.242,.306,.273,.578,141,9,,,,,,/O
1884,benneik01,Ike Benners,28,TOT,MLB,55,221,211,25,39,11,5,1,,,,8,,.185,.222,.299,.520,68,63,,2,,,,*O
1884,benneik01,Ike Benners,28,BRO,AA,49,198,189,25,38,11,5,1,,,,7,,.201,.237,.328,.565,82,62,,2,,,,O
1884,benneik01,Ike Benners,28,WIL,UA,6,23,22,0,1,0,0,0,,,,1,,.045,.087,.045,.132,-55,1,,,,,,/O
1884,bennech01,Charlie Bennett,29,DTN,NL,90,377,341,37,90,18,6,3,40,,,36,40,.264,.334,.378,.713,131,129,,,,,,*2/O6345
1884,berkefr01,Frank Berkelbach,30,CIN,AA,6,27,25,3,6,0,1,0,3,,,0,,.240,.296,.320,.616,97,8,,2,,,,/O
1884,berrych01,Charlie Berry,23,TOT,UA,43,171,170,21,38,8,1,1,,,,1,,.224,.228,.300,.528,82,51,,,,,,4/O5
1884,berrych01,Charlie Berry,23,ALT,UA,7,25,25,2,6,0,0,0,,,,0,,.240,.240,.240,.480,61,6,,,,,,/4
1884,berrych01,Charlie Berry,23,KCC,UA,29,119,118,15,29,6,1,1,,,,1,,.246,.252,.339,.591,107,40,,,,,,4/O5
1884,berrych01,Charlie Berry,23,CPI,UA,7,27,27,4,3,2,0,0,,,,0,,.111,.111,.185,.296,-2,5,,,,,,/4
1884,bignege01,George Bignell,25,MIL,UA,4,10,9,4,2,0,0,0,,,,1,,.222,.300,.222,.522,119,2,,,,,,/2
