year,number,one,two,three,four,five,six,seven,eight,nine
1919,118,Flack,Hollocher,Herzog,Robertson,Merkle,Barber,Deal,Killefer,pitcher
1919,119,Flack,Hollocher,Herzog,Merkle,Magee,Deal,Paskert,Killefer,pitcher
1919,120,Flack,Hollocher,Herzog,Merkle,Deal,Magee,Paskert,Killefer,pitcher
1919,121,Flack,Hollocher,Herzog,Robertson,Merkle,Barber,Magee,Killefer,pitcher
1919,122,McCabe,Hollocher,Herzog,Robertson,Merkle,Barber,Magee,Daly,pitcher
1919,123,McCabe,Hollocher,Herzog,Merkle,Barber,Magee,Paskert,Killefer,pitcher
1919,124,McCabe,Hollocher,Herzog,Merkle,Deal,Magee,Paskert,Killefer,pitcher
1919,125,McCabe,Hollocher,Herzog,Robertson,Merkle,Barber,Magee,Killefer,pitcher
1919,126,McCabe,Hollocher,Herzog,Merkle,Barber,Magee,Paskert,O'Farrell,pitcher
1919,127,McCabe,Hollocher,Herzog,Merkle,Barber,Magee,Paskert,Killefer,pitcher
1919,128,McCabe,Hollocher,Herzog,Merkle,Barber,Magee,Paskert,Killefer,pitcher
1919,129,McCabe,Hollocher,Herzog,Merkle,Barber,Magee,Paskert,Killefer,pitcher
1919,130,McCabe,Hollocher,Herzog,Merkle,Barber,Magee,Paskert,Killefer,pitcher
1919,131,McCabe,Hollocher,Herzog,Merkle,Barber,Deal,Robertson,Killefer,pitcher
1919,132,McCabe,Hollocher,Herzog,Merkle,Barber,Deal,Robertson,O'Farrell,pitcher
1919,133,McCabe,Hollocher,Herzog,Merkle,Barber,Deal,Robertson,Killefer,pitcher
1919,134,McCabe,Hollocher,Herzog,Merkle,Barber,Deal,Robertson,O'Farrell,pitcher
1919,135,McCabe,Hollocher,Herzog,Merkle,Barber,Deal,Robertson,Killefer,pitcher
1919,136,McCabe,Hollocher,Herzog,Barber,Magee,Lear,Friberg,O'Farrell,pitcher
1919,137,McCabe,Hollocher,Lear,Merkle,Barber,Deal,Friberg,O'Farrell,pitcher
1919,138,McCabe,Hollocher,Lear,Merkle,Robertson,Deal,Friberg,Killefer,pitcher
1919,139,McCabe,Hollocher,Herzog,Barber,Deal,Lear,Friberg,O'Farrell,pitcher
1919,140,Magee,Hollocher,Herzog,Merkle,Barber,Deal,Robertson,Killefer,pitcher
1920,1,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Twombly,Killefer,pitcher
1920,2,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
1920,3,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
1920,4,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
1920,5,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Friberg,Killefer,pitcher
1920,6,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Friberg,Killefer,pitcher
1920,7,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
1920,8,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
1920,9,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
1920,10,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
1920,11,Flack,Hollocher,Herzog,Merkle,Paskert,Deal,Friberg,Killefer,pitcher
1920,12,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
1920,13,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
1920,14,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Friberg,Killefer,pitcher
1920,15,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
1920,16,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
1920,17,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,O'Farrell,pitcher
1920,18,Flack,Hollocher,Robertson,Merkle,Barber,Deal,Terry,O'Farrell,pitcher
1920,19,Flack,Hollocher,Friberg,Merkle,Paskert,Deal,Terry,O'Farrell,pitcher
1920,20,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
1920,21,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
1920,22,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,O'Farrell,pitcher
1920,23,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
1920,24,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,O'Farrell,pitcher
1920,25,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
1920,26,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
1920,27,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
1920,28,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
1920,29,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
1920,30,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
1920,31,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,O'Farrell,pitcher
1920,32,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,O'Farrell,pitcher
1920,33,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
1920,34,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
1920,35,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
1920,36,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
1920,37,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,O'Farrell,pitcher
1920,38,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,O'Farrell,pitcher
1920,39,Flack,Hollocher,Paskert,Barber,Merkle,Deal,Terry,Killefer,pitcher
1920,40,Twombly,Hollocher,Paskert,Barber,Merkle,Deal,Terry,Killefer,pitcher
1920,41,Friberg,Hollocher,Paskert,Barber,Merkle,Deal,Terry,Killefer,pitcher
1920,42,Twombly,Hollocher,Robertson,Barber,Merkle,Deal,Terry,Killefer,pitcher
1920,43,Flack,Hollocher,Barber,Robertson,Merkle,Deal,Terry,Killefer,pitcher
1920,44,Flack,Hollocher,Barber,Robertson,Merkle,Deal,Terry,O'Farrell,pitcher
1920,45,Flack,Hollocher,Terry,Robertson,Merkle,Deal,Barber,O'Farrell,pitcher
1920,46,Flack,Herzog,Terry,Robertson,Merkle,Deal,Barber,O'Farrell,pitcher
1920,47,Flack,Terry,Robertson,Merkle,Deal,Barber,O'Farrell,Friberg,pitcher
1920,48,Flack,Hollocher,Terry,Robertson,Merkle,Deal,Barber,O'Farrell,pitcher
1920,49,Flack,Hollocher,Terry,Twombly,Merkle,Paskert,Deal,O'Farrell,pitcher
1920,50,Flack,Hollocher,Terry,Twombly,Merkle,Deal,O'Farrell,Friberg,pitcher
1920,51,Flack,Hollocher,Terry,Twombly,Merkle,Deal,O'Farrell,Paskert,pitcher
1920,52,Flack,Hollocher,Terry,Twombly,Merkle,Deal,O'Farrell,Paskert,pitcher
1920,53,Flack,Hollocher,Terry,Robertson,Merkle,Deal,O'Farrell,Paskert,pitcher
1920,54,Flack,Hollocher,Terry,Robertson,Merkle,O'Farrell,Herzog,Paskert,pitcher
1920,55,Flack,Hollocher,Terry,Robertson,Merkle,O'Farrell,Herzog,Paskert,pitcher
1920,56,Flack,Hollocher,Terry,Robertson,Merkle,O'Farrell,Herzog,Paskert,pitcher
1920,57,Flack,Hollocher,Terry,Robertson,Merkle,O'Farrell,Herzog,Paskert,pitcher
1920,58,Flack,Hollocher,Terry,Robertson,Merkle,O'Farrell,Herzog,Paskert,pitcher
1920,59,Flack,Hollocher,Terry,Merkle,Barber,O'Farrell,Herzog,Paskert,pitcher
1920,60,Flack,Hollocher,Terry,Robertson,Merkle,O'Farrell,Herzog,Paskert,pitcher
1920,61,Flack,Hollocher,Terry,Robertson,Merkle,O'Farrell,Herzog,Paskert,pitcher
1920,62,Flack,Hollocher,Terry,Robertson,Merkle,Paskert,Herzog,Daly,pitcher
1920,63,Flack,Hollocher,Terry,Robertson,Merkle,O'Farrell,Herzog,Paskert,pitcher
1920,64,Flack,Hollocher,Terry,Robertson,Merkle,Paskert,Herzog,Daly,pitcher
1920,65,Flack,Hollocher,Terry,Robertson,Merkle,Paskert,Herzog,O'Farrell,pitcher
1920,66,Flack,Hollocher,Terry,Robertson,Merkle,Paskert,Herzog,O'Farrell,pitcher
1920,67,Twombly,Hollocher,Terry,Robertson,Merkle,Barber,Herzog,Daly,pitcher
1920,68,Flack,Hollocher,Terry,Robertson,Merkle,Paskert,Herzog,Killefer,pitcher
1920,69,Twombly,Hollocher,Terry,Robertson,Barber,Paskert,Herzog,O'Farrell,pitcher
1920,70,Twombly,Hollocher,Terry,Robertson,Barber,Paskert,Herzog,O'Farrell,pitcher
1920,71,Twombly,Hollocher,Terry,Robertson,Barber,Paskert,Herzog,Killefer,pitcher
1920,72,Twombly,Hollocher,Terry,Robertson,Barber,Paskert,Herzog,O'Farrell,pitcher
1920,73,Twombly,Hollocher,Terry,Robertson,Barber,Paskert,Herzog,Killefer,pitcher
1920,74,Twombly,Hollocher,Terry,Robertson,Barber,Paskert,Herzog,Killefer,pitcher
1920,75,Twombly,Hollocher,Terry,Robertson,Barber,Paskert,Herzog,Killefer,pitcher
1920,76,Twombly,Hollocher,Terry,Merkle,Robertson,Paskert,Herzog,O'Farrell,pitcher
1920,77,Twombly,Hollocher,Terry,Merkle,Robertson,Paskert,Herzog,Killefer,pitcher
1920,78,Twombly,Hollocher,Terry,Merkle,Robertson,Paskert,Herzog,O'Farrell,pitcher
1920,79,Twombly,Hollocher,Terry,Merkle,Robertson,Paskert,Herzog,Killefer,pitcher
1920,80,Twombly,Hollocher,Terry,Merkle,Robertson,Paskert,Deal,Killefer,pitcher
1920,81,Twombly,Terry,Robertson,Barber,Paskert,Deal,Friberg,Killefer,pitcher
1920,82,Twombly,Terry,Robertson,Barber,Paskert,Deal,Friberg,Daly,pitcher
1920,83,Twombly,Terry,Merkle,Robertson,Paskert,Deal,Friberg,Killefer,pitcher
1920,84,Twombly,Terry,Merkle,Robertson,Paskert,Deal,Friberg,Killefer,pitcher
1920,85,Flack,Herzog,Terry,Merkle,Robertson,Paskert,Deal,Killefer,pitcher
1920,86,Flack,Herzog,Terry,Merkle,Robertson,Twombly,Deal,Daly,pitcher
1920,87,Flack,Herzog,Terry,Merkle,Robertson,Twombly,Deal,Daly,pitcher
1920,88,Flack,Herzog,Terry,Merkle,Robertson,Twombly,Deal,Killefer,pitcher
1920,89,Flack,Herzog,Terry,Merkle,Robertson,Paskert,Deal,Killefer,pitcher
1920,90,Flack,Herzog,Terry,Merkle,Robertson,Paskert,Deal,Daly,pitcher
1920,91,Flack,Herzog,Terry,Barber,Robertson,Paskert,Deal,Daly,pitcher
1920,92,Flack,Hollocher,Terry,Barber,Robertson,Twombly,Deal,Killefer,pitcher
1920,93,Flack,Hollocher,Terry,Merkle,Paskert,Deal,Friberg,Killefer,pitcher
1920,94,Flack,Herzog,Terry,Barber,Robertson,Paskert,Deal,Daly,pitcher
1920,95,Flack,Herzog,Terry,Barber,Robertson,Paskert,Deal,Killefer,pitcher
1920,96,Flack,Herzog,Terry,Barber,Robertson,Paskert,Deal,Daly,pitcher
1920,97,Flack,Herzog,Terry,Barber,Robertson,Twombly,Deal,Killefer,pitcher
1920,98,Flack,Herzog,Terry,Barber,Robertson,Twombly,Deal,Killefer,pitcher
1920,99,Flack,Herzog,Terry,Barber,Robertson,Paskert,Deal,Killefer,pitcher
1920,100,Flack,Herzog,Terry,Barber,Paskert,Robertson,Deal,Killefer,pitcher
1920,101,Flack,Herzog,Terry,Merkle,Paskert,Deal,Friberg,Killefer,pitcher
1920,102,Flack,Herzog,Terry,Barber,Paskert,Robertson,Deal,Killefer,pitcher
1920,103,Flack,Herzog,Terry,Barber,Paskert,Robertson,Deal,Daly,pitcher
1920,104,Flack,Herzog,Terry,Merkle,Paskert,Deal,Friberg,Killefer,pitcher
1920,105,Flack,Herzog,Terry,Barber,Paskert,Twombly,Deal,Daly,pitcher
1920,106,Flack,Herzog,Terry,Merkle,Paskert,Deal,Friberg,Killefer,pitcher
1920,107,Flack,Herzog,Terry,Barber,Paskert,Robertson,Deal,Killefer,pitcher
1920,108,Flack,Twombly,Terry,Merkle,Paskert,Deal,Herzog,Killefer,pitcher
1920,109,Flack,Twombly,Terry,Merkle,Paskert,Deal,Herzog,Daly,pitcher
1920,110,Flack,Twombly,Terry,Merkle,Paskert,Deal,Herzog,O'Farrell,pitcher
1920,111,Flack,Herzog,Terry,Merkle,Paskert,Deal,Friberg,Daly,pitcher
1920,112,Flack,Herzog,Terry,Merkle,Paskert,Deal,Friberg,O'Farrell,pitcher
1920,113,Flack,Terry,Robertson,Merkle,Paskert,Deal,Friberg,O'Farrell,pitcher
1920,114,Flack,Terry,Robertson,Merkle,Paskert,Deal,Herzog,O'Farrell,pitcher
1920,115,Flack,Terry,Robertson,Merkle,Paskert,Deal,Herzog,Daly,pitcher
1920,116,Flack,Terry,Robertson,Merkle,Paskert,Deal,Friberg,O'Farrell,pitcher
1920,117,Flack,Terry,Robertson,Merkle,Paskert,Deal,Friberg,Daly,pitcher
1920,118,Flack,Terry,Robertson,Merkle,Paskert,Deal,Friberg,O'Farrell,pitcher
1920,119,Flack,Terry,Robertson,Merkle,Paskert,Deal,Herzog,O'Farrell,pitcher
1920,120,Flack,Terry,Robertson,Merkle,Paskert,Deal,Herzog,O'Farrell,pitcher
1920,121,Flack,Terry,Robertson,Merkle,Paskert,Deal,Herzog,O'Farrell,pitcher
1920,122,Flack,Terry,Robertson,Merkle,Paskert,Deal,Herzog,O'Farrell,pitcher
1920,123,Flack,Terry,Robertson,Merkle,Paskert,Deal,Herzog,O'Farrell,pitcher
1920,124,Flack,Terry,Robertson,Merkle,Paskert,Deal,Herzog,O'Farrell,pitcher
1920,125,Flack,Terry,Robertson,Merkle,Paskert,Deal,Herzog,O'Farrell,pitcher
1920,126,Flack,Terry,Robertson,Merkle,Paskert,Deal,Herzog,O'Farrell,pitcher
1920,127,Flack,Terry,Robertson,Barber,Paskert,Deal,Herzog,O'Farrell,pitcher
1920,128,Flack,Terry,Robertson,Merkle,Paskert,Deal,Friberg,O'Farrell,pitcher
1920,129,Flack,Terry,Robertson,Merkle,Paskert,Deal,Friberg,O'Farrell,pitcher
1920,130,Flack,Terry,Robertson,Merkle,Paskert,Deal,Friberg,O'Farrell,pitcher
1920,131,Flack,Terry,Robertson,Merkle,Paskert,Deal,Friberg,O'Farrell,pitcher
1920,132,Flack,Terry,Robertson,Merkle,Paskert,Deal,Friberg,O'Farrell,pitcher
1920,133,Flack,Terry,Robertson,Barber,Paskert,Deal,Friberg,O'Farrell,pitcher
1920,134,Flack,Terry,Robertson,Barber,Paskert,O'Farrell,Deal,Friberg,pitcher
1920,135,Flack,Terry,Robertson,Merkle,Paskert,Barber,O'Farrell,Deal,pitcher
1920,136,Flack,Terry,Robertson,Merkle,Paskert,O'Farrell,Deal,Friberg,pitcher
1920,137,Flack,Terry,Robertson,Merkle,Paskert,O'Farrell,Deal,Friberg,pitcher
1920,138,Flack,Terry,Robertson,Merkle,Paskert,O'Farrell,Deal,Friberg,pitcher
1920,139,Flack,Terry,Robertson,Merkle,Paskert,O'Farrell,Deal,Friberg,pitcher
1920,140,Flack,Leathers,Robertson,Merkle,Paskert,O'Farrell,Deal,Friberg,pitcher
1920,141,Flack,Terry,Robertson,Merkle,Paskert,O'Farrell,Deal,Friberg,pitcher
1920,142,Flack,Terry,Robertson,Merkle,Paskert,O'Farrell,Deal,Marriott,pitcher
1920,143,Flack,Terry,Robertson,Merkle,Paskert,O'Farrell,Deal,Marriott,pitcher
1920,144,Flack,Terry,Robertson,Barber,Paskert,O'Farrell,Deal,Marriott,pitcher
1920,145,Flack,Terry,Robertson,Barber,Twombly,Daly,Deal,Marriott,pitcher
1920,146,Flack,Leathers,Robertson,Barber,Paskert,O'Farrell,Deal,Marriott,pitcher
1920,147,Flack,Leathers,Robertson,Barber,Paskert,O'Farrell,Deal,Marriott,pitcher
1920,148,Flack,Terry,Robertson,Barber,Paskert,O'Farrell,Deal,Marriott,pitcher
1920,149,Flack,Leathers,Robertson,Barber,Paskert,Deal,Marriott,Daly,pitcher
1920,150,Flack,Terry,Robertson,Barber,Paskert,O'Farrell,Deal,Marriott,pitcher
1920,151,Twombly,Terry,Robertson,Barber,Paskert,O'Farrell,Deal,Marriott,pitcher
1920,152,Twombly,Terry,Barber,Merkle,Paskert,O'Farrell,Deal,Marriott,pitcher
1920,153,Twombly,Terry,Robertson,Merkle,Paskert,O'Farrell,Deal,Marriott,pitcher
1920,154,Twombly,Terry,Robertson,Barber,Paskert,O'Farrell,Deal,Marriott,pitcher
1921,1,Flack,Hollocher,Terry,Grimes,Maisel,Barber,Deal,O'Farrell,pitcher
1921,2,Flack,Hollocher,Terry,Grimes,Maisel,Barber,Deal,O'Farrell,pitcher
1921,3,Flack,Hollocher,Terry,Grimes,Maisel,Barber,Deal,O'Farrell,pitcher
1921,4,Flack,Hollocher,Terry,Grimes,Maisel,Barber,Deal,O'Farrell,pitcher
1921,5,Flack,Hollocher,Terry,Grimes,Maisel,Barber,Deal,O'Farrell,pitcher
1921,6,Flack,Hollocher,Terry,Grimes,Maisel,Barber,Deal,O'Farrell,pitcher
1921,7,Flack,Hollocher,Terry,Grimes,Maisel,Barber,Deal,O'Farrell,pitcher
1921,8,Flack,Hollocher,Terry,Grimes,Maisel,Barber,Deal,O'Farrell,pitcher
1921,9,Flack,Hollocher,Terry,Grimes,Maisel,Barber,Deal,O'Farrell,pitcher
1921,10,Flack,Hollocher,Terry,Grimes,Maisel,Barber,Deal,O'Farrell,pitcher
1921,11,Flack,Hollocher,Terry,Grimes,Maisel,Barber,Deal,O'Farrell,pitcher
1921,12,Flack,Hollocher,Terry,Grimes,Maisel,Barber,Deal,O'Farrell,pitcher
1921,13,Flack,Hollocher,Terry,Grimes,Maisel,Barber,Deal,O'Farrell,pitcher
1921,14,Flack,Hollocher,Terry,Grimes,Maisel,Barber,Deal,O'Farrell,pitcher
1921,15,Flack,Hollocher,Terry,Grimes,Maisel,Barber,Deal,O'Farrell,pitcher
1921,16,Flack,Hollocher,Terry,Grimes,Maisel,Barber,Deal,Killefer,pitcher
1921,17,Flack,Hollocher,Terry,Grimes,Maisel,Twombly,Deal,Killefer,pitcher
1921,18,Flack,Hollocher,Terry,Grimes,Maisel,Twombly,Deal,O'Farrell,pitcher
1921,19,Flack,Hollocher,Terry,Grimes,Maisel,Twombly,Deal,O'Farrell,pitcher
1921,20,Flack,Hollocher,Terry,Grimes,Robertson,Twombly,Deal,Killefer,pitcher
1921,21,Flack,Hollocher,Kelleher,Grimes,Robertson,Twombly,Deal,Killefer,pitcher
1921,22,Flack,Hollocher,Terry,Grimes,Robertson,Twombly,Deal,O'Farrell,pitcher
1921,23,Flack,Hollocher,Terry,Grimes,Robertson,Twombly,Deal,Killefer,pitcher
1921,24,Flack,Hollocher,Terry,Grimes,Maisel,Sullivan,Deal,O'Farrell,pitcher
1921,25,Barber,Hollocher,Terry,Grimes,Maisel,Sullivan,Deal,O'Farrell,pitcher
1921,26,Barber,Hollocher,Terry,Grimes,Maisel,Sullivan,Deal,O'Farrell,pitcher
1921,27,Barber,Hollocher,Terry,Grimes,Maisel,Sullivan,Deal,O'Farrell,pitcher
1921,28,Barber,Hollocher,Terry,Grimes,Maisel,Sullivan,Kelleher,O'Farrell,pitcher
1921,29,Barber,Hollocher,Terry,Grimes,Maisel,Sullivan,Kelleher,O'Farrell,pitcher
1921,30,Barber,Hollocher,Terry,Grimes,Twombly,Sullivan,Kelleher,O'Farrell,pitcher
1921,31,Twombly,Hollocher,Terry,Grimes,Maisel,Sullivan,Kelleher,Killefer,pitcher
1921,32,Barber,Hollocher,Terry,Grimes,Twombly,Sullivan,Kelleher,Killefer,pitcher
1921,33,Barber,Hollocher,Terry,Grimes,Twombly,Sullivan,Kelleher,Killefer,pitcher
1921,34,Barber,Hollocher,Terry,Grimes,Twombly,Sullivan,Kelleher,O'Farrell,pitcher
1921,35,Barber,Hollocher,Terry,Grimes,Maisel,Sullivan,Kelleher,Daly,pitcher
1921,36,Barber,Warner,Terry,Grimes,Maisel,Sullivan,Kelleher,Daly,pitcher
1921,37,Barber,Hollocher,Terry,Grimes,Maisel,Sullivan,Warner,Daly,pitcher
1921,38,Barber,Hollocher,Terry,Grimes,Maisel,Sullivan,Warner,Daly,pitcher
1921,39,Barber,Hollocher,Terry,Grimes,Maisel,Sullivan,Kelleher,Daly,pitcher
1921,40,Flack,Hollocher,Terry,Grimes,Barber,Sullivan,Warner,Daly,pitcher
1921,41,Flack,Hollocher,Terry,Grimes,Maisel,Sullivan,Kelleher,Daly,pitcher
1921,42,Flack,Hollocher,Terry,Grimes,Barber,Sullivan,Warner,Daly,pitcher
1921,43,Flack,Hollocher,Terry,Grimes,Barber,Sullivan,Warner,Daly,pitcher
1921,44,Flack,Hollocher,Terry,Grimes,Barber,Sullivan,Warner,Daly,pitcher
1921,45,Flack,Hollocher,Terry,Grimes,Barber,Sullivan,Warner,Daly,pitcher
1921,46,Flack,Hollocher,Terry,Grimes,Barber,Sullivan,Warner,Daly,pitcher
1921,47,Flack,Hollocher,Terry,Grimes,Barber,Sullivan,Deal,Daly,pitcher
1921,48,Flack,Hollocher,Terry,Grimes,Barber,Sullivan,Deal,Daly,pitcher
1921,49,Flack,Hollocher,Kelleher,Grimes,Maisel,Sullivan,Deal,Killefer,pitcher
1921,50,Flack,Hollocher,Terry,Grimes,Twombly,Sullivan,Kelleher,Killefer,pitcher
1921,51,Flack,Hollocher,Terry,Grimes,Twombly,Sullivan,Kelleher,O'Farrell,pitcher
1921,52,Flack,Hollocher,Terry,Grimes,Twombly,Sullivan,Kelleher,O'Farrell,pitcher
1921,53,Flack,Hollocher,Terry,Grimes,Barber,Sullivan,Kelleher,O'Farrell,pitcher
1921,54,Flack,Hollocher,Terry,Grimes,Barber,Sullivan,Kelleher,Killefer,pitcher
1921,55,Flack,Hollocher,Terry,Grimes,Twombly,Sullivan,Kelleher,O'Farrell,pitcher
1921,56,Flack,Hollocher,Terry,Grimes,Barber,Sullivan,Kelleher,Killefer,pitcher
1921,57,Flack,Hollocher,Terry,Grimes,Maisel,Sullivan,Kelleher,Killefer,pitcher
1921,58,Flack,Hollocher,Terry,Grimes,Barber,Sullivan,Kelleher,O'Farrell,pitcher
1921,59,Flack,Hollocher,Terry,Grimes,Barber,Sullivan,Kelleher,O'Farrell,pitcher
1921,60,Flack,Hollocher,Terry,Grimes,Barber,Sullivan,Kelleher,O'Farrell,pitcher
1921,61,Flack,Hollocher,Terry,Grimes,Maisel,Sullivan,Kelleher,O'Farrell,pitcher
1921,62,Flack,Kelleher,Terry,Grimes,Barber,Sullivan,Deal,Killefer,pitcher
1921,63,Flack,Kelleher,Terry,Grimes,Maisel,Sullivan,Deal,O'Farrell,pitcher
1921,64,Flack,Kelleher,Terry,Grimes,Barber,Maisel,Deal,O'Farrell,pitcher
1921,65,Flack,Kelleher,Terry,Grimes,Barber,Maisel,Deal,O'Farrell,pitcher
1921,66,Flack,Kelleher,Terry,Grimes,Barber,Maisel,Deal,O'Farrell,pitcher
1921,67,Flack,Kelleher,Terry,Grimes,Barber,Maisel,Deal,Killefer,pitcher
1921,68,Flack,Kelleher,Terry,Grimes,Barber,Maisel,Deal,Killefer,pitcher
1921,69,Flack,Kelleher,Terry,Grimes,Barber,Maisel,Deal,Killefer,pitcher
1921,70,Flack,Hollocher,Kelleher,Grimes,Sullivan,Maisel,Deal,Killefer,pitcher
1921,71,Flack,Hollocher,Terry,Grimes,Barber,Maisel,Deal,Killefer,pitcher
1921,72,Flack,Hollocher,Terry,Grimes,Barber,Maisel,Deal,Killefer,pitcher
1921,73,Flack,Hollocher,Terry,Grimes,Barber,Maisel,Deal,Killefer,pitcher
1921,74,Flack,Hollocher,Kelleher,Grimes,Barber,Maisel,Deal,Killefer,pitcher
1921,75,Flack,Hollocher,Terry,Grimes,Barber,Maisel,Deal,Daly,pitcher
1921,76,Flack,Hollocher,Terry,Grimes,Barber,Maisel,Deal,Daly,pitcher
1921,77,Flack,Hollocher,Terry,Grimes,Barber,Maisel,Deal,Daly,pitcher
1921,78,Flack,Hollocher,Terry,Grimes,Barber,Maisel,Deal,Daly,pitcher
1921,79,Flack,Hollocher,Terry,Grimes,Barber,Sullivan,Deal,Daly,pitcher
1921,80,Flack,Hollocher,Terry,Grimes,Barber,Sullivan,Deal,Daly,pitcher
1921,81,Flack,Hollocher,Terry,Grimes,Barber,Maisel,Deal,Daly,pitcher
1921,82,Flack,Hollocher,Terry,Kelleher,Barber,Maisel,Deal,Daly,pitcher
1921,83,Flack,Hollocher,Terry,Grimes,Barber,Maisel,Deal,Daly,pitcher
1921,84,Flack,Hollocher,Terry,Grimes,Barber,Maisel,Deal,Daly,pitcher
1921,85,Flack,Hollocher,Terry,Grimes,Barber,Maisel,Deal,Daly,pitcher
1921,86,Flack,Hollocher,Terry,Grimes,Barber,Maisel,Deal,Daly,pitcher
1921,87,Flack,Hollocher,Terry,Grimes,Barber,Maisel,Deal,Daly,pitcher
1921,88,Flack,Hollocher,Kelleher,Grimes,Barber,Maisel,Deal,Daly,pitcher
1921,89,Flack,Hollocher,Kelleher,Grimes,Barber,Maisel,Deal,Wirts,pitcher
1921,90,Flack,Hollocher,Marriott,Grimes,Barber,Maisel,Deal,Wirts,pitcher
1921,91,Flack,Hollocher,Marriott,Grimes,Barber,Maisel,Deal,Daly,pitcher
1921,92,Flack,Hollocher,Marriott,Grimes,Barber,Maisel,Deal,Daly,pitcher
1921,93,Flack,Hollocher,Kelleher,Grimes,Barber,Maisel,Deal,Daly,pitcher
1921,94,Flack,Hollocher,Kelleher,Grimes,Barber,Maisel,Deal,Daly,pitcher
1921,95,Flack,Hollocher,Kelleher,Grimes,Sullivan,Maisel,Deal,Daly,pitcher
1921,96,Flack,Hollocher,Kelleher,Grimes,Sullivan,Twombly,Deal,O'Farrell,pitcher
1921,97,Flack,Hollocher,Kelleher,Grimes,Sullivan,Twombly,Deal,Killefer,pitcher
1921,98,Flack,Hollocher,Kelleher,Grimes,Sullivan,Twombly,Deal,O'Farrell,pitcher
1921,99,Flack,Hollocher,Kelleher,Grimes,Barber,Sullivan,Deal,O'Farrell,pitcher
1921,100,Flack,Hollocher,Kelleher,Grimes,Barber,Maisel,Marriott,Killefer,pitcher
1921,101,Flack,Hollocher,Kelleher,Grimes,Barber,Maisel,Deal,O'Farrell,pitcher
1921,102,Flack,Hollocher,Kelleher,Grimes,Barber,Maisel,Deal,Killefer,pitcher
1921,103,Flack,Hollocher,Kelleher,Grimes,Sullivan,Maisel,Deal,Killefer,pitcher
1921,104,Flack,Hollocher,Kelleher,Grimes,Barber,Maisel,Deal,O'Farrell,pitcher
1921,105,Flack,Hollocher,Kelleher,Grimes,Sullivan,Maisel,Deal,O'Farrell,pitcher
1921,106,Flack,Hollocher,Kelleher,Grimes,Barber,Maisel,Deal,Daly,pitcher
1921,107,Flack,Hollocher,Kelleher,Deal,Sullivan,Maisel,Grimes,O'Farrell,pitcher
1921,108,Flack,Hollocher,Kelleher,Deal,Barber,Maisel,Grimes,Killefer,pitcher
1921,109,Flack,Hollocher,Kelleher,Deal,Barber,Maisel,Grimes,O'Farrell,pitcher
