number,one,two,three,four,five,six,seven,eight,nine
1,Wills,Bowa,Buckner,Durham,Moreland,Henderson,Sandberg,Waller,pitcher
2,Wills,Bowa,Buckner,Durham,Moreland,Henderson,Sandberg,Waller,pitcher
3,Wills,Bowa,Buckner,Durham,Moreland,Henderson,Sandberg,Waller,pitcher
4,Wills,Bowa,Buckner,Durham,Moreland,Henderson,Sandberg,Waller,pitcher
5,Wills,Bowa,Buckner,Moreland,Durham,Morales,Henderson,Sandberg,pitcher
6,Wills,Bowa,Buckner,Moreland,Durham,Morales,Briggs,Sandberg,pitcher
7,Wills,Bowa,Buckner,Durham,Morales,Henderson,Sandberg,Davis,pitcher
8,Wills,Bowa,Buckner,Moreland,Durham,Henderson,Morales,Sandberg,pitcher
9,Wills,Kennedy,Buckner,Moreland,Durham,Morales,Henderson,Bowa,pitcher
10,Wills,Sandberg,Buckner,Moreland,Durham,Henderson,Woods,Bowa,pitcher
11,Wills,Sandberg,Buckner,Moreland,Durham,Henderson,Woods,Bowa,pitcher
12,Wills,Sandberg,Buckner,Durham,Moreland,Henderson,Woods,Bowa,pitcher
13,Wills,Sandberg,Buckner,Durham,Moreland,Henderson,Woods,Bowa,pitcher
14,Wills,Sandberg,Buckner,Durham,Moreland,Briggs,Woods,Bowa,pitcher
15,Wills,Sandberg,Buckner,Durham,Moreland,Davis,Woods,Bowa,pitcher
16,Wills,Sandberg,Buckner,Moreland,Durham,Davis,Woods,Bowa,pitcher
17,Wills,Sandberg,Buckner,Durham,Moreland,Davis,Woods,Bowa,pitcher
18,Wills,Sandberg,Buckner,Durham,Moreland,Henderson,Woods,Bowa,pitcher
19,Wills,Sandberg,Buckner,Moreland,Durham,Henderson,Woods,Kennedy,pitcher
20,Wills,Sandberg,Buckner,Durham,Moreland,Henderson,Woods,Bowa,pitcher
21,Wills,Sandberg,Buckner,Durham,Moreland,Woods,Bowa,Davis,pitcher
22,Wills,Woods,Buckner,Durham,Moreland,Morales,Sandberg,Bowa,pitcher
23,Wills,Woods,Buckner,Durham,Moreland,Morales,Sandberg,Bowa,pitcher
24,Wills,Molinaro,Buckner,Moreland,Durham,Woods,Bowa,Davis,pitcher
25,Wills,Bowa,Buckner,Moreland,Durham,Woods,Henderson,Sandberg,pitcher
26,Wills,Kennedy,Buckner,Moreland,Durham,Woods,Henderson,Davis,pitcher
27,Henderson,Wills,Buckner,Moreland,Durham,Davis,Kennedy,Sandberg,pitcher
28,Henderson,Wills,Buckner,Moreland,Durham,Davis,Kennedy,Sandberg,pitcher
29,Henderson,Wills,Buckner,Moreland,Durham,Kennedy,Sandberg,Davis,pitcher
30,Henderson,Wills,Buckner,Moreland,Durham,Davis,Bowa,Sandberg,pitcher
31,Henderson,Wills,Buckner,Moreland,Durham,Davis,Bowa,Sandberg,pitcher
32,Henderson,Wills,Buckner,Moreland,Durham,Davis,Bowa,Sandberg,pitcher
33,Henderson,Wills,Buckner,Moreland,Woods,Davis,Bowa,Sandberg,pitcher
34,Henderson,Wills,Buckner,Moreland,Woods,Davis,Bowa,Sandberg,pitcher
35,Molinaro,Kennedy,Buckner,Moreland,Woods,Sandberg,Bowa,Cox,pitcher
36,Henderson,Wills,Buckner,Moreland,Durham,Davis,Bowa,Sandberg,pitcher
37,Henderson,Wills,Buckner,Moreland,Durham,Davis,Bowa,Sandberg,pitcher
38,Henderson,Wills,Buckner,Moreland,Durham,Davis,Bowa,Sandberg,pitcher
39,Henderson,Kennedy,Buckner,Moreland,Durham,Davis,Bowa,Sandberg,pitcher
40,Henderson,Kennedy,Buckner,Moreland,Durham,Davis,Bowa,Sandberg,pitcher
41,Henderson,Kennedy,Buckner,Moreland,Durham,Davis,Bowa,Sandberg,pitcher
42,Woods,Kennedy,Buckner,Moreland,Cruz,Sandberg,Bowa,Cox,pitcher
43,Sandberg,Kennedy,Buckner,Moreland,Durham,Henderson,Bowa,Davis,pitcher
44,Sandberg,Kennedy,Durham,Moreland,Henderson,Woods,Bowa,Davis,pitcher
45,Sandberg,Kennedy,Buckner,Moreland,Durham,Henderson,Bowa,Davis,pitcher
46,Wills,Sandberg,Buckner,Moreland,Durham,Henderson,Bowa,Davis,pitcher
47,Wills,Sandberg,Buckner,Moreland,Durham,Molinaro,Bowa,Davis,pitcher
48,Wills,Sandberg,Buckner,Moreland,Durham,Henderson,Bowa,Davis,pitcher
49,Wills,Sandberg,Buckner,Moreland,Durham,Woods,Bowa,Davis,pitcher
50,Wills,Sandberg,Buckner,Durham,Moreland,Molinaro,Bowa,Davis,pitcher
51,Wills,Sandberg,Buckner,Durham,Moreland,Thompson,Bowa,Davis,pitcher
52,Wills,Sandberg,Buckner,Moreland,Durham,Henderson,Bowa,Davis,pitcher
53,Wills,Bowa,Buckner,Durham,Moreland,Johnstone,Woods,Kennedy,pitcher
54,Wills,Bowa,Buckner,Durham,Moreland,Johnstone,Woods,Kennedy,pitcher
