number,one,two,three,four,five,six,seven,eight,nine
1,Hack,Herman,Collins,Demaree,Marty,Triplett,Jurges,Hartnett,pitcher
2,Jurges,Herman,Collins,Demaree,Marty,Triplett,Lazzeri,Hartnett,pitcher
3,Jurges,Herman,Collins,Demaree,Marty,Triplett,Lazzeri,O'Dea,pitcher
4,Hack,Herman,Collins,Demaree,Marty,Triplett,Jurges,Hartnett,pitcher
5,Hack,Herman,Collins,Demaree,Marty,Triplett,Jurges,Hartnett,pitcher
6,Hack,Herman,Collins,Demaree,Marty,Galan,Lazzeri,Hartnett,pitcher
7,Hack,Herman,Collins,Demaree,Marty,Galan,Lazzeri,O'Dea,pitcher
8,Hack,Herman,Collins,Demaree,Marty,Galan,Lazzeri,Hartnett,pitcher
9,Hack,Herman,Collins,Demaree,Marty,Galan,Lazzeri,O'Dea,pitcher
10,Hack,Herman,Collins,Demaree,Marty,Galan,Lazzeri,O'Dea,pitcher
11,Hack,Herman,Collins,Demaree,Marty,Galan,Lazzeri,Hartnett,pitcher
12,Hack,Herman,Collins,Demaree,Marty,Galan,Lazzeri,Hartnett,pitcher
13,Hack,Herman,Collins,Demaree,Marty,Galan,Lazzeri,O'Dea,pitcher
14,Hack,Herman,Collins,Demaree,Marty,Galan,Lazzeri,O'Dea,pitcher
15,Hack,Herman,Collins,Demaree,Marty,Galan,Lazzeri,Hartnett,pitcher
16,Hack,Herman,Collins,Demaree,Marty,Galan,Lazzeri,O'Dea,pitcher
17,Hack,Herman,Collins,Demaree,Marty,Galan,Lazzeri,Hartnett,pitcher
18,Hack,Herman,Collins,Demaree,Marty,Galan,Hartnett,Jurges,pitcher
19,Hack,Herman,Collins,Demaree,Marty,Galan,O'Dea,Jurges,pitcher
20,Hack,Herman,Cavarretta,Demaree,Marty,Galan,Hartnett,Jurges,pitcher
21,Hack,Herman,Collins,Demaree,Triplett,Galan,O'Dea,Jurges,pitcher
22,Hack,Herman,Collins,Lazzeri,Galan,Demaree,Triplett,O'Dea,pitcher
23,Hack,Herman,Collins,Lazzeri,Galan,Cavarretta,Triplett,Hartnett,pitcher
24,Hack,Herman,Collins,Lazzeri,Galan,Marty,Cavarretta,Hartnett,pitcher
25,Hack,Herman,Collins,Lazzeri,Galan,Marty,Reynolds,Hartnett,pitcher
26,Hack,Herman,Collins,Lazzeri,Galan,Marty,Reynolds,Hartnett,pitcher
27,Hack,Herman,Galan,Demaree,Hartnett,Reynolds,Collins,Jurges,pitcher
28,Hack,Herman,Galan,Demaree,Hartnett,Reynolds,Collins,Jurges,pitcher
29,Hack,Herman,Galan,Demaree,Hartnett,Reynolds,Collins,Jurges,pitcher
30,Hack,Herman,Galan,Demaree,Hartnett,Reynolds,Collins,Jurges,pitcher
31,Hack,Herman,Galan,Demaree,Hartnett,Reynolds,Collins,Jurges,pitcher
32,Hack,Herman,Galan,Demaree,Hartnett,Reynolds,Collins,Jurges,pitcher
33,Hack,Herman,Galan,Demaree,Hartnett,Reynolds,Collins,Jurges,pitcher
34,Hack,Herman,Galan,Demaree,Hartnett,Reynolds,Collins,Jurges,pitcher
35,Hack,Herman,Galan,Demaree,Hartnett,Reynolds,Collins,Jurges,pitcher
36,Hack,Herman,Galan,Demaree,Hartnett,Reynolds,Collins,Jurges,pitcher
37,Hack,Herman,Galan,Demaree,Hartnett,Reynolds,Collins,Jurges,pitcher
38,Hack,Herman,Galan,Demaree,Hartnett,Reynolds,Collins,Jurges,pitcher
39,Hack,Herman,Galan,Demaree,O'Dea,Reynolds,Collins,Jurges,pitcher
40,Hack,Herman,Galan,Demaree,Hartnett,Reynolds,Collins,Jurges,pitcher
41,Hack,Herman,Galan,Demaree,Hartnett,Reynolds,Collins,Jurges,pitcher
42,Hack,Herman,Galan,Demaree,Hartnett,Marty,Collins,Jurges,pitcher
43,Hack,Herman,Galan,Demaree,O'Dea,Marty,Collins,Jurges,pitcher
44,Hack,Herman,Galan,Demaree,O'Dea,Marty,Collins,Jurges,pitcher
45,Hack,Herman,Reynolds,Demaree,Marty,Garbark,Collins,Jurges,pitcher
46,Hack,Herman,Cavarretta,Demaree,O'Dea,Marty,Collins,Jurges,pitcher
47,Hack,Herman,Reynolds,Demaree,Marty,Garbark,Collins,Jurges,pitcher
48,Hack,Herman,Reynolds,Demaree,O'Dea,Marty,Collins,Jurges,pitcher
49,Hack,Herman,Reynolds,Demaree,O'Dea,Marty,Cavarretta,Jurges,pitcher
50,Hack,Herman,Reynolds,Demaree,Marty,Garbark,Cavarretta,Jurges,pitcher
51,Hack,Herman,Reynolds,Asbell,O'Dea,Marty,Cavarretta,Jurges,pitcher
52,Hack,Herman,Reynolds,Demaree,O'Dea,Marty,Cavarretta,Jurges,pitcher
53,Hack,Herman,Reynolds,Demaree,Hartnett,Marty,Cavarretta,Jurges,pitcher
54,Hack,Herman,Reynolds,O'Dea,Collins,Cavarretta,Demaree,Jurges,pitcher
55,Hack,Herman,Reynolds,Lazzeri,Hartnett,Collins,Demaree,Jurges,pitcher
56,Hack,Cavarretta,Reynolds,Hartnett,Herman,Demaree,Collins,Jurges,pitcher
57,Hack,Cavarretta,Reynolds,O'Dea,Herman,Demaree,Collins,Jurges,pitcher
58,Hack,Cavarretta,Reynolds,Hartnett,Herman,Demaree,Collins,Jurges,pitcher
59,Hack,Cavarretta,Reynolds,Hartnett,Herman,Demaree,Collins,Jurges,pitcher
60,Hack,Herman,Cavarretta,Hartnett,Galan,Demaree,Collins,Jurges,pitcher
61,Hack,Herman,Reynolds,Hartnett,Galan,Demaree,Cavarretta,Jurges,pitcher
62,Hack,Herman,Reynolds,Hartnett,Galan,Demaree,Cavarretta,Jurges,pitcher
63,Hack,Herman,Reynolds,O'Dea,Galan,Demaree,Cavarretta,Jurges,pitcher
64,Hack,Herman,Reynolds,Hartnett,Marty,Demaree,Cavarretta,Jurges,pitcher
65,Hack,Herman,Reynolds,O'Dea,Marty,Demaree,Cavarretta,Jurges,pitcher
66,Hack,Herman,Reynolds,Hartnett,Marty,Demaree,Cavarretta,Jurges,pitcher
67,Hack,Herman,Reynolds,O'Dea,Marty,Demaree,Cavarretta,Jurges,pitcher
68,Hack,Herman,Reynolds,Hartnett,Marty,Demaree,Cavarretta,Jurges,pitcher
69,Hack,Herman,Reynolds,O'Dea,Marty,Demaree,Cavarretta,Jurges,pitcher
70,Hack,Herman,Reynolds,O'Dea,Demaree,Asbell,Cavarretta,Jurges,pitcher
71,Hack,Herman,Reynolds,Hartnett,Demaree,Asbell,Cavarretta,Jurges,pitcher
72,Jurges,Herman,Reynolds,O'Dea,Hack,Galan,Cavarretta,Demaree,pitcher
73,Jurges,Herman,Reynolds,O'Dea,Hack,Galan,Cavarretta,Demaree,pitcher
74,Jurges,Herman,Hack,O'Dea,Galan,Reynolds,Collins,Cavarretta,pitcher
75,Jurges,Herman,Hack,Hartnett,Galan,Reynolds,Collins,Cavarretta,pitcher
76,Jurges,Herman,Hack,Hartnett,Demaree,Reynolds,Collins,Marty,pitcher
77,Jurges,Herman,Hack,O'Dea,Demaree,Reynolds,Collins,Cavarretta,pitcher
78,Jurges,Herman,Hack,Hartnett,Demaree,Reynolds,Collins,Cavarretta,pitcher
79,Jurges,Herman,Hack,O'Dea,Demaree,Reynolds,Collins,Cavarretta,pitcher
80,Jurges,Herman,Hack,Hartnett,Demaree,Reynolds,Collins,Cavarretta,pitcher
81,Jurges,Herman,Hack,Hartnett,Galan,Reynolds,Demaree,Collins,pitcher
82,Jurges,Herman,Hack,Hartnett,Galan,Reynolds,Demaree,Collins,pitcher
83,Jurges,Herman,Hack,O'Dea,Galan,Reynolds,Demaree,Collins,pitcher
84,Jurges,Herman,Hack,O'Dea,Galan,Reynolds,Demaree,Collins,pitcher
85,Jurges,Herman,Hack,Galan,Reynolds,Demaree,Hartnett,Collins,pitcher
86,Jurges,Herman,Hack,Galan,Reynolds,Demaree,Hartnett,Collins,pitcher
87,Jurges,Herman,Hack,Galan,Reynolds,Demaree,Hartnett,Collins,pitcher
88,Jurges,Herman,Hack,Galan,Reynolds,O'Dea,Cavarretta,Collins,pitcher
89,Jurges,Herman,Hack,Galan,Reynolds,Hartnett,Cavarretta,Collins,pitcher
90,Jurges,Cavarretta,Hack,Demaree,Reynolds,Collins,Lazzeri,Hartnett,pitcher
91,Jurges,Herman,Hack,Demaree,Reynolds,Marty,Hartnett,Collins,pitcher
92,Jurges,Lazzeri,Hack,Demaree,Reynolds,Marty,Hartnett,Collins,pitcher
93,Jurges,Herman,Hack,Demaree,Reynolds,Hartnett,Marty,Collins,pitcher
94,Jurges,Herman,Hack,Demaree,Reynolds,Hartnett,Cavarretta,Collins,pitcher
95,Jurges,Cavarretta,Hack,Hartnett,Reynolds,Herman,Marty,Asbell,pitcher
96,Jurges,Cavarretta,Hack,Hartnett,Reynolds,Herman,Marty,Asbell,pitcher
97,Hack,Herman,Collins,O'Dea,Reynolds,Demaree,Marty,Jurges,pitcher
98,Hack,Herman,Collins,Demaree,Reynolds,Hartnett,Marty,Jurges,pitcher
99,Hack,Herman,Collins,Hartnett,Reynolds,Demaree,Marty,Jurges,pitcher
100,Hack,Herman,Collins,Hartnett,Reynolds,Demaree,Marty,Jurges,pitcher
101,Hack,Herman,Collins,Hartnett,Reynolds,Demaree,Marty,Jurges,pitcher
102,Hack,Herman,Collins,Galan,Reynolds,Hartnett,Demaree,Jurges,pitcher
103,Hack,Herman,Collins,Galan,Reynolds,Hartnett,Demaree,Jurges,pitcher
104,Hack,Herman,Collins,Galan,Reynolds,Hartnett,Demaree,Jurges,pitcher
105,Hack,Herman,Collins,Galan,Reynolds,Hartnett,Demaree,Jurges,pitcher
106,Hack,Herman,Collins,Galan,Reynolds,O'Dea,Demaree,Jurges,pitcher
107,Hack,Herman,Collins,Galan,O'Dea,Demaree,Marty,Jurges,pitcher
108,Hack,Herman,Collins,Galan,Reynolds,O'Dea,Demaree,Jurges,pitcher
109,Hack,Herman,Collins,Galan,Reynolds,O'Dea,Demaree,Jurges,pitcher
110,Hack,Herman,Collins,Galan,Reynolds,O'Dea,Demaree,Jurges,pitcher
111,Hack,Herman,Collins,Galan,Reynolds,O'Dea,Cavarretta,Jurges,pitcher
112,Hack,Herman,Collins,Galan,Reynolds,Cavarretta,Garbark,Jurges,pitcher
113,Hack,Herman,Collins,Galan,Reynolds,Cavarretta,Garbark,Jurges,pitcher
114,Hack,Herman,Collins,Galan,Reynolds,Cavarretta,Garbark,Jurges,pitcher
115,Jurges,Herman,Hack,Galan,Reynolds,Cavarretta,O'Dea,Collins,pitcher
116,Jurges,Herman,Hack,Galan,Reynolds,Cavarretta,O'Dea,Collins,pitcher
117,Jurges,Herman,Hack,Galan,Reynolds,Demaree,Garbark,Collins,pitcher
118,Jurges,Herman,Hack,Galan,Reynolds,Cavarretta,O'Dea,Collins,pitcher
119,Jurges,Herman,Hack,Galan,Reynolds,Cavarretta,O'Dea,Collins,pitcher
120,Jurges,Herman,Hack,Galan,Reynolds,Cavarretta,O'Dea,Collins,pitcher
121,Jurges,Herman,Hack,Galan,Reynolds,Cavarretta,Garbark,Collins,pitcher
122,Jurges,Herman,Hack,Galan,Reynolds,Cavarretta,O'Dea,Collins,pitcher
123,Jurges,Herman,Hack,Galan,Reynolds,Cavarretta,O'Dea,Collins,pitcher
124,Jurges,Herman,Hack,Galan,Reynolds,Cavarretta,O'Dea,Collins,pitcher
125,Jurges,Herman,Hack,Galan,Reynolds,Cavarretta,O'Dea,Collins,pitcher
126,Hack,Herman,Cavarretta,Galan,Reynolds,Collins,Garbark,Jurges,pitcher
127,Hack,Herman,Cavarretta,Galan,Reynolds,O'Dea,Collins,Jurges,pitcher
128,Hack,Herman,Demaree,Galan,Reynolds,Garbark,Collins,Jurges,pitcher
129,Hack,Herman,Cavarretta,Galan,Reynolds,O'Dea,Collins,Jurges,pitcher
130,Hack,Herman,Demaree,Galan,Reynolds,Garbark,Collins,Jurges,pitcher
131,Hack,Herman,Demaree,Galan,Reynolds,Garbark,Collins,Jurges,pitcher
132,Hack,Herman,Demaree,Galan,Reynolds,O'Dea,Collins,Jurges,pitcher
133,Hack,Herman,Demaree,Galan,Reynolds,O'Dea,Collins,Jurges,pitcher
134,Hack,Herman,Demaree,Galan,Reynolds,O'Dea,Collins,Jurges,pitcher
135,Hack,Herman,Demaree,Galan,Reynolds,Hartnett,Collins,Jurges,pitcher
136,Hack,Herman,Demaree,Galan,Reynolds,Hartnett,Collins,Jurges,pitcher
137,Hack,Herman,Demaree,Galan,Reynolds,Hartnett,Collins,Jurges,pitcher
138,Hack,Herman,Demaree,Galan,Reynolds,O'Dea,Collins,Jurges,pitcher
139,Hack,Herman,Demaree,Galan,Reynolds,Hartnett,Collins,Jurges,pitcher
140,Hack,Herman,Cavarretta,Galan,Reynolds,O'Dea,Collins,Jurges,pitcher
141,Hack,Herman,Cavarretta,Galan,Reynolds,Hartnett,Collins,Jurges,pitcher
142,Hack,Herman,Cavarretta,Galan,Reynolds,O'Dea,Collins,Jurges,pitcher
143,Hack,Herman,Cavarretta,Galan,Reynolds,O'Dea,Collins,Jurges,pitcher
144,Hack,Herman,Demaree,Galan,Reynolds,Hartnett,Collins,Jurges,pitcher
145,Hack,Herman,Cavarretta,Galan,Reynolds,Hartnett,Collins,Jurges,pitcher
146,Hack,Herman,Demaree,Galan,Reynolds,Hartnett,Collins,Jurges,pitcher
147,Hack,Herman,Demaree,Galan,Reynolds,Hartnett,Collins,Jurges,pitcher
148,Hack,Herman,Demaree,Galan,Reynolds,Hartnett,Collins,Jurges,pitcher
149,Hack,Herman,Demaree,Cavarretta,Reynolds,Hartnett,Collins,Jurges,pitcher
150,Hack,Herman,Demaree,Cavarretta,Reynolds,Hartnett,Collins,Jurges,pitcher
151,Hack,Herman,Demaree,Cavarretta,Reynolds,Hartnett,Collins,Jurges,pitcher
