number,one,two,three,four,five,six,seven,eight,nine
1,Flack,Hollocher,Mann,Paskert,Merkle,Pick,Kilduff,Killefer,pitcher
2,Flack,Hollocher,Mann,Paskert,Merkle,Pick,Kilduff,Killefer,pitcher
3,Flack,Hollocher,Mann,Paskert,Merkle,Pick,Kilduff,Killefer,pitcher
4,Flack,Hollocher,Mann,Paskert,Merkle,Pick,Kilduff,Killefer,pitcher
5,Flack,Hollocher,Mann,Paskert,Merkle,Pick,Kilduff,Killefer,pitcher
6,Flack,Hollocher,Barber,Paskert,Merkle,Pick,Deal,Killefer,pitcher
7,Flack,Hollocher,Barber,Paskert,Merkle,Pick,Deal,Killefer,pitcher
8,Flack,Hollocher,Mann,Paskert,Merkle,Pick,Deal,Killefer,pitcher
9,Flack,Hollocher,Mann,Paskert,Merkle,Pick,Deal,Killefer,pitcher
10,Flack,Hollocher,Barber,Paskert,Merkle,Pick,Deal,Killefer,pitcher
11,Flack,Hollocher,Mann,Paskert,Merkle,Pick,Deal,Killefer,pitcher
12,Flack,Hollocher,Barber,Paskert,Merkle,Pick,Deal,Killefer,pitcher
13,Flack,Hollocher,Mann,Paskert,Merkle,Pick,Deal,Killefer,pitcher
14,Flack,Hollocher,Barber,Paskert,Merkle,Pick,Deal,Killefer,pitcher
15,Flack,Hollocher,Mann,Paskert,Merkle,Pick,Deal,Daly,pitcher
16,Flack,Hollocher,Mann,Paskert,Merkle,Pick,Deal,Killefer,pitcher
17,Flack,Hollocher,Mann,Barber,Merkle,Pick,Deal,Killefer,pitcher
18,Flack,Hollocher,Mann,Barber,Merkle,Pick,Deal,Killefer,pitcher
19,Flack,Hollocher,Mann,Barber,Merkle,Pick,Deal,Killefer,pitcher
20,Pick,Flack,Hollocher,Lear,Barber,Merkle,Mann,Killefer,pitcher
21,Pick,Flack,Hollocher,Lear,Barber,Merkle,Mann,Killefer,pitcher
22,Kilduff,Flack,Hollocher,Lear,Paskert,Merkle,Mann,Killefer,pitcher
23,Pick,Flack,Hollocher,Lear,Paskert,Merkle,Mann,Killefer,pitcher
24,Pick,Flack,Hollocher,Paskert,Merkle,Mann,Kilduff,Killefer,pitcher
25,Flack,Pick,Hollocher,Paskert,Merkle,Mann,Kilduff,Killefer,pitcher
26,Flack,Pick,Hollocher,Paskert,Merkle,Mann,Kilduff,Daly,pitcher
27,Flack,Pick,Hollocher,Paskert,Merkle,Mann,Kilduff,Killefer,pitcher
28,Flack,Pick,Hollocher,Paskert,Merkle,Mann,Kilduff,Killefer,pitcher
29,Flack,Pick,Hollocher,Paskert,Merkle,Mann,Kilduff,Killefer,pitcher
30,Flack,Kilduff,Hollocher,Barber,Lear,Mann,Deal,O'Farrell,pitcher
31,Flack,Kilduff,Hollocher,Barber,Lear,Mann,Deal,Killefer,pitcher
32,Flack,Kilduff,Hollocher,Barber,Lear,Mann,Deal,Killefer,pitcher
33,Flack,Kilduff,Hollocher,Paskert,Lear,Mann,Deal,O'Farrell,pitcher
34,Flack,Kilduff,Hollocher,Barber,Lear,Mann,Deal,Killefer,pitcher
35,Flack,Kilduff,Hollocher,Paskert,Lear,Mann,Deal,Killefer,pitcher
36,Flack,Pick,Hollocher,Paskert,Merkle,Mann,Deal,Killefer,pitcher
37,Flack,Lear,Hollocher,Paskert,Merkle,Mann,Deal,Killefer,pitcher
38,Flack,Pick,Hollocher,Paskert,Merkle,Mann,Deal,Killefer,pitcher
39,Flack,Pick,Mann,Merkle,Paskert,Deal,McCabe,Killefer,pitcher
40,Flack,Pick,Mann,Merkle,Paskert,Deal,McCabe,Killefer,pitcher
41,Flack,Pick,Barber,Merkle,Paskert,Deal,Kilduff,Killefer,pitcher
42,Flack,Pick,Mann,Merkle,Paskert,Deal,Kilduff,Killefer,pitcher
43,Flack,Pick,Mann,Merkle,Paskert,Deal,Kilduff,Killefer,pitcher
44,Flack,Pick,Mann,Merkle,Paskert,Deal,Kilduff,Killefer,pitcher
45,Flack,Pick,Mann,Merkle,Paskert,Deal,Kilduff,O'Farrell,pitcher
46,Flack,Pick,Mann,Merkle,Paskert,Deal,Kilduff,O'Farrell,pitcher
47,Flack,Pick,Mann,Merkle,Paskert,Deal,McCabe,O'Farrell,pitcher
48,Flack,Pick,Kilduff,Merkle,Paskert,Deal,Reilly,O'Farrell,pitcher
