number,one,two,three,four,five,six,seven,eight,nine
1,Hack,Waitkus,Pafko,Cavarretta,Nicholson,Scheffing,Johnson,Merullo,pitcher
2,Hack,Waitkus,Pafko,Cavarretta,Nicholson,Scheffing,Johnson,Merullo,pitcher
3,Hack,Waitkus,Pafko,Cavarretta,Nicholson,Scheffing,Johnson,Merullo,pitcher
4,Hack,Lowrey,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
5,Hack,Lowrey,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
6,Hack,Lowrey,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
7,Hack,Lowrey,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
8,Hack,Lowrey,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
9,Hack,Lowrey,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
10,Hack,Lowrey,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
11,Lowrey,Rickert,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
12,Lowrey,Rickert,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
13,Lowrey,Waitkus,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
14,Lowrey,Waitkus,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
15,Hack,Waitkus,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
16,Hack,Waitkus,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
17,Hack,Waitkus,Pafko,Cavarretta,McCullough,Nicholson,Johnson,Merullo,pitcher
18,Hack,Waitkus,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
19,Hack,Waitkus,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
20,Hack,Waitkus,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
21,Hack,Waitkus,Pafko,Cavarretta,McCullough,Nicholson,Johnson,Merullo,pitcher
22,Hack,Waitkus,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
23,Hack,Waitkus,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
24,Hack,Waitkus,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
25,Hack,Waitkus,Pafko,Cavarretta,Scheffing,Lowrey,Johnson,Merullo,pitcher
26,Hack,Waitkus,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
27,Hack,Waitkus,Pafko,Cavarretta,McCullough,Nicholson,Johnson,Merullo,pitcher
28,Hack,Waitkus,Pafko,Cavarretta,McCullough,Nicholson,Johnson,Merullo,pitcher
29,Hack,Waitkus,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
30,Hack,Waitkus,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
31,Hack,Waitkus,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
32,Lowrey,Waitkus,Pafko,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
33,Hack,Waitkus,Lowrey,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
34,Hack,Waitkus,Rickert,Cavarretta,Scheffing,Nicholson,Johnson,Merullo,pitcher
35,Hack,Waitkus,Lowrey,Cavarretta,Livingston,Nicholson,Johnson,Merullo,pitcher
36,Hack,Waitkus,Rickert,Cavarretta,McCullough,Nicholson,Johnson,Merullo,pitcher
37,Hack,Frey,Rickert,Cavarretta,McCullough,Nicholson,Waitkus,Merullo,pitcher
38,Hack,Sturgeon,Lowrey,Cavarretta,McCullough,Nicholson,Waitkus,Merullo,pitcher
39,Hack,Sturgeon,Lowrey,Cavarretta,McCullough,Nicholson,Waitkus,Merullo,pitcher
