number,one,two,three,four,five,six,seven,eight,nine
1,Landrum,Rodgers,Williams,Santo,Banks,Brock,Hubbs,Bertell,pitcher
2,Brock,Rodgers,Williams,Santo,Banks,Mathews,Hubbs,Bertell,pitcher
3,Brock,Rodgers,Williams,Santo,Banks,Mathews,Hubbs,Bertell,pitcher
4,Landrum,Rodgers,Williams,Santo,Banks,Brock,Hubbs,Bertell,pitcher
5,Landrum,Rodgers,Williams,Santo,Banks,Brock,Aspromonte,Bertell,pitcher
6,Brock,Rodgers,Williams,Santo,Banks,Mathews,Aspromonte,Bertell,pitcher
7,Landrum,Rodgers,Williams,Santo,Banks,Brock,Aspromonte,Bertell,pitcher
8,Landrum,Rodgers,Williams,Santo,Banks,Brock,Aspromonte,Bertell,pitcher
9,Landrum,Rodgers,Williams,Santo,Banks,Brock,Aspromonte,Bertell,pitcher
10,Brock,Rodgers,Williams,Santo,Banks,Mathews,Aspromonte,Bertell,pitcher
11,Landrum,Rodgers,Williams,Santo,Banks,Brock,Hubbs,Bertell,pitcher
12,Brock,Rodgers,Williams,Santo,Banks,Mathews,Hubbs,Schaffer,pitcher
13,Landrum,Rodgers,Williams,Santo,Banks,Brock,Hubbs,Schaffer,pitcher
14,Landrum,Rodgers,Williams,Santo,Banks,Brock,Hubbs,Schaffer,pitcher
15,Landrum,Rodgers,Williams,Santo,Banks,Brock,Hubbs,Schaffer,pitcher
16,Landrum,Rodgers,Williams,Santo,Banks,Brock,Hubbs,Schaffer,pitcher
17,Landrum,Rodgers,Williams,Santo,Banks,Brock,Hubbs,Schaffer,pitcher
18,Landrum,Rodgers,Williams,Santo,Banks,Brock,Hubbs,Ranew,pitcher
19,Brock,Rodgers,Williams,Santo,Banks,Mathews,Hubbs,Bertell,pitcher
20,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Mathews,Bertell,pitcher
21,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Mathews,Bertell,pitcher
22,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Mathews,Bertell,pitcher
23,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Mathews,Ranew,pitcher
24,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Mathews,Ranew,pitcher
25,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Mathews,Ranew,pitcher
26,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Mathews,Schaffer,pitcher
27,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Mathews,Schaffer,pitcher
28,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Mathews,Schaffer,pitcher
29,Brock,Hubbs,Williams,Santo,Boros,Rodgers,Mathews,Bertell,pitcher
30,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Landrum,Schaffer,pitcher
31,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Landrum,Schaffer,pitcher
32,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Mathews,Bertell,pitcher
33,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Landrum,Bertell,pitcher
34,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Mathews,Bertell,pitcher
35,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Landrum,Bertell,pitcher
36,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Landrum,Bertell,pitcher
37,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Mathews,Schaffer,pitcher
38,Brock,Hubbs,Williams,Santo,Boros,Rodgers,Mathews,Bertell,pitcher
39,Brock,Hubbs,Williams,Santo,Will,Rodgers,Landrum,Bertell,pitcher
40,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Landrum,Bertell,pitcher
41,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Landrum,Bertell,pitcher
42,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Landrum,Bertell,pitcher
43,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Landrum,Bertell,pitcher
44,Brock,Hubbs,Williams,Santo,Banks,Rodgers,Mathews,Bertell,pitcher
