number,one,two,three,four,five,six,seven,eight,nine
1,Terwilliger,Jeffcoat,Ward,Sauer,Pafko,Serena,Smalley,Owen,pitcher
2,Terwilliger,Jeffcoat,Ward,Sauer,Pafko,Serena,Smalley,Owen,pitcher
3,Terwilliger,Mauro,Ward,Sauer,Pafko,Walker,Serena,Smalley,pitcher
4,Terwilliger,Mauro,Ward,Sauer,Pafko,Serena,Smalley,Owen,pitcher
5,Terwilliger,Borkowski,Ward,Pafko,Smalley,Serena,Jeffcoat,Owen,pitcher
6,Terwilliger,Jeffcoat,Ward,Sauer,Pafko,Jackson,Smalley,Owen,pitcher
7,Terwilliger,Jeffcoat,Ward,Sauer,Pafko,Jackson,Smalley,Owen,pitcher
8,Terwilliger,Jackson,Ward,Sauer,Edwards,Sawatski,Pafko,Smalley,pitcher
9,Terwilliger,Edwards,Ward,Sauer,Pafko,Smalley,Serena,Owen,pitcher
10,Terwilliger,Jeffcoat,Ward,Sauer,Pafko,Smalley,Serena,Owen,pitcher
11,Terwilliger,Jeffcoat,Ward,Sauer,Pafko,Smalley,Serena,Owen,pitcher
12,Terwilliger,Jeffcoat,Ward,Sauer,Pafko,Smalley,Serena,Scheffing,pitcher
13,Terwilliger,Jeffcoat,Ward,Sauer,Edwards,Smalley,Serena,Walker,pitcher
14,Terwilliger,Jeffcoat,Ward,Sauer,Pafko,Smalley,Serena,Owen,pitcher
15,Terwilliger,Edwards,Ward,Sauer,Pafko,Smalley,Serena,Walker,pitcher
16,Terwilliger,Edwards,Ward,Sauer,Pafko,Smalley,Serena,Walker,pitcher
17,Terwilliger,Jeffcoat,Ward,Sauer,Pafko,Smalley,Serena,Owen,pitcher
18,Terwilliger,Jeffcoat,Ward,Sauer,Pafko,Smalley,Serena,Sawatski,pitcher
19,Terwilliger,Cavarretta,Ward,Sauer,Pafko,Smalley,Serena,Owen,pitcher
20,Terwilliger,Borkowski,Ward,Sauer,Pafko,Smalley,Serena,Owen,pitcher
21,Terwilliger,Edwards,Ward,Sauer,Pafko,Smalley,Serena,Walker,pitcher
22,Terwilliger,Edwards,Ward,Sauer,Pafko,Smalley,Jackson,Walker,pitcher
23,Terwilliger,Borkowski,Jackson,Sauer,Pafko,Smalley,Ward,Owen,pitcher
24,Terwilliger,Ward,Edwards,Sauer,Pafko,Walker,Smalley,Jackson,pitcher
25,Terwilliger,Cavarretta,Edwards,Sauer,Pafko,Smalley,Jackson,Owen,pitcher
26,Terwilliger,Ramazzotti,Cavarretta,Edwards,Pafko,Sauer,Smalley,Owen,pitcher
27,Terwilliger,Ramazzotti,Cavarretta,Edwards,Pafko,Sauer,Smalley,Owen,pitcher
28,Terwilliger,Ramazzotti,Cavarretta,Sauer,Pafko,Smalley,Borkowski,Owen,pitcher
29,Terwilliger,Walker,Cavarretta,Sauer,Pafko,Edwards,Jackson,Smalley,pitcher
30,Terwilliger,Walker,Cavarretta,Sauer,Pafko,Edwards,Jackson,Smalley,pitcher
31,Terwilliger,Walker,Cavarretta,Sauer,Pafko,Edwards,Serena,Smalley,pitcher
32,Terwilliger,Owen,Cavarretta,Sauer,Pafko,Serena,Smalley,Borkowski,pitcher
33,Terwilliger,Owen,Cavarretta,Sauer,Pafko,Serena,Smalley,Borkowski,pitcher
