number,one,two,three,four,five,six,seven,eight,nine
1,Statz,Adams,Grantham,Grimes,Friberg,Miller,Vogel,O'Farrell,pitcher
2,Statz,Adams,Grantham,Grimes,Friberg,Miller,Heathcote,Hartnett,pitcher
3,Statz,Adams,Grantham,Grimes,Friberg,Miller,Vogel,O'Farrell,pitcher
4,Statz,Adams,Grantham,Grimes,Friberg,Miller,Vogel,Hartnett,pitcher
5,Statz,Adams,Grantham,Grimes,Friberg,Miller,Heathcote,O'Farrell,pitcher
6,Statz,Adams,Grantham,Grimes,Friberg,Miller,Heathcote,O'Farrell,pitcher
7,Statz,Adams,Grantham,Grimes,Friberg,Miller,Vogel,Hartnett,pitcher
8,Statz,Adams,Grantham,Grimes,Friberg,Miller,Heathcote,O'Farrell,pitcher
9,Statz,Adams,Grantham,Grimes,Friberg,Miller,Heathcote,Hartnett,pitcher
10,Statz,Adams,Grantham,Grimes,Friberg,Miller,Heathcote,O'Farrell,pitcher
11,Statz,Adams,Grantham,Grimes,Friberg,Vogel,Heathcote,Hartnett,pitcher
12,Statz,Adams,Grantham,Grimes,Friberg,Vogel,Heathcote,O'Farrell,pitcher
13,Statz,Adams,Grantham,Grimes,Friberg,Miller,Vogel,Hartnett,pitcher
14,Statz,Adams,Grantham,Grimes,Friberg,Miller,Heathcote,Hartnett,pitcher
15,Statz,Adams,Grantham,Grimes,Friberg,Miller,Heathcote,O'Farrell,pitcher
16,Statz,Adams,Grantham,Grimes,Friberg,Grigsby,Heathcote,Hartnett,pitcher
17,Statz,Adams,Grantham,Grimes,Friberg,Grigsby,Heathcote,O'Farrell,pitcher
18,Statz,Adams,Grantham,Grimes,Friberg,Grigsby,Heathcote,Hartnett,pitcher
19,Statz,Adams,Heathcote,Grimes,Friberg,Grigsby,Barrett,Hartnett,pitcher
20,Statz,Adams,Grantham,Grimes,Friberg,Grigsby,Heathcote,Hartnett,pitcher
21,Adams,Heathcote,Grantham,Grimes,Grigsby,Friberg,Statz,Hartnett,pitcher
22,Statz,Michaels,Grantham,Grimes,Friberg,Miller,Vogel,O'Farrell,pitcher
23,Statz,Adams,Grantham,Grimes,Friberg,Grigsby,Heathcote,Hartnett,pitcher
24,Statz,Adams,Grantham,Grimes,Friberg,Miller,Vogel,O'Farrell,pitcher
25,Statz,Adams,Grantham,Grimes,Friberg,Grigsby,Heathcote,O'Farrell,pitcher
26,Statz,Adams,Grantham,Grimes,Friberg,Grigsby,Heathcote,Hartnett,pitcher
27,Statz,Hollocher,Grantham,Grimes,Friberg,Grigsby,Heathcote,O'Farrell,pitcher
28,Statz,Hollocher,Grantham,Grimes,Friberg,Grigsby,Heathcote,Hartnett,pitcher
29,Statz,Adams,Grantham,Grimes,Friberg,Miller,Vogel,O'Farrell,pitcher
30,Statz,Hollocher,Grantham,Grimes,Friberg,Grigsby,Heathcote,Hartnett,pitcher
31,Statz,Hollocher,Grantham,Grimes,Friberg,Grigsby,Heathcote,Hartnett,pitcher
32,Statz,Hollocher,Grantham,Grimes,Friberg,Grigsby,Heathcote,Hartnett,pitcher
33,Statz,Hollocher,Grantham,Grimes,Friberg,Grigsby,Heathcote,Hartnett,pitcher
34,Statz,Hollocher,Grantham,Grimes,Friberg,Grigsby,Heathcote,Hartnett,pitcher
35,Statz,Hollocher,Grantham,Grimes,Friberg,Grigsby,Heathcote,Hartnett,pitcher
36,Statz,Hollocher,Grantham,Grimes,Friberg,Grigsby,Heathcote,Hartnett,pitcher
37,Statz,Hollocher,Grantham,Grimes,Friberg,Grigsby,Heathcote,Hartnett,pitcher
38,Statz,Hollocher,Grantham,Grimes,Friberg,Miller,Vogel,Hartnett,pitcher
39,Statz,Hollocher,Grantham,Grimes,Friberg,Grigsby,Heathcote,O'Farrell,pitcher
40,Statz,Hollocher,Grantham,Grimes,Friberg,Miller,Vogel,O'Farrell,pitcher
41,Statz,Hollocher,Grantham,Grimes,Friberg,Miller,Vogel,O'Farrell,pitcher
42,Statz,Hollocher,Grantham,Cotter,Friberg,Grigsby,Heathcote,Hartnett,pitcher
43,Statz,Hollocher,Grigsby,Cotter,Friberg,Barrett,Heathcote,Hartnett,pitcher
44,Statz,Hollocher,Grantham,Cotter,Friberg,Grigsby,Heathcote,Hartnett,pitcher
45,Statz,Hollocher,Grantham,Cotter,Friberg,Grigsby,Heathcote,Hartnett,pitcher
