number,one,two,three,four,five,six,seven,eight,nine
1,Herman,English,Herman,Stephenson,Demaree,Grimm,Jurges,Hartnett,pitcher
2,Herman,English,Herman,Stephenson,Demaree,Grimm,Jurges,Hartnett,pitcher
3,Herman,English,Herman,Stephenson,Demaree,Grimm,Jurges,Hartnett,pitcher
4,Herman,English,Herman,Stephenson,Demaree,Grimm,Jurges,Hartnett,pitcher
5,Herman,English,Herman,Stephenson,Demaree,Grimm,Jurges,Hartnett,pitcher
6,Herman,English,Herman,Stephenson,Demaree,Grimm,Jurges,Hartnett,pitcher
7,Herman,English,Herman,Stephenson,Demaree,Grimm,Jurges,Hartnett,pitcher
8,Herman,English,Herman,Stephenson,Demaree,Grimm,Jurges,Hartnett,pitcher
9,Demaree,Herman,Herman,Stephenson,English,Grimm,Koenig,Hartnett,pitcher
10,Demaree,Herman,Herman,Stephenson,English,Grimm,Koenig,Hartnett,pitcher
11,Demaree,Herman,Herman,Stephenson,English,Grimm,Koenig,Hartnett,pitcher
12,Demaree,Herman,Herman,Stephenson,English,Grimm,Koenig,Hartnett,pitcher
13,Demaree,Herman,Herman,Stephenson,English,Grimm,Jurges,Hartnett,pitcher
14,Demaree,Herman,Herman,Stephenson,English,Grimm,Jurges,Hartnett,pitcher
15,Demaree,Herman,Herman,Stephenson,English,Grimm,Jurges,Hartnett,pitcher
16,Demaree,Herman,Herman,Stephenson,English,Grimm,Jurges,Hartnett,pitcher
17,Demaree,Herman,Herman,Stephenson,English,Grimm,Jurges,Hartnett,pitcher
18,Demaree,Herman,Herman,Stephenson,English,Grimm,Jurges,Hartnett,pitcher
19,Demaree,Herman,Herman,Stephenson,English,Grimm,Jurges,Hartnett,pitcher
20,Demaree,Herman,Herman,Stephenson,English,Grimm,Jurges,Hartnett,pitcher
21,Demaree,Herman,Herman,Stephenson,English,Grimm,Jurges,Hartnett,pitcher
22,Demaree,Herman,Herman,Stephenson,English,Grimm,Jurges,Hartnett,pitcher
23,Demaree,Herman,Hendrick,Stephenson,Hartnett,English,Grimm,Jurges,pitcher
