year_ID,player_ID,name_common,age,team_ID,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,TB,GIDP,HBP,SH,SF,IBB,pos_summary
1873,addybo01,Bob Addy,31,TOT,41,207,203,49,70,7,3,1,42,7,6,4,1,.345,.357,.424,.781,124,86,0,,,,,*O4
1873,addybo01,Bob Addy,31,PHI,10,53,51,12,16,1,0,0,10,1,1,2,0,.314,.340,.333,.673,97,17,0,,,,,4
1873,addybo01,Bob Addy,31,BOS,31,154,152,37,54,6,3,1,32,6,5,2,1,.355,.364,.454,.818,133,69,0,,,,,*O
1873,allisar01,Art Allison,24,RES,23,100,100,12,32,2,0,0,11,0,0,0,2,.320,.320,.340,.660,102,34,0,,,,,O/32
1873,allisdo01,Doug Allison,26,TOT,30,131,128,17,34,6,0,0,11,0,0,3,1,.266,.282,.313,.595,80,40,2,,,,,*2/O
1873,allisdo01,Doug Allison,26,RES,19,82,80,11,24,6,0,0,8,0,0,2,1,.300,.317,.375,.692,111,30,1,,,,,2/O
1873,allisdo01,Doug Allison,26,NYU,11,49,48,6,10,0,0,0,3,0,0,1,0,.208,.224,.208,.433,30,10,1,,,,,2/O
1873,ansonca01,Cap Anson,21,ATH,52,259,254,53,101,9,2,0,36,1,2,5,2,.398,.409,.449,.858,147,114,2,,,,,*35/42O
1873,atkined01,Ed Atkinson,22,WAS,2,8,8,2,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,,,,,/O
1873,austihe01,Henry Austin,28,RES,23,101,101,10,25,3,3,0,11,1,1,0,5,.248,.248,.337,.584,77,34,3,,,,,O
1873,barloto01,Tom Barlow,21,BRA,55,274,269,48,74,0,2,1,12,3,4,5,1,.275,.288,.301,.589,82,81,2,,,,,*2/46
1873,barnero01,Ross Barnes,23,BOS,60,340,320,125,138,31,11,2,60,43,6,20,2,.431,.465,.616,1.080,207,197,1,,,,,*45
1873,barrebi01,Bill Barrett,--,BAL,1,4,4,0,1,0,0,0,0,0,1,0,0,.250,.250,.250,.500,48,1,0,,,,,/O6
1873,battijo01,Joe Battin,19,ATH,1,6,5,4,3,0,0,0,2,0,0,1,0,.600,.667,.600,1.267,267,3,0,,,,,/O
1873,bealsto01,Tommy Beals,22,WAS,37,170,169,35,46,9,5,0,22,3,0,1,1,.272,.276,.385,.661,96,65,0,,,,,42/O
1873,bechtge01,George Bechtel,24,PHI,53,267,258,53,63,12,1,1,39,2,1,9,1,.244,.270,.310,.580,68,80,3,,,,,*O/1
1873,bellast01,Steve Bellan,23,NYU,8,34,32,4,7,2,0,0,3,0,0,2,0,.219,.265,.281,.546,63,9,0,,,,,/54
1873,bielaos01,Oscar Bielaski,26,WAS,38,177,173,35,49,3,2,0,20,1,3,4,6,.283,.299,.324,.623,87,56,0,,,,,*O
1873,birdsda01,Dave Birdsall,34,BOS,3,13,11,4,1,0,0,0,0,1,0,2,0,.091,.231,.091,.322,-4,1,0,,,,,/O
1873,boothed01,Eddie Booth,--,TOT,34,146,144,19,35,8,3,0,13,0,1,2,1,.243,.253,.340,.594,81,49,0,,,,,*O/4
1873,boothed01,Eddie Booth,--,RES,18,74,74,11,21,5,2,0,6,0,0,0,1,.284,.284,.405,.689,108,30,0,,,,,O/4
1873,boothed01,Eddie Booth,--,BRA,16,72,70,8,14,3,1,0,7,0,1,2,0,.200,.222,.271,.494,52,19,0,,,,,O
1873,boydbi01,Bill Boyd,20,BRA,48,230,228,31,63,5,4,1,30,1,1,2,4,.276,.283,.346,.629,93,79,1,,,,,*O/5
1873,brainas01,Asa Brainard,32,BAL,16,69,69,18,18,1,0,0,9,0,0,0,2,.261,.261,.275,.536,58,19,0,,,,,1/O4
1873,brittji01,Jim Britt,17,BRA,54,248,240,29,47,3,0,0,13,1,1,8,14,.196,.222,.208,.430,34,50,0,,,,,*1/O
1873,burdoja01,Jack Burdock,21,BRA,55,252,245,56,62,7,1,2,36,3,2,7,4,.253,.274,.314,.588,81,77,2,,,,,*4/2
1873,campbhu01,Hugh Campbell,27,RES,20,87,86,9,13,0,1,0,7,1,1,1,1,.151,.161,.174,.335,3,15,0,,,,,1/4O6
1873,campbma01,Michael Campbell,22,RES,21,86,84,9,12,2,0,0,2,1,0,2,6,.143,.163,.167,.329,1,14,0,,,,,3/6O
1873,careyto01,Tom Carey,26,BAL,56,292,291,76,98,18,3,1,55,2,3,1,4,.337,.339,.430,.769,125,125,2,,,,,*4/56
1873,clappjo01,John Clapp,21,ATH,45,206,204,36,62,10,2,1,27,4,5,2,2,.304,.311,.387,.698,99,79,2,,,,,*2/64O
1873,clintji01,Jim Clinton,22,RES,9,39,39,5,9,2,0,0,4,0,0,0,2,.231,.231,.282,.513,56,11,0,,,,,/5
1873,cranefr01,Fred Crane,32,RES,1,4,4,0,1,0,0,0,1,0,0,0,0,.250,.250,.250,.500,53,1,0,,,,,/4
1873,cravebi01,Bill Craver,29,BAL,41,199,197,45,57,9,3,0,26,5,4,2,3,.289,.296,.365,.662,94,72,1,,,,,26/O3
1873,cummica01,Candy Cummings,24,BAL,42,197,192,30,48,5,0,0,36,1,0,5,5,.250,.269,.276,.545,61,53,1,,,,,*1
1873,cuthbne01,Ned Cuthbert,28,PHI,51,281,279,78,77,5,3,2,34,14,2,2,4,.276,.281,.337,.618,79,94,0,,,,,*O
1873,dehlmhe01,Herman Dehlman,21,BRA,54,230,219,50,52,5,1,0,18,5,0,11,9,.237,.274,.269,.543,68,59,1,,,,,*3/6
1873,devliji01,Jim Devlin,24,PHI,23,101,99,18,24,4,4,0,10,0,0,2,4,.242,.257,.364,.621,79,36,1,,,,,3/56O
1873,donnejo01,John Donnelly,22,WAS,30,138,137,15,35,2,0,0,19,0,0,1,0,.255,.261,.270,.531,59,37,1,,,,,64/O5
1873,doschhe01,Herm Doscher,20,BRA,1,6,6,1,1,0,0,0,1,0,0,0,0,.167,.167,.167,.333,3,1,0,,,,,/O
1873,eggleda01,Dave Eggler,24,NYU,53,272,266,82,90,13,4,0,35,3,2,6,2,.338,.353,.417,.770,129,111,1,,,,,*O/5
1873,eland01,Frederick Ehlen,21,MAR,1,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,,,,,/O
1873,farrojo01,John Farrow,19,RES,12,48,48,2,8,1,0,0,3,0,0,0,3,.167,.167,.188,.354,8,9,1,,,,,/2O36
1873,fergubo01,Bob Ferguson,28,BRA,51,232,228,36,59,3,5,0,25,1,2,4,8,.259,.272,.316,.587,81,72,3,,,,,*5/1
1873,fishech01,Cherokee Fisher,28,ATH,51,257,253,50,66,4,3,1,37,2,2,4,5,.261,.272,.312,.585,68,79,3,,,,,*O1/43
1873,fislewe01,Wes Fisler,29,ATH,44,220,218,44,75,11,4,1,41,3,1,2,2,.344,.350,.445,.795,127,97,2,,,,,*43
1873,fleetfr01,Frank Fleet,25,RES,22,90,89,11,23,3,0,0,10,0,2,1,3,.258,.267,.292,.559,71,26,0,,,,,/64513
1873,forceda01,Davy Force,23,BAL,49,242,233,77,85,10,1,0,30,1,0,9,1,.365,.388,.416,.805,137,97,0,,,,,*56/1
1873,frencbi01,Bill French,24,MAR,5,18,18,3,4,0,0,0,1,0,0,0,0,.222,.222,.222,.444,47,4,0,,,,,/3O51
1873,fulmech01,Chick Fulmer,22,PHI,49,238,236,42,66,11,3,1,38,3,1,2,4,.280,.286,.364,.650,88,86,3,,,,,*6/132
1873,gedneco01,Count Gedney,24,NYU,53,231,225,41,60,5,5,1,24,1,0,6,4,.267,.286,.347,.632,88,78,3,,,,,*O
1873,gerhajo01,Joe Gerhardt,18,WAS,13,57,57,6,12,3,0,0,9,0,1,0,6,.211,.211,.263,.474,41,15,0,,,,,6
1873,glennjo01,John Glenn,23,WAS,39,189,186,39,49,9,2,1,22,3,1,3,0,.263,.275,.349,.625,86,65,4,,,,,*3
1873,goldswa01,Wally Goldsmith,24,MAR,1,4,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,,,,,/4
1873,greys01,John Greason,21,WAS,7,28,27,4,4,0,0,0,1,1,0,1,1,.148,.179,.148,.327,-1,4,0,,,,,/1
1873,hallge01,George Hall,24,BAL,35,170,168,44,58,6,4,0,31,0,0,2,1,.345,.353,.429,.782,129,72,1,,,,,*O
1873,hastisc01,Scott Hastings,25,BAL,30,149,145,41,41,4,0,0,15,4,2,4,1,.283,.302,.310,.612,81,45,1,,,,,2O/4
1873,hatfijo01,John Hatfield,25,NYU,52,258,255,54,78,5,6,2,46,2,0,3,2,.306,.314,.396,.710,110,101,2,,,,,*54/O
1873,hicksna01,Nat Hicks,28,NYU,28,128,120,12,29,1,2,1,14,2,1,8,0,.242,.289,.308,.597,78,37,0,,,,,2
1873,highadi01,Dick Higham,21,NYU,49,246,244,57,77,5,4,0,34,2,2,2,1,.316,.321,.369,.690,105,90,1,,,,,O42
1873,hinespa01,Paul Hines,18,WAS,39,182,181,33,60,6,3,1,29,0,1,1,2,.331,.335,.414,.750,123,75,1,,,,,*O/42
1873,holdsji01,Jim Holdsworth,22,NYU,53,232,232,46,75,4,8,0,28,1,0,0,4,.323,.323,.409,.733,117,95,3,,,,,*6
1873,holliho01,Holly Hollingshead,20,WAS,30,136,136,25,35,2,2,0,22,0,0,0,5,.257,.257,.301,.559,67,41,1,,,,,*O/4
1873,hoopemi01,Mike Hooper,23,MAR,3,14,14,3,3,1,0,0,2,0,0,0,0,.214,.214,.286,.500,63,4,0,,,,,/O2
1873,johnsto01,Tommy Johns,21,MAR,1,4,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,1,,,,,/O
1873,jones01,Levin Jones,25,MAR,1,4,4,0,3,0,0,0,1,0,0,0,0,.750,.750,.750,1.500,396,3,0,,,,,/O
1873,kernajo01,Joe Kernan,--,MAR,2,8,8,1,3,0,0,0,1,0,0,0,0,.375,.375,.375,.750,148,3,0,,,,,/4O
1873,kesslhe01,Henry Kessler,21,BRA,1,5,5,0,1,0,0,0,1,0,0,0,0,.200,.200,.200,.400,24,1,0,,,,,/3
1873,kohlehe01,Henry Kohler,21,MAR,6,25,25,2,3,0,0,0,1,0,0,0,1,.120,.120,.120,.240,-21,3,0,,,,,/532O
1873,laughbe01,Ben Laughlin,--,RES,12,51,51,3,12,0,0,0,5,0,0,0,1,.235,.235,.235,.471,44,12,1,,,,,4
