number,one,two,three,four,five,six,seven,eight,nine
1,Grudzielanek,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Barrett,pitcher
2,Grudzielanek,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Bako,pitcher
3,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Barrett,pitcher
4,Grudzielanek,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Barrett,pitcher
5,Goodwin,Walker,Sosa,Ramirez,Lee,Hollandsworth,Gonzalez,Bako,pitcher
6,Walker,Patterson,Sosa,Alou,Ramirez,Hollandsworth,Barrett,Martinez,pitcher
7,Goodwin,Walker,Sosa,Alou,Ramirez,Lee,Gonzalez,Bako,pitcher
8,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Barrett,pitcher
9,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Barrett,pitcher
10,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Barrett,Gonzalez,pitcher
11,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Barrett,Gonzalez,pitcher
12,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Bako,pitcher
13,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Barrett,pitcher
14,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Barrett,pitcher
15,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Barrett,pitcher
16,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Martinez,Bako,pitcher
17,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Barrett,Martinez,pitcher
18,Martinez,Patterson,Sosa,Alou,Lee,Ramirez,Gonzalez,Barrett,pitcher
19,Macias,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Barrett,pitcher
20,Walker,Goodwin,Sosa,Hollandsworth,Ramirez,Patterson,Gonzalez,Barrett,pitcher
21,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Bako,pitcher
22,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Barrett,pitcher
23,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Barrett,pitcher
24,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Barrett,pitcher
25,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Bako,pitcher
26,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Barrett,pitcher
27,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Gonzalez,Barrett,pitcher
28,Walker,Patterson,Sosa,Ramirez,Hollandsworth,Lee,Barrett,Martinez,pitcher
29,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Barrett,Martinez,pitcher
30,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Martinez,Bako,pitcher
31,Jackson,Patterson,Sosa,Alou,Ramirez,Lee,Barrett,Martinez,pitcher
32,Walker,Patterson,Sosa,Alou,Ramirez,Lee,Barrett,Martinez,pitcher
33,Jackson,Martinez,Sosa,Alou,Ramirez,Lee,Patterson,Barrett,pitcher
34,Goodwin,Macias,Alou,Ramirez,Hollandsworth,Lee,Martinez,Bako,pitcher
35,Macias,Martinez,Sosa,Alou,Ramirez,Lee,Patterson,Bako,pitcher
36,Macias,Martinez,Sosa,Alou,Hollandsworth,Ramirez,Patterson,Barrett,pitcher
