team_game_num,date_game,team_ID,team_homeORaway,opp_ID,game_result,player_game_span,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GIDP,SB,CS,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,batting_order_position,leverage_index_avg,wpa_bat,re24_bat,pos_game
1,1986-04-08.NYA198604080,NYY,,KCR,2,43.9,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,.000,.250,.000,.250,1,.70,-0.078,-1.04,CF
2,1986-04-09.NYA198604090,NYY,,KCR,-3,43.9,5,3,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,.167,.444,.167,.611,1,.78,0.038,0.47,CF
3,1986-04-10.NYA198604100,NYY,,KCR,1,45.0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.100,.357,.100,.457,1,2.02,-0.030,-0.17,CF
4,1986-04-11.NYA198604110,NYY,,MIL,1,43.9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.071,.278,.071,.349,1,1.16,-0.066,-0.74,CF
5,1986-04-12.NYA198604120,NYY,,MIL,4,43.9,5,3,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,.059,.304,.059,.363,1,.58,0.044,0.38,DH
6,1986-04-13.NYA198604130,NYY,,MIL,1,43.9,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,.053,.333,.053,.386,1,.77,0.036,0.39,CF
7,1986-04-15.CLE198604150,NYY,@,CLE,4,43.9,5,5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,.083,.313,.083,.396,1,.91,-0.109,-1.31,CF
8,1986-04-17.CLE198604170,NYY,@,CLE,-2,43.9,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.103,.297,.103,.401,1,1.19,-0.140,-0.42,CF
9,1986-04-18.MIL198604180,NYY,@,MIL,-1,43.9,4,4,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.152,.317,.182,.499,1,1.19,0.031,0.17,CF
10,1986-04-19.MIL198604190,NYY,@,MIL,-1,46.1,6,6,1,2,0,0,1,2,0,0,2,0,0,0,0,0,1,0,.179,.319,.282,.601,1,1.52,0.067,1.22,CF
11,1986-04-20.MIL198604200,NYY,@,MIL,1,45.0,5,4,1,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,.186,.327,.279,.606,1,.97,0.081,0.69,CF
12,1986-04-21.KCA198604210,NYY,@,KCR,4,43.9,5,3,2,3,1,0,0,0,2,1,0,0,0,0,0,0,1,1,.239,.386,.348,.734,1,.82,0.148,1.23,CF
13,1986-04-22.KCA198604220,NYY,@,KCR,4,43.9,5,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,.255,.387,.392,.779,1,.74,0.097,0.81,CF
14,1986-04-23.KCA198604230,NYY,@,KCR,1,43.9,5,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.255,.388,.382,.770,1,1.19,-0.073,-0.66,CF
15,1986-04-24.NYA198604240,NYY,,CLE,1,43.9,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,.271,.394,.390,.784,1,1.05,0.015,0.25,DH
16,1986-04-25.NYA198604250,NYY,,CLE,7,43.9,5,5,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,.266,.382,.391,.772,1,1.20,0.020,0.99,CF
17,1986-04-26.NYA198604260,NYY,,CLE,-1,43.9,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,.254,.375,.373,.748,1,1.23,-0.041,-0.08,CF
18,1986-04-27.NYA198604270,NYY,,CLE,-2,43.9,6,4,1,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,.239,.372,.352,.724,1,1.40,0.091,0.60,CF
19,1986-04-29.NYA198604290,NYY,,MIN,3,43.9,5,5,3,3,1,0,1,4,0,0,0,0,0,0,0,1,0,0,.263,.385,.421,.806,1,1.41,0.108,3.08,CF
20,1986-04-30.NYA198604300,NYY,,MIN,1,43.9,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.263,.379,.413,.791,1,1.25,-0.039,-0.44,CF
21,1986-05-01.NYA198605010,NYY,,MIN,-3,43.9,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.250,.364,.393,.756,1,.79,-0.081,-0.75,CF
22,1986-05-02.NYA198605020,NYY,,TEX,-7,43.9,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.250,.359,.386,.746,1,.56,-0.050,-0.26,CF
23,1986-05-03.NYA198605030,NYY,,TEX,5,43.9,5,2,4,1,0,0,0,0,3,0,1,0,0,0,0,0,2,0,.256,.380,.389,.769,1,.85,0.139,1.93,CF
24,1986-05-04.NYA198605040,NYY,,TEX,-1,43.9,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,.245,.372,.372,.744,1,1.79,-0.307,-1.32,DH
