number,one,two,three,four,five,six,seven,eight,nine
1,Jesus,Sizemore,Buckner,Kingman,Murcer,Ontiveros,Martin,Foote,pitcher
2,Jesus,Sizemore,Buckner,Kingman,Murcer,Ontiveros,Martin,Foote,pitcher
3,Jesus,Sizemore,Buckner,Kingman,Murcer,Ontiveros,Martin,Foote,pitcher
4,Jesus,Sizemore,Buckner,Kingman,Murcer,Ontiveros,Martin,Foote,pitcher
5,Jesus,Sizemore,Buckner,Kingman,Murcer,Ontiveros,Martin,Foote,pitcher
6,Jesus,Sizemore,Buckner,Kingman,Murcer,Ontiveros,Martin,Foote,pitcher
7,Jesus,Sizemore,Buckner,Kingman,Ontiveros,Thompson,Martin,Foote,pitcher
8,Jesus,Sizemore,Buckner,Kingman,Ontiveros,Thompson,Martin,Foote,pitcher
9,Jesus,Thompson,Buckner,Kingman,Ontiveros,Murcer,Foote,Sizemore,pitcher
10,Jesus,Thompson,Buckner,Kingman,Ontiveros,Murcer,Foote,Sizemore,pitcher
11,Jesus,Martin,Buckner,Kingman,Ontiveros,Vail,Foote,Sizemore,pitcher
12,Jesus,Thompson,Buckner,Kingman,Ontiveros,Murcer,Foote,Sizemore,pitcher
13,Jesus,Thompson,Buckner,Kingman,Ontiveros,Murcer,Foote,Sizemore,pitcher
14,Jesus,Thompson,Buckner,Kingman,Ontiveros,Murcer,Foote,Sizemore,pitcher
15,Jesus,Murcer,Buckner,Kingman,Ontiveros,Martin,Foote,Sizemore,pitcher
16,Jesus,Murcer,Buckner,Kingman,Ontiveros,Martin,Foote,Sizemore,pitcher
17,Jesus,Murcer,Buckner,Kingman,Ontiveros,Martin,Foote,Sizemore,pitcher
18,Jesus,Murcer,Buckner,Kingman,Ontiveros,Martin,Foote,Sizemore,pitcher
19,Jesus,Murcer,Buckner,Kingman,Ontiveros,Martin,Foote,Sizemore,pitcher
20,Jesus,Murcer,Buckner,Kingman,Ontiveros,Martin,Foote,Sizemore,pitcher
21,Jesus,Murcer,Buckner,Kingman,Ontiveros,Martin,Foote,Sizemore,pitcher
22,Jesus,Vail,Buckner,Kingman,Ontiveros,Martin,Foote,Sizemore,pitcher
23,Jesus,Murcer,Buckner,Kingman,Ontiveros,Martin,Blackwell,Sizemore,pitcher
24,Jesus,Murcer,Buckner,Kingman,Ontiveros,Martin,Blackwell,Sizemore,pitcher
25,Kelleher,Murcer,Buckner,Kingman,Ontiveros,Martin,Foote,Sizemore,pitcher
26,Jesus,Murcer,Buckner,Kingman,Ontiveros,Martin,Foote,Sizemore,pitcher
27,Jesus,Murcer,Buckner,Kingman,Ontiveros,Martin,Foote,Sizemore,pitcher
28,Kelleher,Murcer,Buckner,Kingman,Ontiveros,Martin,Blackwell,Sizemore,pitcher
29,Kelleher,Murcer,Buckner,Kingman,Ontiveros,Martin,Blackwell,Sizemore,pitcher
30,Jesus,Murcer,Buckner,Kingman,Ontiveros,Martin,Foote,Sizemore,pitcher
31,Jesus,Vail,Buckner,Kingman,Ontiveros,Martin,Foote,Sizemore,pitcher
32,Jesus,Vail,Buckner,Kingman,Ontiveros,Martin,Foote,Sizemore,pitcher
33,Jesus,Vail,Buckner,Kingman,Ontiveros,Martin,Foote,Sizemore,pitcher
34,Jesus,Vail,Buckner,Kingman,Ontiveros,Martin,Foote,Sizemore,pitcher
35,Jesus,Thompson,Buckner,Kingman,Ontiveros,Martin,Foote,Sizemore,pitcher
36,Jesus,Murcer,Kingman,Buckner,Ontiveros,Martin,Foote,Sizemore,pitcher
37,Jesus,Sizemore,Buckner,Kingman,Murcer,Martin,Ontiveros,Foote,pitcher
38,Jesus,Sizemore,Buckner,Kingman,Murcer,Martin,Ontiveros,Blackwell,pitcher
39,Jesus,Sizemore,Buckner,Kingman,Murcer,Martin,Foote,Kelleher,pitcher
40,Jesus,Sizemore,Buckner,Kingman,Murcer,Martin,Foote,Kelleher,pitcher
41,Jesus,Sizemore,Buckner,Kingman,Martin,Murcer,Foote,Kelleher,pitcher
42,Jesus,Sizemore,Buckner,Kingman,Martin,Murcer,Foote,Kelleher,pitcher
43,Jesus,Sizemore,Buckner,Kingman,Murcer,Martin,Foote,Kelleher,pitcher
44,Jesus,Sizemore,Buckner,Kingman,Martin,Murcer,Foote,Kelleher,pitcher
45,Jesus,Thompson,Buckner,Murcer,Biittner,Ontiveros,Foote,Kelleher,pitcher
46,Jesus,Sizemore,Buckner,Kingman,Martin,Murcer,Ontiveros,Foote,pitcher
47,Jesus,Sizemore,Buckner,Kingman,Martin,Murcer,Ontiveros,Foote,pitcher
48,Jesus,Sizemore,Buckner,Kingman,Martin,Murcer,Ontiveros,Foote,pitcher
49,Jesus,Sizemore,Buckner,Kingman,Murcer,Martin,Ontiveros,Foote,pitcher
50,Jesus,Sizemore,Buckner,Kingman,Martin,Murcer,Ontiveros,Foote,pitcher
51,Jesus,Sizemore,Buckner,Kingman,Murcer,Martin,Ontiveros,Foote,pitcher
52,Jesus,Sizemore,Buckner,Kingman,Murcer,Martin,Ontiveros,Foote,pitcher
53,Jesus,Sizemore,Buckner,Kingman,Murcer,Martin,Ontiveros,Foote,pitcher
54,Jesus,Sizemore,Buckner,Kingman,Murcer,Martin,Ontiveros,Foote,pitcher
55,Jesus,Sizemore,Buckner,Kingman,Martin,Murcer,Ontiveros,Foote,pitcher
56,Jesus,Sizemore,Buckner,Kingman,Murcer,Martin,Ontiveros,Blackwell,pitcher
57,Jesus,Sizemore,Buckner,Kingman,Martin,Murcer,Kelleher,Blackwell,pitcher
58,Jesus,Sizemore,Buckner,Kingman,Murcer,Martin,Kelleher,Blackwell,pitcher
59,Jesus,Kelleher,Buckner,Kingman,Thompson,Martin,Foote,Sizemore,pitcher
60,Jesus,Kelleher,Buckner,Kingman,Martin,Vail,Foote,Sizemore,pitcher
61,Jesus,Kelleher,Buckner,Kingman,Thompson,Martin,Foote,Sizemore,pitcher
62,Jesus,Kelleher,Buckner,Kingman,Murcer,Martin,Foote,Sizemore,pitcher
63,Jesus,Murcer,Buckner,Kingman,Martin,Ontiveros,Foote,Sizemore,pitcher
64,Jesus,Murcer,Buckner,Kingman,Martin,Ontiveros,Kelleher,Blackwell,pitcher
65,Jesus,Thompson,Buckner,Murcer,Martin,Ontiveros,Kelleher,Blackwell,pitcher
66,Jesus,Sizemore,Buckner,Kingman,Martin,Vail,Ontiveros,Foote,pitcher
67,Jesus,Thompson,Buckner,Kingman,Martin,Ontiveros,Foote,Sizemore,pitcher
68,Jesus,Sizemore,Buckner,Kingman,Martin,Vail,Ontiveros,Foote,pitcher
69,Jesus,Thompson,Buckner,Kingman,Martin,Ontiveros,Foote,Sizemore,pitcher
70,Jesus,Thompson,Buckner,Kingman,Martin,Ontiveros,Foote,Sizemore,pitcher
71,Jesus,Sizemore,Buckner,Kingman,Martin,Vail,Ontiveros,Foote,pitcher
72,Jesus,Thompson,Buckner,Kingman,Martin,Ontiveros,Foote,Sizemore,pitcher
73,Jesus,Sizemore,Buckner,Kingman,Martin,Vail,Ontiveros,Foote,pitcher
74,Jesus,Sizemore,Buckner,Kingman,Martin,Vail,Ontiveros,Foote,pitcher
75,Jesus,Thompson,Buckner,Kingman,Martin,Ontiveros,Foote,Sizemore,pitcher
76,Jesus,Thompson,Buckner,Kingman,Martin,Ontiveros,Foote,Sizemore,pitcher
77,Jesus,Thompson,Buckner,Kingman,Martin,Ontiveros,Foote,Sizemore,pitcher
78,Jesus,Sizemore,Buckner,Kingman,Martin,Vail,Ontiveros,Blackwell,pitcher
79,Jesus,Thompson,Buckner,Henderson,Martin,Ontiveros,Foote,Sizemore,pitcher
80,Jesus,Thompson,Buckner,Martin,Biittner,Ontiveros,Foote,Sizemore,pitcher
