number,one,two,three,four,five,six,seven,eight,nine
1,Schenz,Waitkus,Jeffcoat,Pafko,Cavarretta,Nicholson,McCullough,Smalley,pitcher
2,Schenz,Waitkus,Jeffcoat,Pafko,Aberson,Nicholson,McCullough,Smalley,pitcher
3,Schenz,Waitkus,Jeffcoat,Pafko,Aberson,Nicholson,McCullough,Smalley,pitcher
4,Schenz,Waitkus,Jeffcoat,Pafko,Aberson,Nicholson,McCullough,Smalley,pitcher
5,Schenz,Waitkus,Jeffcoat,Pafko,McCullough,Nicholson,Aberson,Smalley,pitcher
6,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,McCullough,Aberson,Smalley,pitcher
7,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Aberson,McCullough,Smalley,pitcher
8,Schenz,Waitkus,Jeffcoat,Pafko,Aberson,Nicholson,McCullough,Smalley,pitcher
9,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Aberson,McCullough,Smalley,pitcher
10,Schenz,Waitkus,Jeffcoat,Cavarretta,Nicholson,McCullough,Johnson,Smalley,pitcher
11,Schenz,Waitkus,Jeffcoat,Cavarretta,McCullough,Nicholson,Johnson,Smalley,pitcher
12,Schenz,Waitkus,Jeffcoat,Cavarretta,Nicholson,Lowrey,McCullough,Smalley,pitcher
13,Schenz,Waitkus,Jeffcoat,Cavarretta,Nicholson,Lowrey,McCullough,Smalley,pitcher
14,Schenz,Waitkus,Jeffcoat,Cavarretta,Nicholson,Lowrey,McCullough,Smalley,pitcher
15,Schenz,Waitkus,Jeffcoat,Cavarretta,Lowrey,Nicholson,McCullough,Smalley,pitcher
16,Schenz,Waitkus,Jeffcoat,Maddern,Lowrey,Nicholson,Scheffing,Smalley,pitcher
17,Schenz,Waitkus,Jeffcoat,Maddern,Lowrey,Nicholson,Scheffing,Smalley,pitcher
18,Schenz,Waitkus,Jeffcoat,Maddern,Nicholson,Lowrey,Scheffing,Smalley,pitcher
19,Schenz,Waitkus,Jeffcoat,Pafko,Maddern,Nicholson,Scheffing,Smalley,pitcher
20,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Scheffing,Maddern,Smalley,pitcher
21,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Scheffing,Maddern,Smalley,pitcher
22,Schenz,Waitkus,Jeffcoat,Pafko,Scheffing,Nicholson,Maddern,Smalley,pitcher
23,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Scheffing,Maddern,Smalley,pitcher
24,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Scheffing,Maddern,Smalley,pitcher
25,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Scheffing,Maddern,Smalley,pitcher
26,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Scheffing,Maddern,Smalley,pitcher
27,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Scheffing,Maddern,Smalley,pitcher
28,Schenz,Waitkus,Lowrey,Pafko,Nicholson,Walker,Maddern,Smalley,pitcher
29,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Maddern,Scheffing,Smalley,pitcher
30,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Maddern,Scheffing,Smalley,pitcher
31,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Maddern,Scheffing,Smalley,pitcher
32,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Maddern,Scheffing,Smalley,pitcher
33,Schenz,Waitkus,Jeffcoat,Pafko,Lowrey,Maddern,McCullough,Cross,pitcher
34,Schenz,Waitkus,Jeffcoat,Pafko,Cavarretta,Nicholson,McCullough,Cross,pitcher
35,Schenz,Waitkus,Jeffcoat,Pafko,Cavarretta,Lowrey,McCullough,Cross,pitcher
36,Schenz,Waitkus,Jeffcoat,Pafko,Cavarretta,Lowrey,Walker,Cross,pitcher
37,Schenz,Waitkus,Jeffcoat,Pafko,Cavarretta,Lowrey,McCullough,Culler,pitcher
38,Schenz,Waitkus,Jeffcoat,Pafko,Cavarretta,Lowrey,McCullough,Culler,pitcher
39,Schenz,Waitkus,Jeffcoat,Pafko,Cavarretta,Walker,Lowrey,Culler,pitcher
40,Schenz,Waitkus,Jeffcoat,Pafko,Scheffing,Cavarretta,Maddern,Culler,pitcher
41,Schenz,Waitkus,Jeffcoat,Pafko,Cavarretta,Walker,Maddern,Smalley,pitcher
42,Schenz,Waitkus,Jeffcoat,Pafko,Cavarretta,Scheffing,Maddern,Smalley,pitcher
43,Schenz,Waitkus,Jeffcoat,Pafko,Scheffing,Cavarretta,Maddern,Cross,pitcher
44,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Cavarretta,Scheffing,Culler,pitcher
45,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Scheffing,Mauch,pitcher
46,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,McCullough,Mauch,pitcher
47,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Scheffing,Mauch,pitcher
48,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Scheffing,Mauch,pitcher
49,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Scheffing,Mauch,pitcher
50,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Scheffing,Mauch,pitcher
51,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Scheffing,Mauch,pitcher
52,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Scheffing,Mauch,pitcher
53,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,McCullough,Mauch,pitcher
54,Mauch,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Walker,Culler,pitcher
55,Mauch,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Walker,Culler,pitcher
56,Mauch,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Scheffing,Culler,pitcher
57,Mauch,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Scheffing,Culler,pitcher
58,Mauch,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Walker,Culler,pitcher
59,Mauch,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Walker,Culler,pitcher
60,Mauch,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Walker,Culler,pitcher
61,Mauch,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Scheffing,Culler,pitcher
62,Mauch,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Walker,Culler,pitcher
63,Mauch,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Scheffing,Culler,pitcher
64,Mauch,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Walker,Culler,pitcher
65,Mauch,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Walker,Culler,pitcher
66,Mauch,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Walker,Culler,pitcher
67,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Walker,Culler,pitcher
68,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Scheffing,Culler,pitcher
69,Schenz,Waitkus,Jeffcoat,Pafko,Cavarretta,Lowrey,Scheffing,Culler,pitcher
70,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Walker,Smalley,pitcher
71,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Scheffing,Smalley,pitcher
72,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Lowrey,Scheffing,Smalley,pitcher
73,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Cavarretta,Walker,Smalley,pitcher
74,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Cavarretta,Walker,Smalley,pitcher
75,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Cavarretta,Scheffing,Smalley,pitcher
76,Schenz,Waitkus,Jeffcoat,Pafko,Nicholson,Cavarretta,Scheffing,Smalley,pitcher
77,Mauch,Waitkus,Jeffcoat,Pafko,Nicholson,Cavarretta,Scheffing,Smalley,pitcher
78,Mauch,Waitkus,Jeffcoat,Pafko,Nicholson,Cavarretta,Walker,Smalley,pitcher
