number,one,two,three,four,five,six,seven,eight,nine
1,Beckert,Pena,Williams,Santo,Altman,Banks,Clemens,Bertell,pitcher
2,Beckert,Pena,Williams,Santo,Altman,Banks,Clemens,Bertell,pitcher
3,Beckert,Pena,Williams,Santo,Altman,Banks,Clemens,Bertell,pitcher
4,Beckert,Pena,Williams,Santo,Altman,Banks,Clemens,Bertell,pitcher
5,Beckert,Pena,Williams,Santo,Altman,Banks,Clemens,Bertell,pitcher
6,Beckert,Pena,Williams,Santo,Altman,Banks,Clemens,Bertell,pitcher
7,Beckert,Pena,Williams,Santo,Altman,Banks,Clemens,Bertell,pitcher
8,Beckert,Pena,Williams,Santo,Altman,Banks,Clemens,Bertell,pitcher
9,Beckert,Pena,Williams,Santo,Altman,Banks,Clemens,Bertell,pitcher
10,Beckert,Pena,Williams,Santo,Altman,Banks,Clemens,Bertell,pitcher
11,Beckert,Pena,Williams,Santo,Altman,Banks,Clemens,Bertell,pitcher
12,Beckert,Pena,Williams,Santo,Altman,Banks,Clemens,Roznovsky,pitcher
13,Beckert,Pena,Williams,Santo,Altman,Banks,Clemens,Bertell,pitcher
14,Beckert,Pena,Williams,Santo,Altman,Banks,Clemens,Bertell,pitcher
15,Beckert,Pena,Williams,Santo,Altman,Banks,Clemens,Bertell,pitcher
16,Beckert,Pena,Williams,Santo,Altman,Banks,Gabrielson,Bertell,pitcher
17,Beckert,Pena,Williams,Santo,Altman,Banks,Gabrielson,Bertell,pitcher
18,Beckert,Altman,Williams,Santo,Banks,Gabrielson,Pena,Bertell,pitcher
19,Beckert,Altman,Williams,Santo,Banks,Gabrielson,Pena,Bertell,pitcher
20,Beckert,Altman,Williams,Santo,Banks,Gabrielson,Pena,Bertell,pitcher
21,Beckert,Altman,Williams,Santo,Banks,Gabrielson,Pena,Bertell,pitcher
22,Beckert,Altman,Williams,Santo,Banks,Clemens,Pena,Bertell,pitcher
23,Landrum,Beckert,Williams,Santo,Banks,Altman,Roznovsky,Pena,pitcher
24,Landrum,Beckert,Williams,Santo,Banks,Clemens,Roznovsky,Pena,pitcher
25,Landrum,Beckert,Williams,Santo,Banks,Clemens,Roznovsky,Pena,pitcher
26,Landrum,Beckert,Williams,Santo,Banks,Clemens,Roznovsky,Pena,pitcher
27,Landrum,Beckert,Williams,Santo,Banks,Clemens,Roznovsky,Pena,pitcher
28,Landrum,Beckert,Williams,Santo,Banks,Clemens,Roznovsky,Pena,pitcher
29,Landrum,Beckert,Williams,Santo,Banks,Clemens,Bertell,Pena,pitcher
30,Landrum,Beckert,Williams,Santo,Banks,Pena,Bertell,Clemens,pitcher
31,Landrum,Beckert,Williams,Santo,Banks,Clemens,Bertell,Pena,pitcher
32,Landrum,Beckert,Williams,Santo,Banks,Clemens,Bertell,Pena,pitcher
33,Landrum,Beckert,Williams,Santo,Banks,Clemens,Bertell,Pena,pitcher
34,Landrum,Beckert,Williams,Santo,Banks,Clemens,Roznovsky,Pena,pitcher
35,Landrum,Beckert,Williams,Santo,Banks,Clemens,Roznovsky,Pena,pitcher
36,Landrum,Beckert,Williams,Santo,Banks,Clemens,Bertell,Pena,pitcher
37,Landrum,Beckert,Williams,Santo,Banks,Clemens,Bertell,Pena,pitcher
38,Landrum,Beckert,Williams,Santo,Banks,Clemens,Bertell,Pena,pitcher
39,Landrum,Beckert,Williams,Santo,Banks,Gabrielson,Roznovsky,Pena,pitcher
40,Stewart,Beckert,Williams,Santo,Banks,Gabrielson,Roznovsky,Pena,pitcher
41,Stewart,Beckert,Williams,Santo,Clemens,Gabrielson,Roznovsky,Pena,pitcher
42,Stewart,Beckert,Williams,Santo,Banks,Clemens,Roznovsky,Pena,pitcher
43,Stewart,Beckert,Williams,Santo,Banks,Clemens,Roznovsky,Pena,pitcher
44,Stewart,Williams,Santo,Banks,Clemens,Krug,Pena,Beckert,pitcher
45,Kuenn,Williams,Santo,Banks,Clemens,Krug,Pena,Beckert,pitcher
46,Kuenn,Williams,Santo,Banks,Clemens,Bailey,Pena,Beckert,pitcher
47,Stewart,Beckert,Williams,Santo,Banks,Clemens,Krug,Pena,pitcher
48,Stewart,Beckert,Williams,Santo,Banks,Clemens,Roznovsky,Pena,pitcher
49,Kuenn,Beckert,Williams,Santo,Banks,Clemens,Krug,Pena,pitcher
50,Kuenn,Stewart,Williams,Santo,Banks,Clemens,Amalfitano,Krug,pitcher
51,Landrum,Stewart,Williams,Santo,Banks,Clemens,Bailey,Amalfitano,pitcher
52,Landrum,Stewart,Williams,Santo,Banks,Clemens,Bailey,Amalfitano,pitcher
53,Kuenn,Stewart,Williams,Santo,Banks,Krug,Clemens,Beckert,pitcher
54,Landrum,Stewart,Williams,Santo,Banks,Clemens,Krug,Beckert,pitcher
55,Landrum,Stewart,Williams,Santo,Banks,Clemens,Krug,Beckert,pitcher
56,Kuenn,Stewart,Williams,Santo,Banks,Krug,Beckert,Kessinger,pitcher
57,Kuenn,Stewart,Williams,Santo,Banks,Krug,Beckert,Kessinger,pitcher
58,Landrum,Clemens,Williams,Santo,Banks,Bailey,Beckert,Kessinger,pitcher
59,Beckert,Landrum,Williams,Santo,Banks,Altman,Krug,Kessinger,pitcher
60,Beckert,Landrum,Williams,Santo,Banks,Altman,Krug,Kessinger,pitcher
61,Beckert,Landrum,Williams,Santo,Banks,Altman,Krug,Kessinger,pitcher
62,Beckert,Landrum,Williams,Santo,Banks,Altman,Roznovsky,Kessinger,pitcher
63,Beckert,Landrum,Williams,Santo,Banks,Altman,Roznovsky,Kessinger,pitcher
64,Beckert,Landrum,Williams,Santo,Banks,Clemens,Roznovsky,Kessinger,pitcher
65,Beckert,Clemens,Williams,Santo,Banks,Altman,Bailey,Kessinger,pitcher
66,Kuenn,Beckert,Williams,Santo,Banks,Clemens,Krug,Kessinger,pitcher
67,Beckert,Clemens,Williams,Santo,Banks,Altman,Roznovsky,Kessinger,pitcher
68,Kuenn,Beckert,Williams,Santo,Banks,Clemens,Krug,Kessinger,pitcher
69,Beckert,Clemens,Williams,Santo,Banks,Altman,Roznovsky,Kessinger,pitcher
70,Beckert,Clemens,Williams,Santo,Banks,Altman,Roznovsky,Kessinger,pitcher
71,Kuenn,Beckert,Williams,Santo,Banks,Clemens,Krug,Kessinger,pitcher
