number,one,two,three,four,five,six,seven,eight,nine
1,Dernier,Trillo,Sandberg,Moreland,Durham,Davis,Dayett,Dunston,pitcher
2,Dernier,Trillo,Sandberg,Moreland,Durham,Davis,Dayett,Dunston,pitcher
3,Dernier,Matthews,Sandberg,Moreland,Durham,Davis,Cey,Dunston,pitcher
4,Dernier,Lopes,Sandberg,Moreland,Durham,Davis,Trillo,Dunston,pitcher
5,Dernier,Trillo,Sandberg,Durham,Moreland,Mumphrey,Davis,Dunston,pitcher
6,Dernier,Matthews,Sandberg,Moreland,Durham,Davis,Cey,Dunston,pitcher
7,Dernier,Matthews,Sandberg,Moreland,Durham,Davis,Cey,Dunston,pitcher
8,Dernier,Matthews,Sandberg,Moreland,Durham,Davis,Cey,Dunston,pitcher
9,Dernier,Matthews,Sandberg,Moreland,Durham,Davis,Cey,Dunston,pitcher
10,Lopes,Dunston,Sandberg,Moreland,Durham,Mumphrey,Davis,Dernier,pitcher
11,Dunston,Lopes,Sandberg,Moreland,Durham,Matthews,Davis,Dernier,pitcher
12,Dunston,Lopes,Sandberg,Moreland,Durham,Matthews,Davis,Dernier,pitcher
13,Dunston,Trillo,Sandberg,Moreland,Durham,Mumphrey,Davis,Dernier,pitcher
14,Dunston,Mumphrey,Sandberg,Moreland,Durham,Davis,Cey,Dernier,pitcher
15,Dernier,Speier,Sandberg,Moreland,Durham,Mumphrey,Christmas,Dunston,pitcher
16,Dernier,Bosley,Sandberg,Moreland,Durham,Cey,Davis,Speier,pitcher
17,Dunston,Lopes,Sandberg,Moreland,Bosley,Davis,Christmas,Dernier,pitcher
18,Dernier,Lopes,Sandberg,Moreland,Mumphrey,Davis,Matthews,Speier,pitcher
19,Dernier,Lopes,Sandberg,Moreland,Mumphrey,Davis,Matthews,Dunston,pitcher
20,Dunston,Lopes,Sandberg,Moreland,Matthews,Davis,Cey,Dernier,pitcher
21,Dunston,Francona,Sandberg,Moreland,Davis,Cey,Matthews,Dernier,pitcher
22,Dunston,Francona,Sandberg,Moreland,Davis,Cey,Matthews,Dernier,pitcher
23,Dunston,Francona,Sandberg,Moreland,Davis,Cey,Matthews,Dernier,pitcher
24,Dunston,Francona,Sandberg,Moreland,Mumphrey,Davis,Speier,Dernier,pitcher
25,Dunston,Matthews,Sandberg,Moreland,Durham,Davis,Cey,Dernier,pitcher
26,Dunston,Matthews,Sandberg,Moreland,Durham,Davis,Cey,Dernier,pitcher
27,Dunston,Matthews,Sandberg,Moreland,Durham,Davis,Cey,Mumphrey,pitcher
28,Dunston,Matthews,Sandberg,Moreland,Durham,Davis,Cey,Mumphrey,pitcher
29,Dunston,Matthews,Sandberg,Moreland,Durham,Cey,Davis,Mumphrey,pitcher
30,Dunston,Lopes,Sandberg,Moreland,Cey,Durham,Davis,Dernier,pitcher
31,Dunston,Matthews,Sandberg,Moreland,Durham,Cey,Davis,Dernier,pitcher
32,Dunston,Matthews,Sandberg,Moreland,Durham,Cey,Davis,Dernier,pitcher
33,Dunston,Matthews,Sandberg,Moreland,Cey,Durham,Davis,Dernier,pitcher
34,Dunston,Lopes,Sandberg,Moreland,Durham,Mumphrey,Davis,Dernier,pitcher
35,Dernier,Lopes,Sandberg,Moreland,Cey,Matthews,Davis,Dunston,pitcher
36,Dernier,Lopes,Sandberg,Moreland,Durham,Mumphrey,Davis,Dunston,pitcher
37,Dernier,Matthews,Sandberg,Moreland,Durham,Mumphrey,Davis,Dunston,pitcher
38,Bosley,Matthews,Sandberg,Moreland,Durham,Mumphrey,Davis,Dunston,pitcher
39,Dernier,Lopes,Sandberg,Moreland,Durham,Cey,Davis,Dunston,pitcher
40,Dernier,Matthews,Sandberg,Moreland,Durham,Cey,Davis,Dunston,pitcher
41,Dernier,Francona,Sandberg,Durham,Cey,Mumphrey,Davis,Dunston,pitcher
42,Dunston,Lopes,Sandberg,Moreland,Durham,Mumphrey,Davis,Trillo,pitcher
43,Dunston,Lopes,Sandberg,Moreland,Cey,Durham,Davis,Dernier,pitcher
