number,one,two,three,four,five,six,seven,eight,nine
1,Hall,Sandberg,Buckner,Durham,Cey,Moreland,Davis,Bowa,pitcher
2,Hall,Sandberg,Buckner,Durham,Cey,Moreland,Davis,Bowa,pitcher
3,Hall,Sandberg,Buckner,Durham,Cey,Moreland,Davis,Bowa,pitcher
4,Hall,Sandberg,Buckner,Durham,Cey,Thompson,Davis,Bowa,pitcher
5,Sandberg,Bowa,Buckner,Durham,Cey,Moreland,Thompson,Davis,pitcher
6,Sandberg,Woods,Buckner,Cey,Nordhagen,Morales,Davis,Bowa,pitcher
7,Sandberg,Thompson,Buckner,Durham,Cey,Moreland,Davis,Bowa,pitcher
8,Sandberg,Thompson,Buckner,Durham,Cey,Moreland,Davis,Bowa,pitcher
9,Sandberg,Bowa,Buckner,Cey,Durham,Moreland,Nordhagen,Davis,pitcher
10,Sandberg,Bowa,Buckner,Cey,Durham,Moreland,Nordhagen,Davis,pitcher
11,Thompson,Sandberg,Buckner,Durham,Cey,Moreland,Davis,Bowa,pitcher
12,Woods,Kennedy,Buckner,Cey,Moreland,Nordhagen,Davis,Bowa,pitcher
13,Woods,Sandberg,Buckner,Durham,Cey,Moreland,Davis,Bowa,pitcher
14,Woods,Sandberg,Buckner,Cey,Durham,Moreland,Davis,Bowa,pitcher
15,Woods,Sandberg,Buckner,Durham,Cey,Thompson,Bowa,Lake,pitcher
16,Woods,Sandberg,Buckner,Durham,Cey,Moreland,Bowa,Lake,pitcher
17,Woods,Sandberg,Buckner,Cey,Durham,Moreland,Davis,Bowa,pitcher
18,Woods,Sandberg,Buckner,Durham,Cey,Moreland,Davis,Bowa,pitcher
19,Sandberg,Bowa,Buckner,Durham,Cey,Moreland,Johnstone,Davis,pitcher
20,Woods,Sandberg,Buckner,Cey,Durham,Moreland,Davis,Bowa,pitcher
21,Sandberg,Bowa,Buckner,Durham,Cey,Moreland,Thompson,Davis,pitcher
22,Woods,Sandberg,Buckner,Durham,Cey,Moreland,Davis,Bowa,pitcher
23,Sandberg,Morales,Buckner,Cey,Moreland,Nordhagen,Davis,Bowa,pitcher
24,Sandberg,Morales,Buckner,Moreland,Durham,Cey,Davis,Bowa,pitcher
25,Bowa,Thompson,Buckner,Durham,Moreland,Cey,Davis,Kennedy,pitcher
26,Woods,Bowa,Buckner,Moreland,Cey,Morales,Lake,Kennedy,pitcher
27,Sandberg,Bowa,Buckner,Durham,Moreland,Cey,Thompson,Davis,pitcher
28,Sandberg,Bowa,Buckner,Moreland,Cey,Thompson,Morales,Davis,pitcher
29,Sandberg,Bowa,Buckner,Durham,Moreland,Cey,Thompson,Davis,pitcher
30,Sandberg,Bowa,Buckner,Durham,Moreland,Cey,Thompson,Davis,pitcher
31,Woods,Bowa,Buckner,Moreland,Cey,Durham,Davis,Sandberg,pitcher
32,Sandberg,Bowa,Buckner,Durham,Moreland,Cey,Thompson,Davis,pitcher
33,Sandberg,Bowa,Buckner,Durham,Moreland,Cey,Johnstone,Davis,pitcher
34,Sandberg,Bowa,Buckner,Durham,Moreland,Cey,Johnstone,Davis,pitcher
35,Sandberg,Bowa,Buckner,Durham,Moreland,Cey,Nordhagen,Davis,pitcher
36,Sandberg,Bowa,Buckner,Durham,Moreland,Cey,Johnstone,Davis,pitcher
37,Sandberg,Bowa,Buckner,Durham,Moreland,Cey,Johnstone,Davis,pitcher
