year_ID,player_ID,name_common,age,team_ID,lg_ID,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,TB,GIDP,HBP,SH,SF,IBB,pos_summary
1962,aaronha01,Hank Aaron,28,MLN,NL,156,667,592,127,191,28,6,45,128,15,7,66,73,.323,.390,.618,1.008,170,366,14,3,0,6,14,*89/3
1962,aaronto01,Tommie Aaron,22,MLN,NL,141,382,334,54,77,20,2,8,38,6,0,41,58,.231,.312,.374,.686,86,125,10,0,4,3,0,*37/45
1962,adairje01,Jerry Adair,25,BAL,AL,139,573,538,67,153,29,4,11,48,7,7,27,77,.284,.319,.414,.734,102,223,15,2,4,3,1,*64/5
1962,adcocjo01,Joe Adcock,34,MLN,NL,121,447,391,48,97,12,1,29,78,2,0,50,91,.248,.333,.506,.839,125,198,18,1,2,3,8,*3
1962,ageeto01,Tommie Agee,19,CLE,AL,5,14,14,0,3,0,0,0,2,0,0,0,4,.214,.214,.214,.429,18,3,0,0,0,0,0,/78
1962,aguirha01,Hank Aguirre,31,DET,AL,42,80,75,0,2,0,0,0,1,0,0,1,46,.027,.039,.027,.066,-82,2,1,0,4,0,0,1
1962,allenbe01,Bernie Allen,23,MIN,AL,159,646,573,79,154,27,7,12,64,0,1,62,82,.269,.338,.403,.741,96,231,9,0,7,4,10,*4
1962,allenbo04,Bob Allen,24,CLE,AL,30,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1962,allisbo01,Bob Allison,27,MIN,AL,149,613,519,102,138,24,8,29,102,8,5,84,115,.266,.370,.511,.881,131,265,9,4,3,3,0,*9/87
1962,aloufe01,Felipe Alou,27,SFG,NL,154,605,561,96,177,30,3,25,98,10,7,33,66,.316,.356,.513,.869,132,288,4,5,2,5,2,*97/8
1962,alouma01,Matty Alou,23,SFG,NL,78,213,195,28,57,8,1,3,14,3,1,14,17,.292,.349,.390,.739,99,76,3,3,1,0,0,79/8
1962,altmage01,George Altman,29,CHC,NL,147,603,534,74,170,27,5,22,74,19,7,62,89,.318,.393,.511,.904,137,273,8,5,0,2,14,*93/8
1962,alusige01,George Alusik,27,TOT,AL,92,230,211,29,57,10,1,11,35,1,1,16,29,.270,.323,.483,.807,111,102,4,1,1,1,1,79/3
1962,alusige01,George Alusik,27,DET,AL,2,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,
1962,alusige01,George Alusik,27,KCA,AL,90,228,209,29,57,10,1,11,35,1,1,16,29,.273,.326,.488,.814,113,102,4,1,1,1,1,79/3
1962,alvarro01,Rogelio Alvarez,24,CIN,NL,14,29,28,1,6,0,0,0,2,0,0,1,10,.214,.241,.214,.456,22,6,0,0,0,0,0,3
1962,alvisma01,Max Alvis,24,CLE,AL,12,53,51,1,11,2,0,0,3,3,1,2,13,.216,.245,.255,.500,37,13,0,0,0,0,0,5
1962,amalfjo01,Joey Amalfitano,28,HOU,NL,117,435,380,44,90,12,5,1,27,4,4,45,43,.237,.317,.303,.620,73,115,13,1,5,3,5,*4/5
1962,amaroru01,Ruben Amaro,26,PHI,NL,79,265,226,24,55,10,0,0,19,5,2,30,28,.243,.330,.288,.617,70,65,6,1,4,4,4,6/3
1962,anderbo01,Bob Anderson,26,CHC,NL,57,27,23,1,3,0,1,0,1,0,0,2,10,.130,.200,.217,.417,11,5,1,0,2,0,0,1
1962,andercr01,Craig Anderson,23,NYM,NL,50,36,32,2,3,0,0,0,0,0,0,1,12,.094,.121,.094,.215,-41,3,0,0,3,0,0,1
1962,anderjo02,John Anderson,32,TOT,NL,15,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
