year_ID,player_ID,name_common,age,team_ID,lg_ID,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,TB,GIDP,HBP,SH,SF,IBB,pos_summary
1950,aberal01,Al Aber,22,CLE,AL,1,3,2,0,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,-7,0,0,0,0,,0,/1
1950,abramca01,Cal Abrams,26,BRO,NL,38,54,44,5,9,1,0,0,4,0,2,9,13,.205,.340,.227,.567,51,10,0,0,1,,0,/789
1950,adamsbo03,Bobby Adams,28,CIN,NL,115,394,348,57,98,21,8,3,25,7,5,43,29,.282,.361,.414,.774,103,144,2,0,3,,0,45
1950,adamshe01,Herb Adams,22,CHW,AL,34,133,118,12,24,2,3,0,2,3,0,12,7,.203,.288,.271,.559,46,32,2,2,1,,0,8
1950,adcocjo01,Joe Adcock,22,CIN,NL,102,398,372,46,109,16,1,8,55,2,6,24,24,.293,.336,.406,.742,94,151,12,0,3,,1,73/9
1950,addisbo01,Bob Addis,24,BSN,NL,16,31,28,7,7,1,0,0,2,1,0,3,5,.250,.323,.286,.608,66,8,0,0,0,,1,/798
1950,albreed01,Ed Albrecht,21,SLB,AL,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,,0,/1
1950,alomalu01,Luis Aloma,27,CHW,AL,42,16,15,0,1,0,0,0,1,0,0,0,6,.067,.067,.067,.133,-65,1,1,0,1,,0,1
1950,antonjo02,Johnny Antonelli,20,BSN,NL,20,16,16,1,2,0,0,0,1,0,0,0,3,.125,.125,.125,.250,-32,2,1,0,0,,0,1
1950,applilu01,Luke Appling,43,CHW,AL,50,144,128,11,30,3,4,0,13,2,0,12,8,.234,.300,.320,.620,61,41,7,0,4,,0,63/4
1950,arftha01,Hank Arft,28,SLB,AL,98,332,280,45,75,16,4,1,32,3,2,46,48,.268,.375,.364,.739,87,102,3,2,4,,1,3
1950,ashburi01,Richie Ashburn,23,PHI,NL,151,670,594,84,180,25,14,2,41,14,9,63,32,.303,.372,.402,.774,105,239,11,2,11,,0,*8
1950,astrojo01,Joe Astroth,27,PHA,AL,39,128,110,11,36,3,1,1,18,0,0,18,3,.327,.422,.400,.822,113,44,7,0,0,,2,2
1950,atkinja01,James Atkins,29,BOS,AL,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,,0,/1
1950,avilabo01,Bobby Avila,26,CLE,AL,80,239,201,39,60,10,2,1,21,5,0,29,17,.299,.390,.383,.773,102,77,8,1,8,,0,4/6
