number,one,two,three,four,five,six,seven,eight,nine
1,Adams,Heathcote,Webb,Wilson,Stephenson,Grimm,Gonzalez,Cooney,pitcher
2,Adams,Heathcote,Webb,Wilson,Stephenson,Grimm,Hartnett,Cooney,pitcher
3,Adams,Heathcote,Webb,Wilson,Stephenson,Grimm,Gonzalez,Cooney,pitcher
4,Adams,Heathcote,Webb,Wilson,Stephenson,Grimm,Hartnett,Cooney,pitcher
5,Adams,Heathcote,Webb,Wilson,Stephenson,Grimm,Gonzalez,Cooney,pitcher
6,Adams,Heathcote,Webb,Wilson,Stephenson,Grimm,Hartnett,Cooney,pitcher
7,Adams,Scott,Stephenson,Wilson,Grimm,Freigau,Hartnett,Cooney,pitcher
8,Adams,Heathcote,Webb,Wilson,Grimm,Freigau,Gonzalez,Cooney,pitcher
9,Adams,Scott,Stephenson,Wilson,Grimm,Freigau,Hartnett,Cooney,pitcher
10,Adams,Scott,Stephenson,Wilson,Grimm,Freigau,Hartnett,Cooney,pitcher
11,Adams,Heathcote,Stephenson,Wilson,Grimm,Freigau,Gonzalez,Cooney,pitcher
12,Adams,English,Webb,Wilson,Stephenson,Grimm,Freigau,Hartnett,pitcher
13,Adams,English,Webb,Wilson,Stephenson,Grimm,Freigau,Hartnett,pitcher
14,Adams,English,Webb,Wilson,Stephenson,Grimm,Freigau,Hartnett,pitcher
15,Adams,English,Webb,Wilson,Stephenson,Grimm,Freigau,Hartnett,pitcher
16,Adams,English,Webb,Wilson,Stephenson,Grimm,Freigau,Hartnett,pitcher
17,Adams,English,Webb,Wilson,Stephenson,Grimm,Freigau,Hartnett,pitcher
18,Adams,English,Webb,Wilson,Stephenson,Grimm,Freigau,Hartnett,pitcher
19,Adams,English,Webb,Wilson,Stephenson,Grimm,Freigau,Hartnett,pitcher
20,Adams,Cooney,Webb,Wilson,Stephenson,Grimm,Freigau,Hartnett,pitcher
21,Adams,Cooney,Webb,Wilson,Stephenson,Grimm,Freigau,Hartnett,pitcher
22,Adams,Cooney,Webb,Wilson,Stephenson,Grimm,Hartnett,Wilke,pitcher
23,Adams,Cooney,Webb,Wilson,Stephenson,Grimm,Hartnett,Wilke,pitcher
24,Adams,Cooney,Webb,Wilson,Stephenson,Grimm,Hartnett,Wilke,pitcher
