year_ID,player_ID,name_common,age,team_ID,lg_ID,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,TB,GIDP,HBP,SH,SF,IBB,pos_summary
1898,abbated01,Ed Abbaticchio,21,PHI,NL,25,102,92,9,21,4,0,0,14,4,,7,15,.228,.290,.272,.562,64,25,,1,2,,,5/4O
1898,altroni01,Nick Altrock,21,LOU,NL,11,32,29,4,7,0,0,0,2,1,,2,6,.241,.313,.241,.554,60,7,,1,0,,,1
1898,amoledo01,Doc Amole,24,WHS,NL,7,21,20,4,2,0,0,0,0,0,,1,4,.100,.143,.100,.243,-30,2,,0,0,,,/1
1898,anderjo01,John Anderson,24,TOT,NL,135,569,520,82,153,33,22,9,81,20,,29,26,.294,.348,.494,.842,140,257,,14,6,,,*O3
1898,anderjo01,John Anderson,24,BRO,NL,6,23,21,1,3,2,0,0,2,0,,1,4,.143,.217,.238,.455,30,5,,1,0,,,O/3
1898,anderjo01,John Anderson,24,WHS,NL,110,471,430,70,131,28,18,9,71,18,,23,19,.305,.357,.516,.873,149,222,,12,6,,,O3
1898,anderjo01,John Anderson,24,BRO,NL,19,75,69,11,19,3,4,0,8,2,,5,3,.275,.333,.435,.768,119,30,,1,0,,,
1898,bakerki01,Kirtley Baker,29,WHS,NL,6,21,18,3,5,0,1,0,3,0,,3,4,.278,.381,.389,.770,120,7,,0,0,,,/1
1898,ballar01,Art Ball,26,BLN,NL,32,91,81,7,15,2,0,0,8,2,,7,10,.185,.258,.210,.468,33,17,,1,2,,,56/4O
1898,batesfr01,Frank Bates,21,CLV,NL,4,13,9,2,1,0,0,0,1,0,,3,2,.111,.333,.111,.444,31,1,,0,1,,,/1
1898,beckebo01,Bob Becker,22,PHI,NL,1,2,1,0,0,0,0,0,0,0,,1,1,.000,.500,.000,.500,48,0,,0,0,,,/1
1898,becklja01,Jake Beckley,30,CIN,NL,118,506,459,86,135,20,12,4,72,6,,28,27,.294,.348,.416,.764,112,191,,10,9,,,*3
1898,bergema01,Marty Bergen,26,BSN,NL,120,469,446,62,125,16,5,3,60,9,,13,29,.280,.302,.359,.661,85,160,,1,9,,,*2/3
1898,beeched02,Ed Biecher,22,CLV,NL,8,26,25,1,5,2,0,0,0,0,,0,1,.200,.200,.280,.480,39,7,,0,1,,,/O
1898,bierblo01,Lou Bierbauer,32,STL,NL,4,10,9,0,0,0,0,0,0,0,,1,3,.000,.100,.000,.100,-71,0,,0,0,,,/456
1898,blakeha01,Harry Blake,24,CLV,NL,136,567,474,65,116,18,7,0,58,12,,69,26,.245,.342,.312,.654,91,148,,1,23,,,*O/3
1898,bowerfr01,Frank Bowerman,29,TOT,NL,74,271,257,22,73,7,3,0,30,5,,9,10,.284,.313,.335,.648,87,86,,2,3,,,2/3
1898,bowerfr01,Frank Bowerman,29,BLN,NL,5,19,16,5,7,1,0,0,1,1,,2,1,.438,.526,.500,1.026,192,8,,1,0,,,/2
1898,bowerfr01,Frank Bowerman,29,PIT,NL,69,252,241,17,66,6,3,0,29,4,,7,9,.274,.297,.324,.621,79,78,,1,3,,,2/3
1898,boyleja01,Jack Boyle,32,PHI,NL,6,24,22,0,2,0,1,0,3,0,,1,1,.091,.130,.182,.312,-9,4,,0,1,,,/32
1898,branski01,Kitty Bransfield,23,BSN,NL,5,9,9,2,2,0,1,0,1,0,,0,0,.222,.222,.444,.667,86,4,,0,0,,,/23
1898,breitte01,Theodore Breitenstein,29,CIN,NL,41,142,121,16,26,2,1,0,17,0,,16,9,.215,.307,.248,.555,55,30,,0,5,,,1/O
1898,briggbu01,Buttons Briggs,22,CHC,NL,4,14,14,2,6,1,0,0,1,0,,0,1,.429,.429,.500,.929,165,7,,0,0,,,/1
