number,one,two,three,four,five,six,seven,eight,nine
1,Jesus,Cardenal,Biittner,Murcer,Morales,Ontiveros,Swisher,Trillo,pitcher
2,Jesus,Cardenal,Biittner,Murcer,Morales,Ontiveros,Mitterwald,Trillo,pitcher
3,Jesus,Cardenal,Biittner,Murcer,Morales,Ontiveros,Mitterwald,Trillo,pitcher
4,Jesus,Cardenal,Biittner,Murcer,Morales,Ontiveros,Mitterwald,Trillo,pitcher
5,Jesus,Cardenal,Biittner,Murcer,Morales,Ontiveros,Mitterwald,Trillo,pitcher
6,Jesus,Cardenal,Biittner,Murcer,Morales,Ontiveros,Mitterwald,Trillo,pitcher
7,Jesus,Cardenal,Biittner,Murcer,Morales,Ontiveros,Mitterwald,Trillo,pitcher
8,Jesus,Cardenal,Biittner,Murcer,Morales,Ontiveros,Mitterwald,Trillo,pitcher
9,Jesus,Trillo,Biittner,Murcer,Morales,Ontiveros,Wallis,Mitterwald,pitcher
10,Jesus,Trillo,Biittner,Murcer,Morales,Ontiveros,Gross,Swisher,pitcher
11,Jesus,Cardenal,Buckner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
12,Jesus,Cardenal,Buckner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
13,Kelleher,Cardenal,Buckner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
14,Jesus,Cardenal,Buckner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
15,Jesus,Cardenal,Buckner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
16,Jesus,Cardenal,Buckner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
17,Jesus,Gross,Buckner,Murcer,Trillo,Wallis,Ontiveros,Mitterwald,pitcher
18,Jesus,Gross,Buckner,Murcer,Wallis,Trillo,Ontiveros,Mitterwald,pitcher
19,Jesus,Gross,Buckner,Murcer,Wallis,Trillo,Ontiveros,Mitterwald,pitcher
20,Jesus,Cardenal,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
21,Jesus,Cardenal,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
22,Jesus,Cardenal,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
23,Jesus,Cardenal,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
24,Jesus,Gross,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
25,Jesus,Clines,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
26,Jesus,Gross,Biittner,Murcer,Morales,Ontiveros,Mitterwald,Kelleher,pitcher
27,Jesus,Clines,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
28,Jesus,Gross,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
29,Jesus,Gross,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
30,Jesus,Gross,Biittner,Murcer,Morales,Trillo,Ontiveros,Swisher,pitcher
31,Jesus,Clines,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
32,Jesus,Clines,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
33,Jesus,Gross,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
34,Jesus,Clines,Biittner,Murcer,Ontiveros,Trillo,Swisher,Wallis,pitcher
35,Jesus,Gross,Biittner,Trillo,Clines,Swisher,Wallis,Rosello,pitcher
36,Jesus,Gross,Biittner,Trillo,Clines,Wallis,Mitterwald,Rosello,pitcher
37,Jesus,Clines,Biittner,Murcer,Morales,Trillo,Ontiveros,Swisher,pitcher
38,Jesus,Clines,Biittner,Murcer,Morales,Trillo,Ontiveros,Swisher,pitcher
39,Jesus,Gross,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
40,Jesus,Clines,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
41,Jesus,Clines,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
42,Jesus,Clines,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
43,Jesus,Cardenal,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
44,Jesus,Cardenal,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
45,Jesus,Cardenal,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
46,Jesus,Clines,Biittner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
47,Jesus,Biittner,Clines,Murcer,Morales,Trillo,Rosello,Mitterwald,pitcher
48,Jesus,Gross,Biittner,Murcer,Morales,Trillo,Rosello,Mitterwald,pitcher
49,Jesus,Biittner,Buckner,Murcer,Morales,Trillo,Rosello,Mitterwald,pitcher
50,Jesus,Clines,Buckner,Murcer,Morales,Trillo,Rosello,Mitterwald,pitcher
51,Jesus,Biittner,Buckner,Murcer,Morales,Trillo,Rosello,Mitterwald,pitcher
52,Jesus,Biittner,Buckner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
53,Jesus,Biittner,Clines,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
54,Jesus,Biittner,Buckner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
55,Jesus,Clines,Buckner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
56,Jesus,Biittner,Buckner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
57,Jesus,Clines,Buckner,Murcer,Morales,Trillo,Ontiveros,Mitterwald,pitcher
