number,one,two,three,four,five,six,seven,eight,nine
1,Statz,Hollocher,Kelleher,Grimes,Friberg,Miller,Krug,Hartnett,pitcher
2,Statz,Hollocher,Kelleher,Grimes,Callaghan,Miller,Krug,Hartnett,pitcher
3,Statz,Hollocher,Kelleher,Grimes,Callaghan,Miller,Krug,Hartnett,pitcher
4,Statz,Hollocher,Kelleher,Grimes,Friberg,Miller,Krug,O'Farrell,pitcher
5,Statz,Hollocher,Kelleher,Grimes,Callaghan,Miller,Krug,O'Farrell,pitcher
6,Statz,Hollocher,Kelleher,Grimes,Callaghan,Miller,Krug,O'Farrell,pitcher
7,Statz,Hollocher,Kelleher,Grimes,Callaghan,Miller,Krug,Hartnett,pitcher
8,Statz,Hollocher,Kelleher,Grimes,Friberg,Miller,Krug,O'Farrell,pitcher
9,Statz,Hollocher,Kelleher,Grimes,Callaghan,Miller,Krug,O'Farrell,pitcher
10,Statz,Hollocher,Kelleher,Grimes,Callaghan,Miller,Krug,Hartnett,pitcher
11,Statz,Hollocher,Kelleher,Grimes,Friberg,Miller,Krug,O'Farrell,pitcher
12,Statz,Hollocher,Kelleher,Grimes,Callaghan,Miller,Krug,Hartnett,pitcher
13,Statz,Hollocher,Kelleher,Grimes,Callaghan,Miller,Krug,O'Farrell,pitcher
14,Statz,Hollocher,Kelleher,Grimes,Friberg,Miller,Krug,O'Farrell,pitcher
15,Statz,Hollocher,Kelleher,Grimes,Callaghan,Miller,Krug,O'Farrell,pitcher
16,Statz,Hollocher,Kelleher,Grimes,Callaghan,Miller,Krug,O'Farrell,pitcher
17,Statz,Hollocher,Kelleher,Grimes,Maisel,Miller,Krug,O'Farrell,pitcher
18,Statz,Hollocher,Kelleher,Grimes,Flack,Miller,Krug,O'Farrell,pitcher
19,Statz,Hollocher,Kelleher,Grimes,Flack,Miller,Krug,Hartnett,pitcher
20,Statz,Hollocher,Kelleher,Grimes,Flack,Miller,Krug,O'Farrell,pitcher
21,Statz,Hollocher,Kelleher,Grimes,Flack,Miller,Terry,O'Farrell,pitcher
22,Statz,Hollocher,Kelleher,Grimes,Flack,Miller,Terry,O'Farrell,pitcher
23,Statz,Hollocher,Kelleher,Grimes,Flack,Barber,Terry,O'Farrell,pitcher
24,Statz,Hollocher,Kelleher,Grimes,Friberg,Barber,Terry,O'Farrell,pitcher
25,Statz,Hollocher,Kelleher,Grimes,Friberg,Barber,Terry,O'Farrell,pitcher
26,Statz,Hollocher,Kelleher,Grimes,Maisel,Barber,Terry,O'Farrell,pitcher
27,Statz,Hollocher,Kelleher,Grimes,Barber,Maisel,Terry,O'Farrell,pitcher
28,Statz,Hollocher,Kelleher,Grimes,Friberg,Barber,Terry,O'Farrell,pitcher
29,Statz,Hollocher,Kelleher,Grimes,Friberg,Barber,Terry,O'Farrell,pitcher
30,Statz,Hollocher,Kelleher,Grimes,Friberg,Barber,Terry,O'Farrell,pitcher
31,Statz,Hollocher,Kelleher,Grimes,Friberg,Barber,Terry,O'Farrell,pitcher
32,Statz,Hollocher,Kelleher,Grimes,Flack,Barber,Terry,O'Farrell,pitcher
33,Statz,Hollocher,Kelleher,Grimes,Flack,Barber,Terry,Hartnett,pitcher
34,Statz,Hollocher,Kelleher,Grimes,Friberg,Maisel,Terry,O'Farrell,pitcher
35,Statz,Hollocher,Kelleher,Grimes,Flack,Barber,Terry,Hartnett,pitcher
36,Statz,Hollocher,Kelleher,Grimes,Flack,Barber,Terry,O'Farrell,pitcher
37,Statz,Hollocher,Krug,Grimes,Flack,Barber,Terry,O'Farrell,pitcher
38,Statz,Hollocher,Krug,Grimes,Flack,Barber,Terry,O'Farrell,pitcher
39,Statz,Hollocher,Krug,Grimes,Flack,Callaghan,Terry,Wirts,pitcher
40,Statz,Hollocher,Krug,Grimes,Flack,Terry,Barber,O'Farrell,pitcher
41,Statz,Hollocher,Krug,Grimes,Heathcote,Barber,Terry,O'Farrell,pitcher
42,Statz,Hollocher,Krug,Grimes,Heathcote,Barber,Terry,O'Farrell,pitcher
43,Statz,Hollocher,Krug,Grimes,Heathcote,Callaghan,Terry,O'Farrell,pitcher
44,Statz,Hollocher,Krug,Grimes,Friberg,Heathcote,Terry,O'Farrell,pitcher
45,Statz,Hollocher,Krug,Grimes,Heathcote,Callaghan,Terry,Hartnett,pitcher
46,Statz,Hollocher,Krug,Grimes,Barber,Heathcote,Terry,O'Farrell,pitcher
47,Statz,Hollocher,Krug,Grimes,Barber,Miller,Terry,Hartnett,pitcher
48,Statz,Hollocher,Krug,Grimes,Friberg,Miller,Terry,Hartnett,pitcher
49,Statz,Hollocher,Krug,Grimes,Heathcote,Miller,Terry,O'Farrell,pitcher
50,Statz,Hollocher,Krug,Grimes,Friberg,Miller,Terry,Hartnett,pitcher
51,Statz,Hollocher,Krug,Grimes,Friberg,Miller,Terry,O'Farrell,pitcher
52,Statz,Hollocher,Krug,Grimes,Barber,Heathcote,Terry,Hartnett,pitcher
53,Statz,Hollocher,Krug,Grimes,Heathcote,Miller,Terry,O'Farrell,pitcher
54,Statz,Hollocher,Krug,Grimes,Friberg,Miller,Terry,O'Farrell,pitcher
55,Statz,Hollocher,Krug,Grimes,Friberg,Miller,Terry,Wirts,pitcher
56,Statz,Hollocher,Krug,Grimes,Heathcote,Miller,Terry,Wirts,pitcher
57,Statz,Hollocher,Krug,Grimes,Friberg,Miller,Terry,Wirts,pitcher
58,Statz,Hollocher,Krug,Grimes,Heathcote,Miller,Terry,Wirts,pitcher
59,Statz,Hollocher,Krug,Grimes,Friberg,Miller,Terry,Wirts,pitcher
60,Statz,Hollocher,Krug,Grimes,Heathcote,Miller,Terry,Wirts,pitcher
61,Statz,Hollocher,Krug,Grimes,Heathcote,Miller,Terry,Wirts,pitcher
62,Statz,Hollocher,Krug,Grimes,Friberg,Miller,Terry,Wirts,pitcher
63,Statz,Hollocher,Krug,Grimes,Heathcote,Miller,Terry,O'Farrell,pitcher
64,Statz,Hollocher,Krug,Grimes,Friberg,Miller,Terry,O'Farrell,pitcher
65,Statz,Hollocher,Krug,Grimes,Heathcote,Miller,Terry,Wirts,pitcher
66,Statz,Hollocher,Krug,Miller,Friberg,Barber,Terry,O'Farrell,pitcher
67,Statz,Hollocher,Krug,Grimes,Friberg,Miller,Terry,O'Farrell,pitcher
68,Statz,Hollocher,Krug,Grimes,Heathcote,Miller,Terry,O'Farrell,pitcher
69,Statz,Hollocher,Krug,Grimes,Friberg,Miller,Terry,O'Farrell,pitcher
70,Statz,Hollocher,Krug,Grimes,Barber,Miller,Terry,O'Farrell,pitcher
71,Statz,Hollocher,Terry,Grimes,Barber,Miller,Krug,O'Farrell,pitcher
72,Statz,Hollocher,Terry,Grimes,Barber,Miller,Krug,O'Farrell,pitcher
73,Statz,Hollocher,Terry,Grimes,Barber,Miller,Krug,O'Farrell,pitcher
74,Maisel,Hollocher,Terry,Grimes,Barber,Miller,Krug,O'Farrell,pitcher
75,Maisel,Hollocher,Terry,Grimes,Barber,Miller,Krug,O'Farrell,pitcher
76,Maisel,Hollocher,Terry,Grimes,Barber,Miller,Krug,O'Farrell,pitcher
77,Maisel,Hollocher,Terry,Miller,Barber,Friberg,Krug,O'Farrell,pitcher
78,Maisel,Hollocher,Terry,Miller,Barber,Friberg,Krug,O'Farrell,pitcher
79,Maisel,Hollocher,Terry,Miller,Barber,Friberg,Krug,O'Farrell,pitcher
80,Maisel,Hollocher,Terry,Miller,Barber,Kelleher,Krug,O'Farrell,pitcher
81,Heathcote,Hollocher,Terry,Miller,Barber,Kelleher,Krug,O'Farrell,pitcher
82,Friberg,Hollocher,Terry,Miller,Barber,Kelleher,Krug,O'Farrell,pitcher
83,Friberg,Hollocher,Terry,Miller,Barber,Krug,Callaghan,O'Farrell,pitcher
84,Friberg,Hollocher,Terry,Miller,Barber,Krug,Callaghan,O'Farrell,pitcher
85,Friberg,Hollocher,Terry,Miller,Heathcote,Callaghan,Krug,O'Farrell,pitcher
86,Heathcote,Hollocher,Terry,Grimes,Friberg,Miller,Krug,O'Farrell,pitcher
87,Heathcote,Hollocher,Terry,Grimes,Friberg,Miller,Krug,O'Farrell,pitcher
88,Heathcote,Hollocher,Terry,Grimes,Friberg,Miller,Krug,O'Farrell,pitcher
89,Maisel,Hollocher,Terry,Grimes,Friberg,Miller,Krug,O'Farrell,pitcher
90,Heathcote,Hollocher,Terry,Grimes,Barber,Miller,Krug,O'Farrell,pitcher
91,Heathcote,Hollocher,Terry,Grimes,Barber,Miller,Krug,O'Farrell,pitcher
92,Heathcote,Hollocher,Terry,Grimes,Barber,Miller,Krug,O'Farrell,pitcher
