year_ID,player_ID,name_common,age,team_ID,lg_ID,W,L,win_loss_perc,earned_run_avg,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,batters_faced,earned_run_avg_plus,fip,whip,hits_per_nine,home_runs_per_nine,bases_on_balls_per_nine,strikeouts_per_nine,strikeouts_per_base_on_balls
1966,abernte02,Ted Abernathy,33,TOT,NL,5,7,.417,4.55,58,0,36,0,0,9,93.0,84,53,47,9,53,11,60,2,0,9,405,82,4.30,1.473,8.1,0.9,5.1,5.8,1.13
1966,abernte02,Ted Abernathy,33,CHC,NL,1,3,.250,6.18,20,0,11,0,0,5,27.2,26,19,19,4,17,1,18,2,0,2,124,60,5.19,1.554,8.5,1.3,5.5,5.9,1.06
1966,abernte02,Ted Abernathy,33,ATL,NL,4,4,.500,3.86,38,0,25,0,0,4,65.1,58,34,28,5,36,10,42,0,0,7,281,96,3.92,1.439,8.0,0.7,5.0,5.8,1.17
1966,aguirha01,Hank Aguirre,35,DET,AL,3,9,.250,3.82,30,14,4,2,0,0,103.2,104,50,44,14,26,2,50,3,1,3,436,91,4.18,1.254,9.0,1.2,2.3,4.3,1.92
1966,akerja01,Jack Aker,25,KCA,AL,8,4,.667,1.99,66,0,57,0,0,32,113.0,81,27,25,6,28,10,68,3,0,0,442,171,2.86,0.965,6.5,0.5,2.2,5.4,2.43
1966,allenbo04,Bob Allen,28,CLE,AL,2,2,.500,4.21,36,0,23,0,0,5,51.1,56,27,24,2,13,6,33,2,0,5,227,82,2.65,1.344,9.8,0.4,2.3,5.8,2.54
1966,arlicdo01,Don Arlich,23,HOU,NL,0,1,.000,15.75,7,0,1,0,0,0,4.0,11,9,7,0,4,0,1,1,0,1,28,24,5.80,3.750,24.8,0.0,9.0,2.3,0.25
1966,arrigge01,Gerry Arrigo,25,TOT,NL,3,3,.500,3.91,20,5,6,0,0,0,50.2,54,24,22,7,19,2,31,0,0,2,226,96,4.25,1.441,9.6,1.2,3.4,5.5,1.63
1966,arrigge01,Gerry Arrigo,25,CIN,NL,0,0,,4.91,3,0,1,0,0,0,7.1,7,4,4,2,3,0,3,0,0,1,32,84,6.51,1.364,8.6,2.5,3.7,3.7,1.00
1966,arrigge01,Gerry Arrigo,25,NYM,NL,3,3,.500,3.74,17,5,5,0,0,0,43.1,47,20,18,5,16,2,28,0,0,1,194,98,3.87,1.454,9.8,1.0,3.3,5.8,1.75
1966,austde01,Dennis Aust,25,STL,NL,0,1,.000,6.52,9,0,5,0,0,1,9.2,12,7,7,1,6,2,7,0,0,0,46,58,4.31,1.862,11.2,0.9,5.6,6.5,1.17
1966,bahnsst01,Stan Bahnsen,21,NYY,AL,1,1,.500,3.52,4,3,1,1,0,1,23.0,15,9,9,3,7,0,16,0,0,3,90,96,3.77,0.957,5.9,1.2,2.7,6.3,2.29
1966,baldsja01,Jack Baldschun,29,CIN,NL,1,5,.167,5.49,42,0,20,0,0,0,57.1,71,35,35,4,25,8,44,4,0,5,260,72,3.44,1.674,11.1,0.6,3.9,6.9,1.76
1966,baldwda01,Dave Baldwin,28,WSA,AL,0,0,,3.86,4,0,3,0,0,0,7.0,8,3,3,0,1,0,4,0,0,0,31,96,1.84,1.286,10.3,0.0,1.3,5.1,4.00
1966,barbest01,Steve Barber,28,BAL,AL,10,5,.667,2.30,25,22,1,5,3,0,133.1,104,38,34,6,49,1,91,3,1,7,537,147,2.94,1.148,7.0,0.4,3.3,6.1,1.86
1966,barnoed01,Ed Barnowski,22,BAL,AL,0,0,,3.00,2,0,1,0,0,0,3.0,4,1,1,0,1,0,2,0,0,0,13,129,2.22,1.667,12.0,0.0,3.0,6.0,2.00
1966,bearnla01,Larry Bearnarth,24,NYM,NL,2,3,.400,4.45,29,1,12,0,0,0,54.2,59,31,27,11,20,6,27,1,0,2,238,83,5.33,1.445,9.7,1.8,3.3,4.4,1.35
1966,belinbo01,Bo Belinsky,29,PHI,NL,0,2,.000,2.93,9,1,4,0,0,0,15.1,14,5,5,3,5,1,8,3,0,1,64,126,5.62,1.239,8.2,1.8,2.9,4.7,1.60
1966,bellga01,Gary Bell,29,CLE,AL,14,15,.483,3.22,40,37,1,12,0,0,254.1,211,102,91,19,79,3,194,4,0,9,1028,107,2.98,1.140,7.5,0.7,2.8,6.9,2.46
1966,bennede01,Dennis Bennett,26,BOS,AL,3,3,.500,3.24,16,13,2,0,0,0,75.0,75,30,27,9,23,2,47,1,0,1,316,118,3.82,1.307,9.0,1.1,2.8,5.6,2.04
1966,bertafr01,Frank Bertaina,22,BAL,AL,2,5,.286,3.13,16,9,2,0,0,0,63.1,52,29,22,3,36,2,46,4,0,6,275,108,3.61,1.389,7.4,0.4,5.1,6.5,1.28
1966,blancgi01,Gil Blanco,20,KCA,AL,2,4,.333,4.70,11,8,0,0,0,0,38.1,31,26,20,3,36,1,21,4,0,7,175,73,5.61,1.748,7.3,0.7,8.5,4.9,0.58
1966,blasiwa01,Wade Blasingame,22,ATL,NL,3,7,.300,5.32,16,12,1,0,0,0,67.2,71,42,40,5,25,2,34,2,1,9,290,70,3.71,1.419,9.4,0.7,3.3,4.5,1.36
1966,blassst01,Steve Blass,24,PIT,NL,11,7,.611,3.87,34,25,1,1,0,0,155.2,173,80,67,12,46,1,76,2,0,9,662,92,3.50,1.407,10.0,0.7,2.7,4.4,1.65
1966,bolinbo01,Bobby Bolin,27,SFG,NL,11,10,.524,2.89,36,34,1,10,4,1,224.1,174,85,72,25,70,10,143,10,0,6,919,129,3.80,1.088,7.0,1.0,2.8,5.7,2.04
1966,bollogr01,Greg Bollo,22,CHW,AL,0,1,.000,2.57,3,1,1,0,0,0,7.0,7,2,2,0,3,0,4,1,0,0,30,131,3.13,1.429,9.0,0.0,3.9,5.1,1.33
1966,boozejo01,John Boozer,27,PHI,NL,0,0,,6.75,2,2,0,0,0,0,5.1,8,5,4,1,3,0,5,0,0,0,27,58,4.80,2.063,13.5,1.7,5.1,8.4,1.67
1966,bosmadi01,Dick Bosman,22,WSA,AL,2,6,.250,7.62,13,7,2,0,0,0,39.0,60,36,33,4,12,4,20,0,0,3,184,46,3.78,1.846,13.8,0.9,2.8,4.6,1.67
1966,bosweda01,Dave Boswell,21,MIN,AL,12,5,.706,3.14,28,21,3,8,1,0,169.1,120,66,59,19,65,2,173,5,0,12,691,115,3.21,1.093,6.4,1.0,3.5,9.2,2.66
1966,boutoji01,Jim Bouton,27,NYY,AL,3,8,.273,2.69,24,19,3,3,0,1,120.1,117,49,36,13,38,5,65,1,0,2,508,123,3.85,1.288,8.8,1.0,2.8,4.9,1.71
1966,brabege01,Gene Brabender,24,BAL,AL,4,3,.571,3.55,31,1,15,0,0,2,71.0,57,30,28,4,29,0,62,1,2,6,287,95,2.81,1.211,7.2,0.5,3.7,7.9,2.14
1966,brandbu01,Bucky Brandon,25,BOS,AL,8,8,.500,3.31,40,17,11,5,2,2,157.2,129,70,58,13,70,3,101,4,3,5,660,115,3.75,1.262,7.4,0.7,4.0,5.8,1.44
1966,breweji01,Jim Brewer,28,LAD,NL,0,2,.000,3.68,13,0,4,0,0,2,22.0,17,9,9,0,11,0,8,0,0,3,93,91,3.33,1.273,7.0,0.0,4.5,3.3,0.73
1966,brilene01,Nelson Briles,22,STL,NL,4,15,.211,3.21,49,17,17,0,0,6,154.0,162,65,55,14,54,11,100,7,0,3,654,113,3.63,1.403,9.5,0.8,3.2,5.8,1.85
1966,brogler01,Ernie Broglio,30,CHC,NL,2,6,.250,6.35,15,11,2,2,0,1,62.1,70,46,44,14,38,6,34,0,0,1,282,58,6.21,1.733,10.1,2.0,5.5,4.9,0.89
1966,brucebo01,Bob Bruce,33,HOU,NL,3,13,.188,5.34,25,23,0,1,0,0,129.2,160,83,77,16,29,4,71,8,1,1,574,64,3.92,1.458,11.1,1.1,2.0,4.9,2.45
1966,brunege01,George Brunet,31,CAL,AL,13,13,.500,3.31,41,32,3,8,2,0,212.0,183,88,78,21,106,8,148,5,4,4,913,101,4.02,1.363,7.8,0.9,4.5,6.3,1.40
1966,buhlbo01,Bob Buhl,37,TOT,NL,6,8,.429,4.96,33,19,8,1,0,1,134.1,160,78,74,11,40,6,60,4,0,6,585,73,3.71,1.489,10.7,0.7,2.7,4.0,1.50
1966,buhlbo01,Bob Buhl,37,CHC,NL,0,0,,15.43,1,1,0,0,0,0,2.1,4,4,4,1,1,0,1,0,0,0,12,28,8.55,2.143,15.4,3.9,3.9,3.9,1.00
1966,buhlbo01,Bob Buhl,37,PHI,NL,6,8,.429,4.77,32,18,8,1,0,1,132.0,156,74,70,10,39,6,59,4,0,6,573,76,3.62,1.477,10.6,0.7,2.7,4.0,1.51
1966,bunkewa01,Wally Bunker,21,BAL,AL,10,6,.625,4.29,29,24,0,3,0,0,142.2,151,74,68,16,48,2,89,2,0,0,615,79,3.82,1.395,9.5,1.0,3.0,5.6,1.85
1966,bunniji01,Jim Bunning,34,PHI,NL,19,14,.576,2.41,43,41,2,16,5,1,314.0,260,91,84,26,55,8,252,19,1,5,1254,150,2.73,1.003,7.5,0.7,1.6,7.2,4.58
1966,burdele01,Lew Burdette,39,CAL,AL,7,2,.778,3.39,54,0,22,0,0,5,79.2,80,32,30,4,12,2,27,1,2,2,317,99,3.02,1.155,9.0,0.5,1.4,3.1,2.25
1966,buzhajo01,John Buzhardt,29,CHW,AL,6,11,.353,3.83,33,22,6,5,4,1,150.1,144,74,64,13,30,4,66,4,1,3,626,83,3.48,1.157,8.6,0.8,1.8,4.0,2.20
1966,cardwdo01,Don Cardwell,30,PIT,NL,6,6,.500,4.60,32,14,4,1,0,1,101.2,112,58,52,15,27,8,60,6,1,5,436,78,4.27,1.367,9.9,1.3,2.4,5.3,2.22
1966,carltst01,Steve Carlton,21,STL,NL,3,3,.500,3.12,9,9,0,2,1,0,52.0,56,22,18,2,18,1,25,0,1,2,223,117,3.13,1.423,9.7,0.3,3.1,4.3,1.39
1966,carpifr01,Frank Carpin,27,HOU,NL,1,0,1.000,7.50,10,0,4,0,0,0,6.0,9,7,5,0,6,0,2,0,0,0,33,49,4.89,2.500,13.5,0.0,9.0,3.0,0.33
1966,carrocl02,Clay Carroll,25,ATL,NL,8,7,.533,2.37,73,3,28,0,0,11,144.1,127,45,38,8,29,4,67,4,2,10,585,156,3.03,1.081,7.9,0.5,1.8,4.2,2.31
1966,chancde01,Dean Chance,25,CAL,AL,12,17,.414,3.08,41,37,2,11,2,1,259.2,206,113,89,18,114,9,180,7,0,8,1067,108,3.47,1.232,7.1,0.6,4.0,6.2,1.58
1966,cheneto01,Tom Cheney,31,WSA,AL,0,1,.000,5.06,3,1,2,0,0,0,5.1,4,4,3,1,6,0,3,1,0,1,25,74,7.80,1.875,6.8,1.7,10.1,5.1,0.50
1966,churcle01,Len Church,24,CHC,NL,0,1,.000,7.50,4,0,1,0,0,0,6.0,10,6,5,1,7,2,3,0,0,0,35,52,7.22,2.833,15.0,1.5,10.5,4.5,0.43
1966,ciminpe01,Pete Cimino,23,MIN,AL,2,5,.286,2.92,35,0,16,0,0,4,64.2,53,27,21,4,30,3,57,1,0,4,276,124,3.03,1.284,7.4,0.6,4.2,7.9,1.90
1966,clonito01,Tony Cloninger,25,ATL,NL,14,11,.560,4.12,39,38,1,11,1,1,257.2,253,134,118,29,116,9,178,6,0,27,1132,89,4.06,1.432,8.8,1.0,4.1,6.2,1.53
1966,clostal01,Al Closter,23,WSA,AL,0,0,,0.00,1,0,1,0,0,0,0.1,1,0,0,0,2,0,0,0,0,0,4,,20.55,9.000,27.0,0.0,54.0,0.0,0.00
1966,coateji01,Jim Coates,33,CAL,AL,1,1,.500,3.98,9,4,1,1,1,0,31.2,32,16,14,3,10,0,16,0,0,1,135,85,3.72,1.326,9.1,0.9,2.8,4.5,1.60
1966,colemjo05,Joe Coleman,19,WSA,AL,1,0,1.000,2.00,1,1,0,1,0,0,9.0,6,2,2,0,2,0,4,0,0,0,35,182,2.33,0.889,6.0,0.0,2.0,4.0,2.00
1966,connobi01,Bill Connors,24,CHC,NL,0,1,.000,7.31,11,0,1,0,0,0,16.0,20,13,13,4,7,1,3,0,0,1,75,52,6.74,1.688,11.3,2.3,3.9,1.7,0.43
1966,coombda01,Danny Coombs,24,HOU,NL,0,0,,3.38,2,0,1,0,0,0,2.2,4,1,1,0,0,0,3,0,0,0,12,119,0.30,1.500,13.5,0.0,0.0,10.1,
1966,cosmaji01,Jim Cosman,23,STL,NL,1,0,1.000,0.00,1,1,0,1,1,0,9.0,2,0,0,0,2,0,5,1,0,0,30,,2.44,0.444,2.0,0.0,2.0,5.0,2.50
1966,coxca01,Casey Cox,24,WSA,AL,4,5,.444,3.50,66,0,32,0,0,7,113.0,104,53,44,6,35,15,46,4,0,3,471,99,3.47,1.230,8.3,0.5,2.8,3.7,1.31
1966,craigpe01,Pete Craig,25,WSA,AL,0,0,,4.50,1,0,0,0,0,0,2.0,2,2,1,0,1,1,1,0,0,0,10,94,3.05,1.500,9.0,0.0,4.5,4.5,1.00
1966,craigro01,Roger Craig,36,PHI,NL,2,1,.667,5.56,14,0,5,0,0,1,22.2,31,15,14,4,5,1,13,0,0,0,103,66,4.36,1.588,12.3,1.6,2.0,5.2,2.60
1966,cuellmi01,Mike Cuellar,29,HOU,NL,12,10,.545,2.22,38,28,6,11,1,2,227.1,193,79,56,10,52,8,175,0,1,9,913,155,2.27,1.078,7.6,0.4,2.1,6.9,3.37
1966,culleja01,Jack Cullen,26,NYY,AL,1,0,1.000,3.97,5,0,3,0,0,0,11.1,11,5,5,0,5,2,7,0,0,0,50,86,2.64,1.412,8.7,0.0,4.0,5.6,1.40
1966,culpra01,Ray Culp,24,PHI,NL,7,4,.636,5.04,34,12,11,1,0,1,110.2,106,66,62,19,53,4,100,7,1,9,495,72,4.61,1.437,8.6,1.5,4.3,8.1,1.89
1966,culvege01,George Culver,22,CLE,AL,0,2,.000,8.38,5,1,1,0,0,0,9.2,15,9,9,1,7,0,6,1,0,0,51,43,5.14,2.276,14.0,0.9,6.5,5.6,0.86
1966,davidte01,Ted Davidson,26,CIN,NL,5,4,.556,3.90,54,0,21,0,0,4,85.1,82,41,37,11,23,2,54,1,0,2,355,101,3.81,1.230,8.6,1.2,2.4,5.7,2.35
1966,dennido01,Don Dennis,24,STL,NL,4,2,.667,4.98,38,1,14,0,0,2,59.2,73,36,33,8,17,10,25,1,0,1,265,73,4.36,1.508,11.0,1.2,2.6,3.8,1.47
1966,dicksji01,Jim Dickson,28,KCA,AL,1,0,1.000,5.35,24,1,11,0,0,1,37.0,37,28,22,4,23,2,20,0,1,1,168,64,4.74,1.622,9.0,1.0,5.6,4.9,0.87
1966,dierkla01,Larry Dierker,19,HOU,NL,10,8,.556,3.18,29,28,0,8,2,0,187.0,173,73,66,17,45,0,108,1,0,4,776,108,3.32,1.166,8.3,0.8,2.2,5.2,2.40
1966,dobsoch01,Chuck Dobson,22,KCA,AL,4,6,.400,4.09,14,14,0,1,0,0,83.2,71,41,38,7,50,0,61,2,0,4,359,84,4.05,1.446,7.6,0.8,5.4,6.6,1.22
1966,dowlida01,Dave Dowling,23,CHC,NL,1,0,1.000,2.00,1,1,0,1,0,0,9.0,10,2,2,0,0,0,3,0,0,0,37,192,1.89,1.111,10.0,0.0,0.0,3.0,
1966,downial01,Al Downing,25,NYY,AL,10,11,.476,3.56,30,30,0,1,0,0,200.0,178,90,79,23,79,3,152,1,0,4,845,93,3.73,1.285,8.0,1.0,3.6,6.8,1.92
