number,one,two,three,four,five,six,seven,eight,nine
1,Soriano,Fukudome,Lee,Bradley,Ramirez,Fontenot,Soto,Theriot,pitcher
2,Soriano,Theriot,Lee,Bradley,Ramirez,Johnson,Soto,Fontenot,pitcher
3,Soriano,Fukudome,Lee,Bradley,Ramirez,Fontenot,Theriot,Hill,pitcher
4,Soriano,Fukudome,Lee,Bradley,Ramirez,Fontenot,Theriot,Hill,pitcher
5,Soriano,Fukudome,Lee,Bradley,Ramirez,Fontenot,Theriot,Hill,pitcher
6,Soriano,Fukudome,Lee,Bradley,Ramirez,Fontenot,Theriot,Hill,pitcher
7,Soriano,Theriot,Fukudome,Lee,Fontenot,Johnson,Miles,Hill,pitcher
8,Soriano,Theriot,Fukudome,Lee,Fontenot,Johnson,Soto,Miles,pitcher
9,Soriano,Fukudome,Lee,Hoffpauir,Ramirez,Fontenot,Soto,Theriot,pitcher
10,Soriano,Fukudome,Lee,Hoffpauir,Ramirez,Soto,Fontenot,Theriot,pitcher
11,Soriano,Fukudome,Lee,Ramirez,Hoffpauir,Soto,Theriot,Miles,pitcher
12,Soriano,Fukudome,Lee,Hoffpauir,Ramirez,Fontenot,Soto,Theriot,pitcher
13,Soriano,Fukudome,Lee,Bradley,Ramirez,Soto,Theriot,Miles,pitcher
14,Soriano,Theriot,Fukudome,Lee,Ramirez,Hoffpauir,Soto,Fontenot,pitcher
15,Theriot,Fukudome,Soriano,Ramirez,Lee,Fontenot,Soto,Johnson,pitcher
16,Theriot,Fukudome,Soriano,Lee,Fontenot,Johnson,Soto,Miles,pitcher
17,Soriano,Theriot,Fukudome,Lee,Johnson,Fontenot,Soto,Miles,pitcher
18,Soriano,Theriot,Fukudome,Johnson,Hoffpauir,Soto,Fontenot,Miles,pitcher
19,Soriano,Theriot,Fukudome,Hoffpauir,Bradley,Fontenot,Hill,Miles,pitcher
20,Soriano,Theriot,Bradley,Lee,Johnson,Soto,Miles,Fontenot,pitcher
21,Soriano,Theriot,Fukudome,Lee,Bradley,Fontenot,Hill,Miles,pitcher
22,Soriano,Theriot,Bradley,Lee,Johnson,Soto,Miles,Fontenot,pitcher
23,Soriano,Theriot,Fukudome,Lee,Hoffpauir,Fontenot,Soto,Miles,pitcher
24,Soriano,Theriot,Fukudome,Lee,Bradley,Fontenot,Soto,Miles,pitcher
25,Soriano,Theriot,Bradley,Lee,Ramirez,Soto,Johnson,Miles,pitcher
26,Gathright,Miles,Fukudome,Lee,Hoffpauir,Fontenot,Scales,Hill,pitcher
27,Soriano,Theriot,Bradley,Ramirez,Soto,Johnson,Hoffpauir,Miles,pitcher
28,Soriano,Theriot,Fukudome,Ramirez,Hoffpauir,Bradley,Fontenot,Soto,pitcher
29,Soriano,Theriot,Fukudome,Ramirez,Hoffpauir,Bradley,Fontenot,Hill,pitcher
30,Soriano,Theriot,Fukudome,Bradley,Hoffpauir,Soto,Fontenot,Scales,pitcher
31,Soriano,Miles,Fukudome,Bradley,Hoffpauir,Soto,Fontenot,Scales,pitcher
32,Soriano,Theriot,Fukudome,Lee,Bradley,Fontenot,Soto,Miles,pitcher
33,Soriano,Theriot,Fukudome,Lee,Bradley,Fontenot,Soto,Freel,pitcher
34,Soriano,Theriot,Fukudome,Hoffpauir,Soto,Johnson,Scales,Miles,pitcher
35,Soriano,Theriot,Fukudome,Lee,Hoffpauir,Soto,Fontenot,Scales,pitcher
36,Soriano,Theriot,Fukudome,Lee,Bradley,Soto,Fontenot,Scales,pitcher
37,Soriano,Theriot,Fukudome,Lee,Bradley,Fontenot,Soto,Miles,pitcher
38,Soriano,Theriot,Fukudome,Lee,Bradley,Fontenot,Soto,Scales,pitcher
39,Soriano,Theriot,Fukudome,Lee,Bradley,Fontenot,Soto,Freel,pitcher
40,Soriano,Theriot,Fukudome,Lee,Hoffpauir,Scales,Hill,Miles,pitcher
41,Theriot,Fukudome,Bradley,Lee,Hoffpauir,Soto,Fontenot,Scales,pitcher
42,Soriano,Theriot,Hoffpauir,Bradley,Johnson,Fontenot,Soto,Scales,pitcher
43,Soriano,Theriot,Bradley,Johnson,Soto,Hoffpauir,Freel,Miles,pitcher
44,Soriano,Theriot,Fukudome,Bradley,Hoffpauir,Fontenot,Hill,Freel,pitcher
45,Soriano,Theriot,Bradley,Lee,Johnson,Soto,Freel,Blanco,pitcher
46,Soriano,Theriot,Bradley,Lee,Johnson,Soto,Fontenot,Blanco,pitcher
47,Soriano,Scales,Fukudome,Lee,Hoffpauir,Fontenot,Hill,Blanco,pitcher
48,Soriano,Theriot,Bradley,Lee,Johnson,Soto,Scales,Fontenot,pitcher
49,Soriano,Theriot,Bradley,Lee,Johnson,Soto,Scales,Fontenot,pitcher
50,Soriano,Theriot,Fukudome,Lee,Bradley,Fontenot,Soto,Blanco,pitcher
51,Soriano,Theriot,Fukudome,Lee,Fontenot,Johnson,Hill,Blanco,pitcher
52,Soriano,Theriot,Fukudome,Lee,Hoffpauir,Fontenot,Hill,Blanco,pitcher
53,Soriano,Theriot,Lee,Fox,Johnson,Soto,Scales,Fontenot,pitcher
54,Soriano,Theriot,Fukudome,Lee,Fontenot,Johnson,Hill,Blanco,pitcher
55,Soriano,Theriot,Fukudome,Lee,Bradley,Fontenot,Soto,Blanco,pitcher
56,Soriano,Theriot,Bradley,Lee,Johnson,Soto,Scales,Miles,pitcher
57,Soriano,Theriot,Fukudome,Lee,Hoffpauir,Fontenot,Hill,Blanco,pitcher
58,Soriano,Fontenot,Bradley,Lee,Soto,Fukudome,Theriot,Miles,pitcher
59,Soriano,Fontenot,Bradley,Lee,Soto,Fukudome,Theriot,Miles,pitcher
60,Soriano,Fukudome,Bradley,Lee,Soto,Fontenot,Theriot,Miles,pitcher
61,Soriano,Theriot,Bradley,Lee,Soto,Johnson,Fontenot,Miles,pitcher
62,Soriano,Theriot,Bradley,Lee,Soto,Fontenot,Fukudome,Blanco,pitcher
63,Soriano,Theriot,Bradley,Lee,Soto,Fox,Johnson,Blanco,pitcher
64,Soriano,Theriot,Bradley,Lee,Fontenot,Fukudome,Hill,Blanco,pitcher
65,Soriano,Theriot,Bradley,Lee,Soto,Fox,Fukudome,Blanco,pitcher
66,Theriot,Fukudome,Fox,Lee,Hoffpauir,Soto,Fontenot,Blanco,pitcher
67,Soriano,Theriot,Bradley,Lee,Hoffpauir,Soto,Fukudome,Fontenot,Blanco
68,Soriano,Theriot,Lee,Hoffpauir,Bradley,Fox,Fukudome,Soto,Fontenot
69,Soriano,Theriot,Lee,Hoffpauir,Fox,Fontenot,Fukudome,Hill,Blanco
70,Soriano,Fukudome,Bradley,Lee,Hoffpauir,Fox,Fontenot,Soto,Blanco
71,Soriano,Theriot,Bradley,Lee,Fox,Soto,Freel,Fukudome,Blanco
72,Soriano,Theriot,Bradley,Lee,Fox,Soto,Freel,Fukudome,Blanco
73,Soriano,Theriot,Lee,Fox,Soto,Bradley,Freel,Blanco,pitcher
74,Soriano,Fukudome,Lee,Fox,Hoffpauir,Soto,Fontenot,Theriot,pitcher
75,Fuld,Theriot,Lee,Bradley,Fox,Fukudome,Soto,Blanco,pitcher
76,Fuld,Theriot,Lee,Bradley,Fox,Fukudome,Soto,Fontenot,pitcher
77,Soriano,Theriot,Lee,Bradley,Fukudome,Fox,Fontenot,Hill,pitcher
78,Fukudome,Theriot,Lee,Bradley,Fox,Soriano,Soto,Fontenot,pitcher
79,Fukudome,Theriot,Lee,Bradley,Fox,Soriano,Soto,Fontenot,pitcher
80,Fukudome,Theriot,Lee,Bradley,Ramirez,Soriano,Soto,Fontenot,pitcher
81,Fukudome,Theriot,Lee,Hoffpauir,Ramirez,Soriano,Fontenot,Hill,pitcher
82,Fukudome,Theriot,Lee,Ramirez,Bradley,Fox,Baker,Hill,pitcher
83,Johnson,Theriot,Fukudome,Lee,Ramirez,Soriano,Fontenot,Hill,pitcher
84,Fukudome,Theriot,Lee,Ramirez,Soriano,Bradley,Baker,Hill,pitcher
85,Fukudome,Theriot,Soriano,Hoffpauir,Fox,Bradley,Baker,Hill,pitcher
86,Fuld,Theriot,Lee,Ramirez,Soriano,Bradley,Baker,Hill,pitcher
87,Johnson,Theriot,Bradley,Lee,Ramirez,Soriano,Baker,Hill,pitcher
88,Fukudome,Theriot,Lee,Ramirez,Bradley,Hoffpauir,Fontenot,Hill,pitcher
89,Fukudome,Theriot,Lee,Ramirez,Bradley,Soriano,Fontenot,Hill,pitcher
90,Fukudome,Theriot,Lee,Hoffpauir,Fox,Soriano,Fontenot,Hill,pitcher
91,Fukudome,Theriot,Lee,Ramirez,Hoffpauir,Soriano,Fontenot,Hill,pitcher
92,Johnson,Theriot,Lee,Ramirez,Fukudome,Soriano,Fontenot,Hill,pitcher
93,Johnson,Theriot,Lee,Ramirez,Bradley,Soriano,Baker,Hill,pitcher
94,Fukudome,Theriot,Lee,Ramirez,Bradley,Soriano,Fontenot,Hill,pitcher
95,Johnson,Theriot,Lee,Ramirez,Fukudome,Soriano,Fontenot,Hill,pitcher
96,Fukudome,Theriot,Ramirez,Fox,Bradley,Soriano,Fontenot,Hill,pitcher
97,Johnson,Theriot,Lee,Ramirez,Bradley,Soriano,Baker,Hill,pitcher
98,Fukudome,Theriot,Lee,Ramirez,Bradley,Soriano,Fontenot,Hill,pitcher
99,Johnson,Theriot,Lee,Ramirez,Bradley,Soriano,Baker,Hill,pitcher
100,Fukudome,Theriot,Lee,Fox,Bradley,Soriano,Fontenot,Hill,pitcher
101,Fukudome,Theriot,Lee,Ramirez,Bradley,Fox,Fontenot,Hill,pitcher
102,Fukudome,Blanco,Lee,Ramirez,Bradley,Soriano,Fontenot,Hill,pitcher
103,Fuld,Theriot,Lee,Fox,Hoffpauir,Soriano,Fontenot,Hill,pitcher
104,Fukudome,Theriot,Lee,Ramirez,Bradley,Soriano,Fontenot,Hill,pitcher
105,Fukudome,Theriot,Lee,Ramirez,Fox,Soriano,Fontenot,Hill,pitcher
106,Fukudome,Miles,Lee,Ramirez,Bradley,Soriano,Fontenot,Hill,pitcher
107,Fukudome,Bradley,Lee,Ramirez,Soto,Soriano,Fontenot,Theriot,pitcher
108,Theriot,Bradley,Lee,Ramirez,Fukudome,Soriano,Soto,Miles,pitcher
