number,one,two,three,four,five,six,seven,eight,nine
1,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
2,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
3,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
4,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
5,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
6,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
7,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
8,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
9,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Hundley,Rosello,pitcher
10,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
11,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
12,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
13,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
14,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
15,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
16,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
17,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
18,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
19,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
20,Monday,Cardenal,Madlock,Morales,Thornton,Trillo,Swisher,Rosello,pitcher
21,Monday,Cardenal,Madlock,Morales,LaCock,Trillo,Hundley,Rosello,pitcher
22,Monday,Kelleher,Madlock,Summers,Thornton,LaCock,Trillo,Mitterwald,pitcher
23,Monday,Cardenal,Madlock,Summers,LaCock,Trillo,Swisher,Rosello,pitcher
24,Monday,Cardenal,Madlock,Summers,LaCock,Trillo,Swisher,Rosello,pitcher
25,Wallis,Cardenal,Madlock,Morales,Summers,Trillo,Swisher,Rosello,pitcher
26,Monday,Cardenal,Madlock,Morales,Summers,Trillo,Swisher,Rosello,pitcher
