year_ID,player_ID,name_common,age,team_ID,W,L,win_loss_perc,earned_run_avg,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,batters_faced,earned_run_avg_plus,fip,whip,hits_per_nine,home_runs_per_nine,bases_on_balls_per_nine,strikeouts_per_nine,strikeouts_per_base_on_balls
1874,bechtge01,George Bechtel,25,PHI,1,3,.250,1.62,6,4,1,4,0,0,39.0,57,42,7,0,1,,0,,0,0,193,138,2.14,1.487,13.2,0.0,0.2,0.0,0.00
1874,bondto01,Tommy Bond,18,BRA,22,32,.407,2.03,55,55,0,55,1,0,497.0,606,440,112,15,8,,42,,0,6,2288,101,2.34,1.235,11.0,0.3,0.1,0.8,5.25
1874,brainas01,Asa Brainard,33,BAL,5,22,.185,3.71,30,27,4,25,0,0,240.0,405,329,99,1,27,,8,,0,19,1267,61,2.39,1.800,15.2,0.0,1.0,0.3,0.30
1874,collida01,Dan Collins,20,CHI,1,1,.500,4.91,2,2,0,1,0,0,11.0,22,17,6,0,2,,0,,0,12,59,47,2.61,2.182,18.0,0.0,1.6,0.0,0.00
1874,cummica01,Candy Cummings,25,PHI,28,26,.519,1.96,54,54,1,52,3,0,483.0,616,386,105,4,18,,61,,0,3,2246,112,2.03,1.313,11.5,0.1,0.3,1.1,3.39
1874,fergubo01,Bob Ferguson,29,BRA,0,1,.000,4.00,1,1,0,1,0,0,9.0,12,10,4,0,3,,0,,0,0,47,55,3.07,1.667,12.0,0.0,3.0,0.0,0.00
1874,fishech01,Cherokee Fisher,29,HAR,13,23,.361,2.32,39,35,5,31,0,0,322.1,416,277,83,1,13,,25,,0,16,1513,99,2.07,1.331,11.6,0.0,0.4,0.7,1.92
1874,forceda01,Davy Force,24,CHI,0,0,,15.43,1,0,1,0,0,0,7.0,22,24,12,4,0,,0,,0,0,51,16,9.49,3.143,28.3,5.1,0.0,0.0,
1874,hatfijo01,John Hatfield,26,NYU,0,1,.000,2.25,3,0,3,0,0,0,8.0,11,6,2,0,0,,0,,0,0,35,107,2.07,1.375,12.4,0.0,0.0,0.0,
1874,mannija01,Jack Manning,20,BAL,4,16,.200,2.09,22,20,1,17,0,0,176.2,222,168,41,2,12,,12,,0,2,846,108,2.28,1.325,11.3,0.1,0.6,0.6,1.00
1874,mathebo01,Bobby Mathews,22,NYU,42,22,.656,1.90,65,65,0,62,4,0,578.0,652,371,122,3,41,,101,,0,32,2543,117,2.00,1.199,10.2,0.0,0.6,1.6,2.46
1874,mcbridi01,Dick McBride,27,ATH,33,22,.600,1.64,55,55,0,55,0,0,487.0,514,344,89,6,32,,37,,0,9,2171,139,2.27,1.121,9.5,0.1,0.6,0.7,1.16
1874,ryanjo01,Johnny Ryan,20,BAL,0,0,,16.20,1,0,0,0,0,0,3.1,13,8,6,0,0,,0,,0,1,23,17,2.07,3.900,35.1,0.0,0.0,0.0,
1874,spaldal01,Al Spalding,23,BOS,52,16,.765,1.92,71,69,2,65,4,0,617.1,755,402,132,1,19,,31,,0,18,2784,111,2.08,1.254,11.0,0.0,0.3,0.5,1.63
1874,stearbi01,Bill Stearns,21,HAR,3,14,.176,2.95,22,18,3,14,0,0,158.2,237,194,52,0,15,,14,,0,3,813,78,2.17,1.588,13.4,0.0,0.9,0.8,0.93
1874,wrighha01,Harry Wright,39,BOS,0,2,.000,2.16,6,2,4,0,0,3,16.2,24,13,4,0,4,,0,,0,0,78,103,2.79,1.680,13.0,0.0,2.2,0.0,0.00
1874,zettlge01,George Zettlein,29,CHI,27,30,.474,2.43,57,57,0,57,3,0,515.2,640,439,139,3,43,,26,,0,6,2385,90,2.29,1.324,11.2,0.1,0.8,0.5,0.60
