number,one,two,three,four,five,six,seven,eight,nine
1,Martinez,Sandberg,Dawson,Durham,Palmeiro,Davis,Law,Dunston,pitcher
2,Dunston,Sandberg,Dawson,Davis,Trillo,Law,Palmeiro,Martinez,pitcher
3,Martinez,Sandberg,Dawson,Durham,Palmeiro,Law,Sundberg,Dunston,pitcher
4,Martinez,Sandberg,Dawson,Durham,Palmeiro,Davis,Law,Dunston,pitcher
5,Martinez,Sandberg,Dawson,Durham,Palmeiro,Davis,Law,Dunston,pitcher
6,Martinez,Sandberg,Dawson,Durham,Palmeiro,Davis,Law,Dunston,pitcher
7,Martinez,Sandberg,Dawson,Durham,Palmeiro,Davis,Law,Dunston,pitcher
8,Martinez,Sandberg,Dawson,Durham,Palmeiro,Law,Sundberg,Dunston,pitcher
9,Dunston,Sandberg,Dawson,Davis,Law,Trillo,Palmeiro,Martinez,pitcher
10,Martinez,Sandberg,Dawson,Durham,Palmeiro,Davis,Law,Dunston,pitcher
11,Martinez,Sandberg,Dawson,Durham,Mumphrey,Law,Dunston,Sundberg,pitcher
12,Martinez,Sandberg,Dawson,Durham,Palmeiro,Davis,Law,Dunston,pitcher
13,Martinez,Sandberg,Dawson,Durham,Palmeiro,Davis,Law,Dunston,pitcher
14,Martinez,Sandberg,Dawson,Durham,Palmeiro,Davis,Law,Dunston,pitcher
15,Martinez,Sandberg,Dawson,Palmeiro,Durham,Davis,Law,Dunston,pitcher
16,Martinez,Sandberg,Dawson,Palmeiro,Durham,Davis,Law,Dunston,pitcher
17,Martinez,Sandberg,Dawson,Palmeiro,Durham,Davis,Law,Dunston,pitcher
18,Martinez,Sandberg,Dawson,Palmeiro,Durham,Davis,Law,Dunston,pitcher
19,Martinez,Sandberg,Dawson,Palmeiro,Durham,Davis,Law,Dunston,pitcher
20,Jackson,Sandberg,Dawson,Palmeiro,Durham,Davis,Trillo,Dunston,pitcher
21,Martinez,Sandberg,Dawson,Palmeiro,Durham,Davis,Law,Dunston,pitcher
22,Sandberg,Trillo,Dawson,Palmeiro,Law,Martinez,Sundberg,Dunston,pitcher
23,Sandberg,Trillo,Dawson,Palmeiro,Law,Martinez,Sundberg,Dunston,pitcher
24,Sandberg,Martinez,Dawson,Palmeiro,Davis,Grace,Law,Dunston,pitcher
25,Sandberg,Martinez,Dawson,Palmeiro,Law,Grace,Sundberg,Dunston,pitcher
26,Sandberg,Martinez,Dawson,Palmeiro,Trillo,Grace,Sundberg,Dunston,pitcher
27,Sandberg,Martinez,Dawson,Palmeiro,Grace,Law,Sundberg,Dunston,pitcher
28,Sandberg,Martinez,Dawson,Palmeiro,Grace,Law,Sundberg,Dunston,pitcher
29,Sandberg,Trillo,Dawson,Jackson,Palmeiro,Law,Berryhill,Dunston,pitcher
30,Sandberg,Martinez,Dawson,Palmeiro,Grace,Law,Berryhill,Dunston,pitcher
31,Sandberg,Grace,Dawson,Palmeiro,Law,Berryhill,Jackson,Dunston,pitcher
32,Jackson,Grace,Dawson,Palmeiro,Berryhill,Law,Trillo,Salazar,pitcher
33,Martinez,Grace,Dawson,Palmeiro,Berryhill,Law,Trillo,Dunston,pitcher
34,Dunston,Grace,Dawson,Law,Palmeiro,Berryhill,Trillo,Jackson,pitcher
35,Martinez,Trillo,Grace,Palmeiro,Mumphrey,Berryhill,Law,Dunston,pitcher
