number,one,two,three,four,five,six,seven,eight,nine
1,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Twombly,Killefer,pitcher
2,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
3,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
4,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
5,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Friberg,Killefer,pitcher
6,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Friberg,Killefer,pitcher
7,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
8,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
9,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
10,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
11,Flack,Hollocher,Herzog,Merkle,Paskert,Deal,Friberg,Killefer,pitcher
12,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
13,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
14,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Friberg,Killefer,pitcher
15,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
16,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,Killefer,pitcher
17,Flack,Hollocher,Herzog,Barber,Paskert,Deal,Robertson,O'Farrell,pitcher
18,Flack,Hollocher,Robertson,Merkle,Barber,Deal,Terry,O'Farrell,pitcher
19,Flack,Hollocher,Friberg,Merkle,Paskert,Deal,Terry,O'Farrell,pitcher
20,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
21,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
22,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,O'Farrell,pitcher
23,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
24,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,O'Farrell,pitcher
25,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
26,Flack,Hollocher,Paskert,Barber,Robertson,Deal,Terry,Killefer,pitcher
