number,one,two,three,four,five,six,seven,eight,nine
1,Taylor,Walls,Banks,Moryn,Thomson,Long,Goryl,Neeman,pitcher
2,Taylor,Walls,Banks,Moryn,Thomson,Long,Goryl,Neeman,pitcher
3,Taylor,Walls,Banks,Moryn,Thomson,Long,Goryl,Neeman,pitcher
4,Taylor,Walls,Banks,Moryn,Thomson,Long,Goryl,Neeman,pitcher
5,Taylor,Walls,Banks,Moryn,Thomson,Long,Goryl,Neeman,pitcher
6,Taylor,Walls,Banks,Moryn,Thomson,Long,Goryl,Tappe,pitcher
7,Taylor,Walls,Banks,Moryn,Thomson,Long,Goryl,Tappe,pitcher
8,Taylor,Walls,Banks,Moryn,Thomson,Long,Goryl,Tappe,pitcher
9,Taylor,Walls,Banks,Moryn,Thomson,Long,Goryl,Tappe,pitcher
10,Taylor,Walls,Banks,Moryn,Thomson,Long,Goryl,Tappe,pitcher
11,Taylor,Walls,Banks,Moryn,Thomson,Long,Goryl,Taylor,pitcher
12,Taylor,Walls,Banks,Moryn,Thomson,Long,Goryl,Tappe,pitcher
13,Taylor,Walls,Banks,Moryn,Long,Goryl,Thomson,Taylor,pitcher
14,Taylor,Walls,Banks,Moryn,Long,Goryl,Thomson,Taylor,pitcher
15,Taylor,Walls,Banks,Moryn,Long,Goryl,Thomson,Taylor,pitcher
16,Taylor,Walls,Banks,Moryn,Long,Goryl,Thomson,Taylor,pitcher
17,Taylor,Walls,Banks,Moryn,Long,Goryl,Thomson,Taylor,pitcher
18,Taylor,Walls,Banks,Moryn,Long,Goryl,Thomson,Tappe,pitcher
19,Taylor,Walls,Banks,Moryn,Thomson,Goryl,Long,Tappe,pitcher
20,Taylor,Walls,Banks,Moryn,Long,Thomson,Goryl,Taylor,pitcher
21,Taylor,Walls,Banks,Moryn,Long,Thomson,Goryl,Taylor,pitcher
22,Taylor,Walls,Banks,Moryn,Long,Thomson,Goryl,Taylor,pitcher
23,Taylor,Walls,Banks,Moryn,Thomson,Goryl,Long,Neeman,pitcher
24,Taylor,Walls,Banks,Moryn,Long,Taylor,Thomson,Goryl,pitcher
