number,one,two,three,four,five,six,seven,eight,nine
1,Schwarber,Bryant,Rizzo,Zobrist,Russell,Heyward,Contreras,pitcher,Baez
2,Schwarber,Bryant,Rizzo,Russell,Contreras,Heyward,Baez,pitcher,Almora
3,Schwarber,Bryant,Rizzo,Zobrist,Russell,Heyward,Montero,pitcher,Jay
4,Schwarber,Bryant,Rizzo,Zobrist,Russell,Heyward,Contreras,pitcher,Baez
5,Schwarber,Bryant,Rizzo,Zobrist,Russell,Contreras,Baez,pitcher,Almora
6,Schwarber,Bryant,Rizzo,Zobrist,Russell,Heyward,Montero,pitcher,Jay
7,Schwarber,Bryant,Rizzo,Zobrist,Russell,Contreras,Heyward,Baez,pitcher
8,Schwarber,Bryant,Rizzo,Zobrist,Russell,Heyward,Contreras,pitcher,Jay
9,Schwarber,Bryant,Rizzo,Russell,Contreras,Almora,Heyward,Baez,pitcher
10,Schwarber,Bryant,Rizzo,Zobrist,Russell,Heyward,Montero,pitcher,Baez
11,Schwarber,Bryant,Rizzo,Zobrist,Russell,Heyward,Contreras,pitcher,Baez
12,Schwarber,Bryant,Rizzo,Zobrist,Russell,Heyward,Contreras,pitcher,Baez
13,Schwarber,Bryant,Rizzo,Zobrist,Russell,Heyward,Montero,pitcher,Almora
14,Schwarber,Bryant,Rizzo,Zobrist,Heyward,Montero,Baez,pitcher,Jay
15,Szczur,Bryant,Rizzo,Russell,Contreras,Almora,Baez,pitcher,Jay
16,Schwarber,Bryant,Rizzo,Russell,Heyward,Contreras,Baez,pitcher,Almora
17,Schwarber,Bryant,Rizzo,Russell,Contreras,Heyward,Baez,pitcher,Almora
18,Schwarber,Bryant,Rizzo,Zobrist,Russell,Heyward,Montero,pitcher,Jay
19,Schwarber,Bryant,Rizzo,Zobrist,Russell,Heyward,Montero,pitcher,Baez
20,Schwarber,Bryant,Rizzo,Zobrist,Russell,Heyward,Contreras,pitcher,Almora
21,Schwarber,Bryant,Rizzo,Russell,Heyward,Contreras,Baez,pitcher,Jay
22,Schwarber,Bryant,Rizzo,Zobrist,Russell,Contreras,Heyward,Baez,Almora
23,Schwarber,Bryant,Rizzo,Zobrist,Heyward,Russell,Montero,Almora,Jay
24,Schwarber,Bryant,Rizzo,Zobrist,Russell,Heyward,Contreras,Almora,Jay
25,Schwarber,Bryant,Rizzo,Zobrist,Heyward,Contreras,Baez,pitcher,Jay
26,Schwarber,Bryant,Rizzo,Zobrist,Russell,Heyward,Contreras,pitcher,Baez
27,Schwarber,Bryant,Rizzo,Zobrist,Russell,Heyward,Montero,pitcher,Baez
28,Jay,Bryant,Rizzo,Russell,Montero,Almora,Baez,pitcher,Szczur
29,Schwarber,Bryant,Rizzo,Zobrist,Russell,Heyward,Contreras,pitcher,Jay
30,Zobrist,Bryant,Rizzo,Russell,Contreras,Almora,Baez,pitcher,Jay
31,Schwarber,Bryant,Rizzo,Zobrist,Russell,Jay,Contreras,pitcher,Baez
32,Schwarber,Bryant,Rizzo,Zobrist,Montero,Stella,Baez,pitcher,Almora
33,Zobrist,Bryant,Rizzo,Candelario,Russell,Baez,Contreras,pitcher,Almora
34,Jay,Bryant,Schwarber,Candelario,Montero,Baez,Stella,Almora,pitcher
35,Schwarber,Jay,Rizzo,Zobrist,Candelario,Contreras,Baez,pitcher,Almora
36,Schwarber,Happ,Rizzo,Candelario,Stella,Contreras,Baez,pitcher,Almora
37,Schwarber,Happ,Rizzo,Russell,Montero,Stella,Baez,pitcher,Almora
38,Schwarber,Bryant,Rizzo,Happ,Candelario,Russell,Contreras,pitcher,Baez
39,Schwarber,Bryant,Rizzo,Happ,Zobrist,Russell,Montero,pitcher,Jay
40,Zobrist,Bryant,Rizzo,Happ,Contreras,Russell,Baez,pitcher,Almora
41,Schwarber,Bryant,Rizzo,Happ,Zobrist,Contreras,Baez,pitcher,Jay
42,Zobrist,Schwarber,Bryant,Rizzo,Happ,Heyward,Contreras,Russell,pitcher
43,Zobrist,Almora,Bryant,Rizzo,Contreras,Russell,Heyward,Baez,pitcher
44,Zobrist,Schwarber,Bryant,Rizzo,Happ,Heyward,Contreras,Russell,pitcher
45,Baez,Almora,Bryant,Rizzo,Happ,Heyward,Russell,Montero,pitcher
46,Zobrist,Schwarber,Bryant,Rizzo,Happ,Heyward,Montero,Baez,pitcher
47,Zobrist,Bryant,Rizzo,Happ,Contreras,Heyward,Baez,Russell,pitcher
48,Jay,Schwarber,Bryant,Rizzo,Happ,Heyward,Montero,Russell,pitcher
49,Baez,Bryant,Rizzo,Happ,Heyward,Contreras,Russell,Almora,pitcher
50,Zobrist,Schwarber,Bryant,Rizzo,Montero,Heyward,Baez,Russell,pitcher
51,Zobrist,Schwarber,Bryant,Rizzo,Jay,Heyward,Contreras,Russell,pitcher
52,Zobrist,Schwarber,Bryant,Rizzo,Happ,Heyward,Contreras,Baez,pitcher
53,Happ,Bryant,Rizzo,Zobrist,Heyward,Montero,Schwarber,Russell,pitcher
54,Happ,Bryant,Rizzo,Zobrist,Heyward,Contreras,Baez,pitcher,Schwarber
55,Happ,Bryant,Rizzo,Zobrist,Heyward,Montero,Russell,pitcher,Schwarber
56,Zobrist,Bryant,Rizzo,Contreras,Heyward,Almora,Baez,pitcher,Schwarber
57,Jay,Bryant,Rizzo,Contreras,Heyward,Almora,Baez,pitcher,Russell
58,Happ,Bryant,Rizzo,Zobrist,Heyward,Contreras,Baez,pitcher,Schwarber
59,Happ,Bryant,Rizzo,Zobrist,Heyward,Contreras,Baez,pitcher,Schwarber
60,Happ,Bryant,Rizzo,Zobrist,Heyward,Baez,Montero,pitcher,Schwarber
61,Schwarber,Bryant,Rizzo,Zobrist,Heyward,Almora,Contreras,Russell,pitcher
62,Jay,Bryant,Rizzo,Zobrist,Heyward,Baez,Montero,Russell,pitcher
63,Jay,Bryant,Rizzo,Zobrist,Heyward,Contreras,Baez,Russell,pitcher
64,Rizzo,Happ,Bryant,Heyward,Russell,Schwarber,Contreras,pitcher,Almora
65,Rizzo,Happ,Bryant,Montero,Jay,Schwarber,Baez,pitcher,Almora
66,Rizzo,Happ,Schwarber,Russell,Heyward,Contreras,Stella,pitcher,Almora
67,Rizzo,Happ,Bryant,Montero,Russell,Heyward,Baez,Schwarber,pitcher
68,Rizzo,Happ,Contreras,Heyward,Almora,Stella,Baez,pitcher,Jay
69,Rizzo,Happ,Bryant,Contreras,Schwarber,Baez,Almora,pitcher,Jay
70,Rizzo,Bryant,Contreras,Happ,Russell,Montero,Baez,pitcher,Jay
71,Rizzo,Bryant,Schwarber,Russell,Happ,Stella,Contreras,pitcher,Almora
72,Rizzo,Bryant,Contreras,Russell,Happ,Almora,Baez,pitcher,Zagunis
73,Rizzo,Bryant,Happ,Russell,Montero,Baez,Almora,pitcher,Jay
74,Jay,Bryant,Contreras,Russell,Happ,Baez,Almora,Zagunis,pitcher
75,Rizzo,Bryant,Happ,Russell,Montero,Stella,Baez,pitcher,Jay
76,Contreras,Rizzo,Bryant,Happ,Baez,Candelario,Almora,pitcher,Zagunis
77,Rizzo,Stella,Happ,Bryant,Montero,Jay,Baez,pitcher,Candelario
78,Rizzo,Bryant,Happ,Contreras,Jay,Baez,Almora,pitcher,Zagunis
79,Jay,Happ,Rizzo,Contreras,Russell,Candelario,Almora,Baez,pitcher
80,Jay,Happ,Rizzo,Contreras,Russell,Caratini,Baez,Almora,pitcher
81,Jay,Bryant,Rizzo,Contreras,Happ,Russell,Baez,Almora,pitcher
82,Jay,Bryant,Rizzo,Zobrist,Contreras,Happ,Russell,Baez,pitcher
83,Jay,Bryant,Rizzo,Zobrist,Happ,Heyward,Contreras,Russell,pitcher
84,Contreras,Bryant,Rizzo,Zobrist,Happ,Almora,Baez,Russell,pitcher
85,Jay,Bryant,Rizzo,Happ,Schwarber,Contreras,Heyward,Baez,pitcher
86,Zobrist,Bryant,Rizzo,Happ,Schwarber,Heyward,Caratini,Russell,pitcher
87,Zobrist,Bryant,Rizzo,Happ,Schwarber,Contreras,Heyward,Baez,pitcher
88,Jay,Bryant,Rizzo,Happ,Schwarber,Contreras,Heyward,Russell,pitcher
89,Zobrist,Bryant,Rizzo,Contreras,Schwarber,Happ,Heyward,Baez,Russell
90,Jay,Bryant,Rizzo,Contreras,Happ,Russell,Heyward,Baez,Almora
91,Zobrist,Bryant,Rizzo,Contreras,Schwarber,Happ,Heyward,Russell,Jay
92,Zobrist,Bryant,Rizzo,Contreras,Schwarber,Happ,Heyward,Baez,pitcher
93,Zobrist,Bryant,Rizzo,Contreras,Russell,Almora,Heyward,Baez,pitcher
94,Jay,Bryant,Rizzo,Happ,Schwarber,Baez,Russell,Caratini,pitcher
95,Heyward,Zobrist,Rizzo,Contreras,Schwarber,Happ,Russell,Baez,pitcher
96,Zobrist,Bryant,Rizzo,Contreras,Schwarber,Russell,Heyward,Jay,pitcher
97,Heyward,Bryant,Rizzo,Contreras,Schwarber,Happ,Russell,Baez,pitcher
98,Heyward,Bryant,Rizzo,Contreras,Schwarber,Zobrist,Jay,Baez,pitcher
99,Zobrist,Bryant,Rizzo,Contreras,Happ,Almora,Baez,Russell,pitcher
100,Heyward,Bryant,Rizzo,Zobrist,Schwarber,Happ,Jay,Russell,Caratini
101,Zobrist,Bryant,Rizzo,Contreras,Schwarber,Heyward,Jay,Russell,Almora
102,Jay,Bryant,Rizzo,Contreras,Heyward,Almora,Russell,Baez,pitcher
103,Zobrist,Bryant,Rizzo,Contreras,Schwarber,Happ,Heyward,Baez,pitcher
104,Zobrist,Jay,Bryant,Contreras,Russell,Heyward,Almora,Caratini,pitcher
105,Zobrist,Bryant,Rizzo,Contreras,Almora,Russell,Baez,Happ,pitcher
106,Zobrist,Bryant,Rizzo,Schwarber,Avila,Russell,Heyward,Jay,pitcher
107,Jay,Bryant,Rizzo,Contreras,Schwarber,Happ,Heyward,Baez,pitcher
108,Jay,Bryant,Rizzo,Contreras,Zobrist,Schwarber,Heyward,Baez,pitcher
109,Jay,Bryant,Rizzo,Contreras,Zobrist,Avila,Heyward,Baez,pitcher
110,Jay,Bryant,Rizzo,Contreras,Schwarber,Happ,Heyward,Baez,pitcher
111,Jay,Bryant,Rizzo,Contreras,Zobrist,Almora,Heyward,Baez,pitcher
112,Jay,Bryant,Rizzo,Contreras,Happ,Almora,Heyward,Baez,pitcher
113,Zobrist,Almora,Bryant,Contreras,Happ,Baez,Schwarber,Avila,pitcher
114,Jay,Bryant,Rizzo,Zobrist,Schwarber,Avila,Heyward,Baez,pitcher
115,Almora,Bryant,Rizzo,Zobrist,Happ,Schwarber,Baez,Avila,pitcher
116,Jay,Stella,Bryant,Rizzo,Caratini,Schwarber,Heyward,Baez,pitcher
117,Jay,Stella,Bryant,Rizzo,Schwarber,Avila,Heyward,Baez,pitcher
118,Jay,Stella,Bryant,Rizzo,Caratini,Almora,Heyward,Baez,pitcher
119,Zobrist,Schwarber,Bryant,Rizzo,Avila,Happ,Heyward,Baez,pitcher
120,Jay,Schwarber,Bryant,Rizzo,Zobrist,Avila,Happ,Baez,pitcher
121,Almora,Bryant,Rizzo,Zobrist,Happ,Caratini,Heyward,Baez,pitcher
122,Jay,Schwarber,Bryant,Rizzo,Happ,Avila,Heyward,Baez,pitcher
123,Almora,Schwarber,Zobrist,Rizzo,Baez,Stella,Rivera,Jay,pitcher
124,Jay,Schwarber,Bryant,Rizzo,Happ,Avila,Heyward,Baez,pitcher
125,Jay,Schwarber,Zobrist,Rizzo,Avila,Stella,Heyward,Baez,pitcher
126,Zobrist,Schwarber,Bryant,Rizzo,Happ,Baez,Heyward,Rivera,pitcher
127,Zobrist,Schwarber,Bryant,Rizzo,Happ,Avila,Heyward,Baez,pitcher
128,Jay,Schwarber,Bryant,Rizzo,Avila,Almora,Stella,Baez,pitcher
129,Zobrist,Schwarber,Bryant,Rizzo,Stella,Baez,Heyward,Rivera,pitcher
130,Jay,Stella,Bryant,Rizzo,Happ,Avila,Heyward,Baez,pitcher
131,Zobrist,Schwarber,Bryant,Rizzo,Stella,Avila,Heyward,Baez,pitcher
132,Jay,Schwarber,Bryant,Rizzo,Happ,Heyward,Baez,Rivera,pitcher
133,Jay,Zobrist,Bryant,Rizzo,Almora,Baez,Happ,Rivera,pitcher
134,Zobrist,Schwarber,Bryant,Rizzo,Happ,Avila,Heyward,Baez,pitcher
135,Jay,Schwarber,Bryant,Rizzo,Zobrist,Baez,Heyward,Rivera,pitcher
136,Zobrist,Almora,Bryant,Rizzo,Baez,Happ,Heyward,Rivera,pitcher
137,Jay,Schwarber,Bryant,Rizzo,Zobrist,Avila,Heyward,Freeman,pitcher
138,Jay,Almora,Bryant,Zobrist,Happ,Baez,Caratini,Rivera,pitcher
139,Jay,Stella,Bryant,Rizzo,Happ,Avila,Heyward,Baez,pitcher
140,Happ,Bryant,Rizzo,Zobrist,Schwarber,Baez,Heyward,Rivera,pitcher
141,Jay,Bryant,Rizzo,Zobrist,Avila,Happ,Heyward,Baez,pitcher
142,Jay,Bryant,Rizzo,Zobrist,Almora,Avila,Heyward,Baez,pitcher
143,Jay,Stella,Bryant,Rizzo,Happ,Baez,Heyward,Rivera,pitcher
144,Zobrist,Bryant,Rizzo,Contreras,Happ,Schwarber,Heyward,Baez,pitcher
145,Zobrist,Bryant,Rizzo,Contreras,Happ,Schwarber,Heyward,Baez,pitcher
146,Jay,Bryant,Rizzo,Happ,Schwarber,Baez,Heyward,Davis,pitcher
147,Zobrist,Bryant,Rizzo,Contreras,Schwarber,Jay,Heyward,Baez,pitcher
148,Zobrist,Bryant,Rizzo,Contreras,Almora,Happ,Baez,Jay,pitcher
149,Zobrist,Bryant,Rizzo,Avila,Schwarber,Almora,Heyward,Russell,pitcher
