number,one,two,three,four,five,six,seven,eight,nine
1,Hack,Herman,Cuyler,Barton,Stephenson,Hartnett,Grimm,Jurges,pitcher
2,Hack,Herman,Cuyler,Barton,Gudat,Hemsley,Grimm,Jurges,pitcher
3,Hack,Herman,Cuyler,Barton,Gudat,Hartnett,Grimm,Jurges,pitcher
4,Hack,Herman,Cuyler,Barton,Stephenson,Hemsley,Grimm,Jurges,pitcher
5,Hack,Herman,Cuyler,Barton,Stephenson,Hemsley,Grimm,Jurges,pitcher
6,Hack,Herman,Cuyler,Barton,Moore,Hartnett,Grimm,Jurges,pitcher
7,Hack,Herman,Cuyler,Barton,Moore,Hartnett,Grimm,Jurges,pitcher
8,Hack,Herman,Cuyler,Barton,Stephenson,Hemsley,Grimm,Jurges,pitcher
9,Hack,Herman,Cuyler,Barton,Stephenson,Hemsley,Grimm,Jurges,pitcher
10,Hack,Herman,Cuyler,Barton,Stephenson,Hartnett,Grimm,Jurges,pitcher
11,Hack,Herman,Cuyler,Barton,Stephenson,Hartnett,Grimm,Jurges,pitcher
12,Hack,Herman,Richbourg,Taylor,Stephenson,Hartnett,Grimm,Jurges,pitcher
13,Hack,Herman,Richbourg,Taylor,Stephenson,Hartnett,Grimm,Jurges,pitcher
14,Hack,Herman,Richbourg,Taylor,Stephenson,Hartnett,Grimm,Jurges,pitcher
15,Hack,Herman,Richbourg,Taylor,Stephenson,Hemsley,Grimm,Jurges,pitcher
16,Hack,Herman,Moore,Taylor,Stephenson,Hartnett,Grimm,Jurges,pitcher
17,Hack,Herman,Moore,Taylor,Stephenson,Hartnett,Grimm,Jurges,pitcher
18,Hack,Herman,Moore,Richbourg,Stephenson,Hartnett,Grimm,Jurges,pitcher
19,Hack,Herman,Moore,Richbourg,Stephenson,Hartnett,Grimm,Jurges,pitcher
20,Richbourg,Herman,English,Moore,Stephenson,Hemsley,Grimm,Jurges,pitcher
21,Richbourg,Herman,English,Moore,Stephenson,Hemsley,Grimm,Jurges,pitcher
