number,one,two,three,four,five,six,seven,eight,nine
1,Cuyler,English,Hornsby,Wilson,Stephenson,Hartnett,Bell,Grimm,pitcher
2,Cuyler,English,Hornsby,Wilson,Stephenson,Hartnett,Bell,Grimm,pitcher
3,Cuyler,English,Hornsby,Wilson,Stephenson,Hartnett,Bell,Grimm,pitcher
4,Cuyler,English,Hornsby,Wilson,Stephenson,Hartnett,Bell,Grimm,pitcher
5,Cuyler,English,Hornsby,Wilson,Stephenson,Hartnett,Bell,Grimm,pitcher
6,Cuyler,English,Hornsby,Wilson,Stephenson,Hartnett,Bell,Grimm,pitcher
7,Moore,English,Hornsby,Wilson,Stephenson,Hartnett,Bell,Grimm,pitcher
8,Cuyler,English,Hornsby,Wilson,Stephenson,Hartnett,Bell,Grimm,pitcher
9,Cuyler,English,Hornsby,Wilson,Stephenson,Hartnett,Bell,Grimm,pitcher
10,Cuyler,English,Hornsby,Wilson,Stephenson,Hartnett,Bell,Grimm,pitcher
11,Cuyler,English,Hornsby,Wilson,Stephenson,Hartnett,Bell,Grimm,pitcher
12,Cuyler,English,Hornsby,Wilson,Stephenson,Hartnett,Bell,Grimm,pitcher
13,Cuyler,English,Hornsby,Wilson,Stephenson,Hartnett,Bell,Grimm,pitcher
14,Cuyler,English,Hornsby,Wilson,Stephenson,Hartnett,Bell,Grimm,pitcher
15,Cuyler,English,Hornsby,Wilson,Stephenson,Hartnett,Bell,Grimm,pitcher
16,Cuyler,English,Hornsby,Wilson,Stephenson,Hartnett,Bell,Grimm,pitcher
17,Blair,English,Hornsby,Wilson,Cuyler,Stephenson,Hartnett,Bell,pitcher
18,Blair,English,Hornsby,Wilson,Cuyler,Stephenson,Hartnett,Bell,pitcher
19,Blair,English,Cuyler,Wilson,Moore,Hartnett,Bell,Grimm,pitcher
20,Moore,English,Hornsby,Wilson,Cuyler,Hartnett,Bell,Grimm,pitcher
21,Moore,English,Hornsby,Wilson,Cuyler,Grace,Bell,Grimm,pitcher
22,Moore,English,Hornsby,Wilson,Cuyler,Hartnett,Bell,Grimm,pitcher
23,Moore,English,Hornsby,Wilson,Cuyler,Hartnett,Bell,Grimm,pitcher
24,Moore,English,Hornsby,Wilson,Cuyler,Blair,Hartnett,Grimm,pitcher
25,Moore,English,Hornsby,Stephenson,Cuyler,Hartnett,Bell,Grimm,pitcher
26,Moore,English,Hornsby,Wilson,Cuyler,Hartnett,Bell,Grimm,pitcher
27,Moore,English,Hornsby,Stephenson,Cuyler,Hartnett,Jurges,Grimm,pitcher
28,Moore,English,Hornsby,Stephenson,Cuyler,Hartnett,Jurges,Grimm,pitcher
29,Moore,English,Hornsby,Stephenson,Cuyler,Grace,Jurges,Grimm,pitcher
30,Moore,English,Hornsby,Stephenson,Cuyler,Hartnett,Jurges,Grimm,pitcher
31,Moore,English,Hornsby,Stephenson,Cuyler,Hartnett,Jurges,Blair,pitcher
32,Moore,English,Hornsby,Stephenson,Wilson,Hartnett,Jurges,Blair,pitcher
33,Moore,English,Hornsby,Stephenson,Wilson,Hartnett,Jurges,Grimm,pitcher
34,Moore,English,Hornsby,Stephenson,Cuyler,Hemsley,Jurges,Grimm,pitcher
35,Moore,English,Hornsby,Stephenson,Cuyler,Hartnett,Jurges,Grimm,pitcher
36,Moore,English,Hornsby,Stephenson,Cuyler,Hemsley,Jurges,Grimm,pitcher
