year_ID,player_ID,name_common,age,team_ID,lg_ID,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,TB,GIDP,HBP,SH,SF,IBB,pos_summary
1992,abbotky01,Kyle Abbott,24,PHI,NL,31,36,29,1,2,1,0,0,2,0,0,1,18,.069,.100,.103,.203,-42,3,0,0,6,0,0,1
1992,abnersh01,Shawn Abner,26,CHW,AL,97,228,208,21,58,10,1,1,16,1,2,12,35,.279,.323,.351,.674,90,73,3,3,2,3,2,987/D
1992,ackerji01,Jim Acker,33,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1992,afenitr01,Troy Afenir,28,CIN,NL,16,40,34,3,6,1,2,0,4,0,0,5,12,.176,.282,.324,.606,69,11,0,0,1,0,0,2
1992,agostju01,Juan Agosto,34,TOT,MLB,22,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1992,agostju01,Juan Agosto,34,STL,NL,22,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1992,aguilri01,Rick Aguilera,30,MIN,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1992,aldresc01,Scott Aldred,24,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1992,alexama02,Manny Alexander,21,BAL,AL,4,5,5,1,1,0,0,0,0,0,0,0,3,.200,.200,.200,.400,12,1,0,0,0,0,0,/6
1992,alicelu01,Luis Alicea,26,STL,NL,85,302,265,26,65,9,11,2,32,2,5,27,40,.245,.320,.385,.705,102,102,5,4,2,4,1,4/6
1992,allanan01,Andy Allanson,30,MIL,AL,9,28,25,6,8,1,0,0,0,3,1,1,2,.320,.346,.360,.706,101,9,1,0,2,0,0,/2
1992,alomaro01,Roberto Alomar,24,TOR,AL,152,671,571,105,177,27,8,8,76,49,9,87,52,.310,.405,.427,.832,130,244,8,5,6,2,5,*4/D
1992,alomasa02,Sandy Alomar,26,CLE,AL,89,320,299,22,75,16,0,2,26,3,3,13,32,.251,.293,.324,.618,75,97,7,5,3,0,3,2/D
1992,aloumo01,Moises Alou,25,MON,NL,115,377,341,53,96,28,2,9,56,16,2,25,46,.282,.328,.455,.783,120,155,5,1,5,5,0,798
1992,amarari01,Rich Amaral,30,SEA,AL,35,109,100,9,24,3,0,1,7,4,2,5,16,.240,.276,.300,.576,62,30,4,0,4,0,0,56/73489
1992,amaroru02,Ruben Amaro,27,PHI,NL,126,427,374,43,82,15,6,7,34,11,5,37,54,.219,.303,.348,.651,85,130,11,9,4,2,1,*987
1992,anderla02,Larry Andersen,39,SDP,NL,34,2,1,1,0,0,0,0,0,0,0,1,1,.000,.500,.000,.500,53,0,0,0,0,0,0,1
1992,anderbr01,Brady Anderson,28,BAL,AL,159,749,623,100,169,28,10,21,80,53,16,98,98,.271,.373,.449,.823,130,280,2,9,10,9,14,*7/89
1992,anderda02,Dave Anderson,31,LAD,NL,51,91,84,10,24,4,0,3,8,0,4,4,11,.286,.311,.440,.752,112,37,3,0,1,2,0,5/6
1992,anthoer01,Eric Anthony,24,HOU,NL,137,483,440,45,105,15,1,19,80,5,4,38,98,.239,.298,.407,.705,103,179,7,1,0,4,5,*9/87
1992,ariasal01,Alex Arias,24,CHC,NL,32,113,99,14,29,6,0,0,7,0,0,11,13,.293,.375,.354,.729,106,35,4,2,1,0,0,6
1992,ashbyan01,Andy Ashby,24,PHI,NL,10,13,11,0,1,1,0,0,1,0,0,0,7,.091,.091,.182,.273,-24,2,0,0,2,0,0,1
1992,ashlebi01,Billy Ashley,21,LAD,NL,29,100,95,6,21,5,0,2,6,0,0,5,34,.221,.260,.337,.597,69,32,2,0,0,0,0,9/7
1992,assenpa01,Paul Assenmacher,31,CHC,NL,70,7,4,1,0,0,0,0,0,0,0,1,1,.000,.200,.000,.200,-39,0,0,0,2,0,0,1
