year_ID,player_ID,name_common,age,team_ID,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,TB,GIDP,HBP,SH,SF,IBB,pos_summary
1871,abercda01,Frank Abercrombie,21,TRO,1,4,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,,,,,/6
1871,addybo01,Bob Addy,29,ROK,25,122,118,30,32,6,0,0,13,8,1,4,0,.271,.295,.322,.617,78,38,0,,,,,*4/6
1871,allisar01,Art Allison,22,CLE,29,139,137,28,40,4,5,0,19,3,1,2,5,.292,.302,.394,.696,100,54,1,,,,,*O/4
1871,allisdo01,Doug Allison,24,OLY,27,133,133,28,44,10,2,2,27,1,1,0,2,.331,.331,.481,.812,133,64,0,,,,,*2
1871,ansonca01,Cap Anson,19,ROK,25,122,120,29,39,11,3,0,16,6,2,2,1,.325,.336,.467,.803,128,56,0,,,,,*5/243O
1871,armstsa01,Robert Armstrong,20,KEK,12,49,49,9,11,2,1,0,5,0,1,0,1,.224,.224,.306,.531,49,15,0,,,,,O
1871,barkeal01,Al Barker,32,ROK,1,5,4,0,1,0,0,0,2,0,0,1,0,.250,.400,.250,.650,93,1,0,,,,,/O
1871,barnero01,Ross Barnes,21,BOS,31,170,157,66,63,10,9,0,34,11,6,13,1,.401,.447,.580,1.027,185,91,1,,,,,46
1871,barrebi01,Bill Barrett,--,KEK,1,5,5,1,1,1,0,0,1,0,0,0,0,.200,.200,.400,.600,65,2,0,,,,,/52
1871,barrofr01,Frank Barrows,26,BOS,18,86,86,13,13,2,1,0,11,1,0,0,0,.151,.151,.198,.349,-3,17,0,,,,,O/4
1871,bassjo01,John Bass,23,CLE,22,92,89,18,27,1,10,3,18,0,1,3,4,.303,.326,.640,.967,171,57,0,,,,,*6/2
1871,battijo01,Joe Battin,17,CLE,1,4,3,0,0,0,0,0,0,0,0,1,0,.000,.250,.000,.250,-20,0,0,,,,,/O
1871,bealsto01,Tommy Beals,20,OLY,10,38,36,6,7,0,0,0,1,2,0,2,0,.194,.237,.194,.431,28,7,2,,,,,/O4
1871,beavee.01,Edward Beavens,23,TRO,3,15,15,7,6,0,0,0,5,2,0,0,0,.400,.400,.400,.800,128,6,0,,,,,/4
