number,one,two,three,four,five,six,seven,eight,nine
1,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Archer,Phelan,pitcher
2,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Archer,McLarry,pitcher
3,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Archer,McLarry,pitcher
4,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Archer,Phelan,pitcher
5,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
6,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
7,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,McLarry,pitcher
8,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
9,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
10,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
11,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
12,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
13,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
14,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
15,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
16,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
17,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
18,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
19,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
20,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
21,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
22,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
23,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Archer,Phelan,pitcher
24,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Archer,Phelan,pitcher
25,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Archer,Phelan,pitcher
26,Phelan,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Knisely,pitcher
27,Phelan,Fisher,Schulte,Zimmerman,Saier,Williams,Archer,Knisely,pitcher
28,Phelan,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Knisely,pitcher
29,Phelan,Fisher,Schulte,Zimmerman,Saier,Williams,Archer,Knisely,pitcher
30,Phelan,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Knisely,pitcher
31,Phelan,Fisher,Schulte,Zimmerman,Saier,Williams,Archer,Knisely,pitcher
32,Phelan,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Knisely,pitcher
33,Phelan,Fisher,Schulte,Zimmerman,Saier,Williams,Archer,Knisely,pitcher
34,Phelan,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Knisely,pitcher
35,Phelan,Fisher,Schulte,Zimmerman,Saier,Williams,Archer,Knisely,pitcher
36,Phelan,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Knisely,pitcher
37,Phelan,Fisher,Schulte,Zimmerman,Saier,Williams,Archer,Knisely,pitcher
38,Phelan,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Knisely,pitcher
39,Phelan,Fisher,Schulte,Zimmerman,Saier,Williams,Archer,Knisely,pitcher
40,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
41,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Archer,Phelan,pitcher
42,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
43,Good,Fisher,Knisely,Zimmerman,Saier,Williams,Archer,Phelan,pitcher
44,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
45,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Archer,Phelan,pitcher
46,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
47,Good,Fisher,Knisely,Zimmerman,Saier,Williams,Archer,Phelan,pitcher
48,Good,Fisher,Knisely,Zimmerman,Saier,Williams,Bresnahan,Phelan,pitcher
49,Good,Fisher,Knisely,Zimmerman,Saier,Williams,Archer,Phelan,pitcher
50,Good,Fisher,Schulte,McLarry,Saier,Williams,Bresnahan,Phelan,pitcher
51,Good,Fisher,Schulte,McLarry,Saier,Williams,Archer,Phelan,pitcher
52,Good,Fisher,Schulte,McLarry,Saier,Williams,Bresnahan,Phelan,pitcher
53,Good,Fisher,Schulte,Saier,Phelan,Williams,Archer,McLarry,pitcher
54,Good,Fisher,Schulte,Saier,Phelan,Williams,Archer,McLarry,pitcher
55,Good,Fisher,Schulte,Saier,Phelan,Williams,Archer,McLarry,pitcher
56,Good,Fisher,Schulte,Saier,Phelan,Williams,Archer,McLarry,pitcher
57,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Phelan,Bresnahan,pitcher
58,Good,Fisher,Schulte,Zimmerman,Saier,Knisely,Phelan,Bresnahan,pitcher
59,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Phelan,Bresnahan,pitcher
60,Good,Fisher,Schulte,Zimmerman,Saier,Williams,Phelan,Archer,pitcher
