number,one,two,three,four,five,six,seven,eight,nine
1,Hack,Gilbert,Nicholson,Dallessandro,Cavarretta,McCullough,Stringer,Sturgeon,pitcher
2,Hack,Cavarretta,Lowrey,Nicholson,Dahlgren,McCullough,Stringer,Sturgeon,pitcher
3,Hack,Cavarretta,Lowrey,Nicholson,Dahlgren,Stringer,McCullough,Sturgeon,pitcher
4,Hack,Cavarretta,Novikoff,Nicholson,Dahlgren,Stringer,McCullough,Merullo,pitcher
5,Hack,Cavarretta,Novikoff,Nicholson,Dahlgren,Stringer,McCullough,Merullo,pitcher
6,Hack,Cavarretta,Novikoff,Nicholson,Dahlgren,Stringer,McCullough,Merullo,pitcher
7,Hack,Cavarretta,Novikoff,Nicholson,Dahlgren,Stringer,McCullough,Merullo,pitcher
8,Hack,Cavarretta,Nicholson,Dallessandro,McCullough,Stringer,Dahlgren,Merullo,pitcher
9,Hack,Merullo,Nicholson,Novikoff,Cavarretta,Stringer,Dahlgren,Hernandez,pitcher
10,Hack,Merullo,Nicholson,Novikoff,Cavarretta,Stringer,Dahlgren,Hernandez,pitcher
11,Hack,Merullo,Nicholson,Dallessandro,Cavarretta,Stringer,Dahlgren,Hernandez,pitcher
12,Hack,Merullo,Nicholson,Dallessandro,Cavarretta,Stringer,Dahlgren,Hernandez,pitcher
13,Hack,Merullo,Nicholson,Cavarretta,Novikoff,Stringer,Lowrey,Hernandez,pitcher
14,Hack,Merullo,Nicholson,Cavarretta,Novikoff,Stringer,Lowrey,Hernandez,pitcher
15,Hack,Merullo,Nicholson,Cavarretta,Dallessandro,Stringer,Lowrey,Scheffing,pitcher
16,Hack,Merullo,Nicholson,Cavarretta,Dallessandro,Stringer,Gilbert,McCullough,pitcher
17,Lowrey,Merullo,Russell,Nicholson,Novikoff,Stringer,Dahlgren,McCullough,pitcher
18,Lowrey,Merullo,Russell,Nicholson,Novikoff,Stringer,Dahlgren,McCullough,pitcher
19,Gilbert,Merullo,Hack,Nicholson,Dallessandro,Stringer,Cavarretta,McCullough,pitcher
20,Gilbert,Merullo,Hack,Nicholson,Dallessandro,Stringer,Cavarretta,McCullough,pitcher
21,Gilbert,Merullo,Hack,Nicholson,Novikoff,Stringer,Cavarretta,McCullough,pitcher
22,Gilbert,Merullo,Hack,Nicholson,Novikoff,Stringer,Cavarretta,McCullough,pitcher
23,Gilbert,Merullo,Hack,Nicholson,Novikoff,Stringer,Cavarretta,McCullough,pitcher
24,Gilbert,Merullo,Hack,Dallessandro,Novikoff,Stringer,Cavarretta,McCullough,pitcher
25,Gilbert,Merullo,Hack,Dallessandro,Novikoff,Stringer,Cavarretta,Hernandez,pitcher
26,Gilbert,Merullo,Hack,Nicholson,Novikoff,Stringer,Cavarretta,McCullough,pitcher
27,Gilbert,Merullo,Hack,Nicholson,Novikoff,Stringer,Cavarretta,McCullough,pitcher
28,Hack,Merullo,Gilbert,Nicholson,Dallessandro,Stringer,Cavarretta,McCullough,pitcher
29,Hack,Merullo,Gilbert,Nicholson,Dallessandro,Stringer,Cavarretta,McCullough,pitcher
30,Hack,Merullo,Gilbert,Nicholson,Dallessandro,Stringer,Cavarretta,McCullough,pitcher
31,Hack,Merullo,Gilbert,Nicholson,Dallessandro,Russell,Cavarretta,Hernandez,pitcher
32,Hack,Merullo,Gilbert,Nicholson,Dallessandro,Russell,Cavarretta,McCullough,pitcher
33,Hack,Merullo,Gilbert,Cavarretta,Stringer,Dallessandro,Novikoff,McCullough,pitcher
34,Hack,Merullo,Cavarretta,Nicholson,Stringer,Gilbert,Novikoff,McCullough,pitcher
35,Hack,Merullo,Cavarretta,Nicholson,Stringer,Gilbert,Novikoff,McCullough,pitcher
36,Hack,Merullo,Cavarretta,Nicholson,Dallessandro,Stringer,Lowrey,McCullough,pitcher
37,Hack,Merullo,Cavarretta,Nicholson,Dallessandro,Stringer,Lowrey,McCullough,pitcher
38,Hack,Merullo,Cavarretta,Nicholson,Stringer,Gilbert,Lowrey,McCullough,pitcher
39,Hack,Merullo,Cavarretta,Nicholson,Stringer,Gilbert,Lowrey,McCullough,pitcher
40,Hack,Merullo,Cavarretta,Nicholson,Russell,Stringer,Gilbert,McCullough,pitcher
41,Hack,Merullo,Cavarretta,Nicholson,Russell,Stringer,Gilbert,McCullough,pitcher
42,Hack,Merullo,Cavarretta,Nicholson,Russell,Stringer,Lowrey,McCullough,pitcher
43,Hack,Merullo,Cavarretta,Nicholson,Russell,Novikoff,Stringer,McCullough,pitcher
44,Hack,Merullo,Cavarretta,Nicholson,Russell,Novikoff,Stringer,Hernandez,pitcher
45,Hack,Merullo,Cavarretta,Nicholson,Russell,Novikoff,Stringer,McCullough,pitcher
46,Hack,Merullo,Cavarretta,Nicholson,Russell,Novikoff,Stringer,McCullough,pitcher
47,Hack,Merullo,Stringer,Nicholson,Russell,Novikoff,Cavarretta,McCullough,pitcher
48,Hack,Merullo,Stringer,Nicholson,Russell,Novikoff,Cavarretta,McCullough,pitcher
49,Hack,Merullo,Cavarretta,Nicholson,Russell,Novikoff,Stringer,McCullough,pitcher
50,Hack,Merullo,Cavarretta,Nicholson,Russell,Novikoff,Stringer,Hernandez,pitcher
51,Hack,Merullo,Cavarretta,Nicholson,Russell,Novikoff,Stringer,McCullough,pitcher
52,Hack,Merullo,Cavarretta,Foxx,Nicholson,Russell,Novikoff,McCullough,pitcher
53,Hack,Merullo,Cavarretta,Foxx,Nicholson,Russell,Novikoff,Hernandez,pitcher
54,Hack,Merullo,Cavarretta,Foxx,Russell,Nicholson,Novikoff,McCullough,pitcher
55,Hack,Merullo,Cavarretta,Foxx,Russell,Nicholson,Novikoff,McCullough,pitcher
56,Hack,Merullo,Cavarretta,Russell,Nicholson,Novikoff,Stringer,McCullough,pitcher
57,Hack,Merullo,Cavarretta,Russell,Nicholson,Novikoff,Stringer,McCullough,pitcher
