team_game_num,date_game,team_ID,team_homeORaway,opp_ID,game_result,player_game_span,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GIDP,SB,CS,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,batting_order_position,leverage_index_avg,wpa_bat,re24_bat,pos_game,player_ID,year_ID
152,1985-09-25.CHN198509250,CHC,,NYM,1,43.9,4,2,1,0,0,0,0,1,1,0.0,1,0,0,1.0,0,0.0,0,0,0.31,0.368,0.504,0.873,3,1.7,-0.11699999999999999,-0.56,2B,sandbry01,1985
153,1985-09-26.CHN198509260,CHC,,NYM,-3,43.9,4,4,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.31,0.368,0.503,0.87,3,1.28,-0.055,-0.42,2B,sandbry01,1985
154,1985-09-27.CHN198509270,CHC,,PHI,2,43.9,5,5,1,1,0,0,1,1,0,0.0,0,0,0,0.0,0,0.0,0,0,0.309,0.366,0.505,0.871,3,1.11,-0.061,-0.36,2B,sandbry01,1985
155,1985-09-28.CHN198509280,CHC,,PHI,1,43.9,5,3,2,1,0,0,0,1,2,0.0,0,0,0,0.0,0,0.0,1,0,0.309,0.368,0.504,0.872,3,0.76,0.069,0.68,2B,sandbry01,1985
156,1985-09-29.CHN198509290,CHC,,PHI,4,43.9,4,4,1,1,0,0,0,0,0,0.0,1,0,0,0.0,1,0.0,1,1,0.308,0.36700000000000005,0.503,0.87,3,0.53,-0.025,-0.6,2B,sandbry01,1985
157,1985-10-01.CHN198510010,CHC,,PIT,1,43.9,3,3,0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0.0,0,0,0.307,0.366,0.5,0.866,3,0.88,-0.086,-1.0,2B,sandbry01,1985
158,1985-10-02.CHN198510020,CHC,,PIT,-5,43.9,5,5,1,2,0,1,1,2,0,0.0,2,0,0,0.0,0,0.0,0,0,0.308,0.366,0.508,0.873,3,0.79,0.022000000000000002,0.76,2B,sandbry01,1985
159,1985-10-03.CHN198510030,CHC,,PIT,8,18.9,5,4,2,1,1,0,0,2,1,0.0,1,0,0,0.0,0,0.0,0,0,0.307,0.366,0.508,0.8740000000000001,3,1.4,0.049,1.2,2B,sandbry01,1985
160,1985-10-04.SLN198510040,CHC,@,STL,-2,43.9,4,4,0,2,1,0,0,1,0,0.0,0,0,0,0.0,0,0.0,0,0,0.308,0.36700000000000005,0.509,0.8759999999999999,3,1.15,0.006,1.05,2B,sandbry01,1985
161,1985-10-05.SLN198510050,CHC,@,STL,-6,43.9,4,4,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0,0,0.306,0.365,0.506,0.87,3,1.0,-0.11699999999999999,-1.27,2B,sandbry01,1985
162,1985-10-06.SLN198510060,CHC,@,STL,6,12.3,2,2,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.305,0.364,0.504,0.868,3,0.6,-0.027999999999999997,-0.43,2B,sandbry01,1985
1,1986-04-07.CIN198604070,CIN,,PHI,3,43.9,5,5,1,1,0,0,1,3,0,0.0,0,0,0,0.0,0,1.0,0,0,0.2,0.2,0.8,1.0,1,0.76,0.239,0.91,CF LF,daviser01,1986
2,1986-04-09.CIN198604090,CIN,,PHI,-2,46.1,5,5,1,1,0,0,1,1,0,0.0,0,0,0,0.0,0,0.0,0,0,0.2,0.2,0.8,1.0,1,1.57,-0.083,0.04,CF,daviser01,1986
3,1986-04-11.SDN198604110,CIN,@,SDP,-1,46.1,6,6,0,1,0,0,0,0,0,0.0,3,0,0,0.0,0,0.0,1,1,0.188,0.188,0.563,0.75,1,2.01,-0.325,-1.67,CF,daviser01,1986
4,1986-04-12.SDN198604120,CIN,@,SDP,1,43.9,4,4,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.15,0.15,0.45,0.6,1,0.85,-0.084,-0.62,CF,daviser01,1986
5,1986-04-13.SDN198604130,CIN,@,SDP,-1,5.9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.15,0.15,0.45,0.6,3,,,,PR RF,daviser01,1986
6,1986-04-15.ATL198604150,CIN,@,ATL,2,43.9,5,4,2,0,0,0,0,0,1,0.0,1,0,0,0.0,1,0.0,2,0,0.125,0.16,0.375,0.535,1,1.51,0.174,0.85,CF,daviser01,1986
7,1986-04-16.ATL198604160,CIN,@,ATL,2,7.9,1,1,1,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.12,0.154,0.36,0.514,7,0.25,-0.006,-0.1,PR CF,daviser01,1986
8,1986-04-18.CIN198604180,CIN,,HOU,-2,43.9,4,3,0,1,0,0,0,0,1,0.0,1,0,0,0.0,0,0.0,1,0,0.14300000000000002,0.2,0.35700000000000004,0.557,2,0.63,0.059000000000000004,0.62,CF,daviser01,1986
9,1986-04-19.CIN198604190,CIN,,HOU,-1,43.9,5,4,1,2,0,0,0,0,1,0.0,0,0,0,0.0,0,1.0,2,0,0.188,0.257,0.375,0.632,1,1.26,-0.095,1.27,CF LF,daviser01,1986
10,1986-04-20.CIN198604200,CIN,,HOU,-2,43.9,5,2,2,1,0,0,1,2,3,0.0,0,0,0,0.0,0,0.0,1,0,0.20600000000000002,0.325,0.47100000000000003,0.7959999999999999,1,1.49,0.256,2.31,CF,daviser01,1986
11,1986-04-23.CIN198604230,CIN,,SDP,-3,43.9,5,5,0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0.0,0,0,0.179,0.289,0.41,0.6990000000000001,1,2.09,-0.257,-1.92,CF LF,daviser01,1986
12,1986-04-24.HOU198604240,CIN,@,HOU,3,43.9,5,3,1,1,1,0,0,0,2,0.0,0,0,0,0.0,0,0.0,1,0,0.19,0.32,0.429,0.7490000000000001,1,0.91,0.11599999999999999,1.08,CF,daviser01,1986
15,1986-04-27.HOU198604270,CIN,@,HOU,-6,17.8,4,4,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.196,0.315,0.413,0.728,1,0.48,-0.043,-0.39,CF,daviser01,1986
16,1986-04-29.CIN198604290,CIN,,MON,-3,43.9,4,4,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.18,0.293,0.38,0.6729999999999999,1,0.52,-0.051,-0.71,CF,daviser01,1986
17,1986-04-30.CIN198604300,CIN,,MON,-8,43.9,4,4,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,1,0,0.185,0.29,0.37,0.6609999999999999,1,0.41,-0.039,-0.43,CF,daviser01,1986
18,1986-05-02.CIN198605020,CIN,,NYM,-1,43.9,5,5,1,1,0,0,0,2,0,0.0,3,0,0,0.0,0,0.0,1,0,0.18600000000000003,0.284,0.35600000000000004,0.64,1,1.93,-0.001,0.45,CF,daviser01,1986
19,1986-05-03.CIN198605030,CIN,,NYM,-3,43.9,5,4,0,1,0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,1,0,0.19,0.292,0.349,0.6409999999999999,1,0.92,-0.02,-0.09,CF,daviser01,1986
20,1986-05-04.CIN198605040,CIN,,NYM,-5,1.8,1,1,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.188,0.28800000000000003,0.344,0.631,9,0.23,-0.006,-0.15,PH,daviser01,1986
21,1986-05-05.CIN198605050,CIN,,ATL,-1,18.9,3,3,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0,1,0.19399999999999998,0.289,0.34299999999999997,0.633,6,1.72,-0.147,-1.14,CF,daviser01,1986
22,1986-05-06.CIN198605060,CIN,,ATL,2,6.9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.19399999999999998,0.289,0.34299999999999997,0.633,9,,,,RF,daviser01,1986
23,1986-05-08.CIN198605080,CIN,,ATL,-5,1.7,1,1,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.191,0.28600000000000003,0.33799999999999997,0.624,9,2.6,-0.059000000000000004,-0.35,PH,daviser01,1986
24,1986-05-09.NYN198605090,CIN,@,NYM,-1,18.9,3,3,0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0.0,0,0,0.183,0.275,0.324,0.599,6,1.11,-0.054000000000000006,-0.4,CF,daviser01,1986
28,1986-05-13.MON198605130,CIN,@,MON,-2,7.9,1,1,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.18100000000000002,0.272,0.319,0.591,2,0.41,-0.011000000000000001,-0.1,CF,daviser01,1986
30,1986-05-15.PHI198605150,CIN,@,PHI,1,5.9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.18100000000000002,0.272,0.319,0.591,4,,,,CF,daviser01,1986
31,1986-05-16.CIN198605160,CIN,,PIT,5,7.9,1,1,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.192,0.28,0.32899999999999996,0.609,4,0.01,0.0,0.2,PR RF,daviser01,1986
34,1986-05-20.SLN198605200,CIN,@,STL,2,43.9,4,3,0,0,0,0,0,1,0,0.0,1,0,0,1.0,0,0.0,0,0,0.184,0.267,0.316,0.583,6,1.32,-0.062,-0.83,CF,daviser01,1986
35,1986-05-21.SLN198605210,CIN,@,STL,-5,6.9,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0,0,0.182,0.264,0.312,0.5760000000000001,2,0.29,-0.011000000000000001,-0.49,PH CF,daviser01,1986
36,1986-05-22.SLN198605220,CIN,@,STL,2,0.7,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.182,0.264,0.312,0.5760000000000001,1,,,,PR,daviser01,1986
37,1986-05-23.PIT198605230,CIN,@,PIT,3,47.2,7,6,2,2,0,0,0,1,1,0.0,1,0,0,0.0,0,0.0,1,0,0.193,0.27699999999999997,0.313,0.59,1,1.42,0.084,0.76,CF LF,daviser01,1986
38,1986-05-24.PIT198605240,CIN,@,PIT,2,6.9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.193,0.27699999999999997,0.313,0.59,4,,,,LF,daviser01,1986
39,1986-05-25.PIT198605250,CIN,@,PIT,3,43.9,5,4,2,1,0,0,1,1,1,0.0,1,0,0,0.0,0,0.0,1,0,0.195,0.28300000000000003,0.345,0.628,1,0.9,0.147,0.88,CF LF,daviser01,1986
41,1986-05-27.CHN198605270,CIN,@,CHC,1,16.7,4,3,2,1,0,1,0,0,1,0.0,0,0,0,0.0,0,0.0,1,0,0.2,0.29100000000000004,0.36700000000000005,0.6579999999999999,6,0.89,0.043,0.04,CF LF,daviser01,1986
43,1986-05-30.CIN198605300,CIN,,STL,2,8.9,1,0,0,0,0,0,0,1,1,0.0,0,0,0,0.0,0,0.0,0,0,0.2,0.298,0.36700000000000005,0.665,4,1.04,0.034,1.0,PR LF,daviser01,1986
51,1986-06-08.SFN198606081,CIN,@,SFG,4,0.9,0,0,1,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.2,0.298,0.36700000000000005,0.665,9,,0.0,0.0,PR,daviser01,1986
52,1986-06-08.SFN198606082,CIN,@,SFG,-2,43.9,4,3,0,1,1,0,0,0,1,0.0,0,0,0,0.0,0,0.0,1,0,0.204,0.306,0.376,0.682,1,1.29,-0.017,-0.05,CF LF,daviser01,1986
54,1986-06-10.LAN198606100,CIN,@,LAD,-1,18.9,3,3,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.198,0.297,0.365,0.662,1,0.97,-0.07,-0.55,CF,daviser01,1986
55,1986-06-11.LAN198606110,CIN,@,LAD,-1,9.1,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,1,0.20600000000000002,0.304,0.371,0.675,2,2.3,-0.04,-0.14,PR LF,daviser01,1986
56,1986-06-13.ATL198606130,CIN,@,ATL,-1,5.9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,1,0,0.20600000000000002,0.304,0.371,0.675,3,3.95,0.152,0.42,PR,daviser01,1986
57,1986-06-14.ATL198606140,CIN,@,ATL,1,8.9,1,1,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,1,0,0.214,0.31,0.37799999999999995,0.687,4,2.79,0.348,0.97,LF,daviser01,1986
58,1986-06-15.ATL198606150,CIN,@,ATL,2,43.9,4,4,2,2,0,0,1,3,0,0.0,1,0,0,0.0,0,0.0,0,0,0.225,0.316,0.41200000000000003,0.728,6,0.92,0.14800000000000002,1.94,CF LF,daviser01,1986
59,1986-06-16.ATL198606160,CIN,@,ATL,-1,45.0,4,4,1,2,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,1,0,0.23600000000000002,0.322,0.415,0.737,5,1.06,0.079,0.94,LF,daviser01,1986
60,1986-06-17.CIN198606170,CIN,,HOU,1,43.9,4,4,2,1,0,0,0,0,0,0.0,0,0,0,0.0,1,0.0,2,0,0.23600000000000002,0.32,0.409,0.7290000000000001,4,1.21,0.168,1.24,RF,daviser01,1986
61,1986-06-18.CIN198606180,CIN,,HOU,1,43.9,4,4,1,1,0,0,1,2,0,0.0,1,0,0,0.0,0,0.0,0,0,0.237,0.318,0.43,0.748,4,2.03,0.7070000000000001,1.14,LF,daviser01,1986
62,1986-06-19.CIN198606190,CIN,,HOU,-4,43.9,5,5,0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0.0,0,0,0.22699999999999998,0.306,0.41200000000000003,0.718,4,0.78,-0.107,-1.67,CF,daviser01,1986
63,1986-06-20.CIN198606201,CIN,,ATL,2,43.9,4,3,2,0,0,0,0,0,1,0.0,1,0,0,0.0,1,0.0,2,0,0.221,0.304,0.402,0.706,4,1.09,0.011000000000000001,0.21,LF,daviser01,1986
64,1986-06-20.CIN198606202,CIN,,ATL,3,43.9,4,4,1,2,0,1,0,1,0,0.0,0,0,0,0.0,0,0.0,0,0,0.23,0.31,0.42100000000000004,0.73,4,0.53,0.062,1.39,LF,daviser01,1986
65,1986-06-21.CIN198606210,CIN,,ATL,-1,17.8,4,3,0,2,0,0,0,1,1,0.0,1,0,0,0.0,0,0.0,0,0,0.24,0.322,0.426,0.748,4,1.53,0.14800000000000002,1.16,LF,daviser01,1986
66,1986-06-22.CIN198606220,CIN,,ATL,3,43.9,4,3,2,2,0,0,1,2,1,0.0,0,0,0,0.0,0,0.0,1,0,0.25,0.33299999999999996,0.455,0.7879999999999999,4,1.36,0.231,2.27,LF,daviser01,1986
67,1986-06-23.HOU198606230,CIN,@,HOU,-1,43.9,5,2,1,1,0,0,0,0,3,0.0,1,0,0,0.0,0,0.0,3,0,0.254,0.348,0.455,0.804,4,2.14,0.162,0.65,CF,daviser01,1986
68,1986-06-24.HOU198606240,CIN,@,HOU,-4,43.9,5,3,2,1,0,0,1,1,2,0.0,1,0,0,0.0,1,0.0,0,0,0.255,0.35600000000000004,0.474,0.831,4,0.71,0.20199999999999999,2.76,LF,daviser01,1986
69,1986-06-25.HOU198606250,CIN,@,HOU,1,45.0,5,5,1,2,0,0,0,1,0,0.0,2,0,0,0.0,0,0.0,2,0,0.261,0.358,0.47200000000000003,0.8290000000000001,4,1.47,0.043,1.3,CF LF,daviser01,1986
70,1986-06-27.CIN198606270,CIN,,SFG,-1,47.2,6,4,1,1,0,0,0,0,2,0.0,0,0,0,0.0,0,0.0,2,1,0.26,0.363,0.466,0.828,4,1.62,-0.006999999999999999,0.66,LF CF,daviser01,1986
71,1986-06-28.CIN198606280,CIN,,SFG,-4,43.9,4,4,1,2,0,0,1,1,0,0.0,2,0,0,0.0,0,0.0,1,0,0.267,0.366,0.48700000000000004,0.852,4,1.82,0.053,0.73,LF,daviser01,1986
72,1986-06-29.CIN198606290,CIN,,SFG,1,5.9,0,0,1,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.267,0.366,0.48700000000000004,0.852,5,3.2,0.1,0.24,PR,daviser01,1986
73,1986-06-30.CIN198606300,CIN,,LAD,1,6.1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.265,0.364,0.483,0.847,1,2.24,-0.055999999999999994,-0.23,PH,daviser01,1986
74,1986-07-02.CIN198607020,CIN,,LAD,1,45.0,4,4,0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0.0,0,0,0.258,0.35600000000000004,0.47100000000000003,0.8270000000000001,4,1.15,-0.11800000000000001,-1.04,LF CF,daviser01,1986
75,1986-07-03.PHI198607030,CIN,@,PHI,-4,43.9,4,2,1,1,1,0,0,1,1,0.0,0,0,0,1.0,0,0.0,0,0,0.261,0.359,0.478,0.836,4,0.72,0.026000000000000002,0.69,CF LF,daviser01,1986
76,1986-07-04.PHI198607040,CIN,@,PHI,3,43.9,4,3,2,2,0,0,1,1,1,0.0,1,0,0,0.0,0,0.0,1,0,0.26899999999999996,0.36700000000000005,0.5,0.867,4,0.69,0.139,1.37,LF,daviser01,1986
77,1986-07-05.PHI198607050,CIN,@,PHI,5,43.9,5,5,1,2,0,0,1,2,0,0.0,2,0,0,0.0,0,0.0,0,0,0.273,0.368,0.515,0.883,4,0.41,0.10800000000000001,1.21,LF RF,daviser01,1986
78,1986-07-06.PHI198607060,CIN,@,PHI,-7,43.9,4,2,2,1,0,0,0,0,2,0.0,0,0,0,0.0,0,0.0,3,0,0.275,0.376,0.515,0.8909999999999999,4,0.78,0.1,1.27,LF,daviser01,1986
79,1986-07-07.NYN198607070,CIN,@,NYM,1,43.9,5,5,1,1,1,0,0,0,0,0.0,2,0,0,0.0,1,0.0,0,0,0.273,0.371,0.512,0.883,4,0.65,0.009000000000000001,0.41,LF,daviser01,1986
80,1986-07-08.NYN198607080,CIN,@,NYM,1,45.0,5,5,0,2,0,0,0,0,0,0.0,2,0,0,0.0,0,0.0,3,0,0.27699999999999997,0.37200000000000005,0.508,0.88,4,1.77,0.055,0.04,LF,daviser01,1986
81,1986-07-09.NYN198607090,CIN,@,NYM,10,43.9,5,5,3,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,2,0,0.28600000000000003,0.377,0.511,0.888,4,0.31,0.057999999999999996,1.33,LF RF,daviser01,1986
82,1986-07-10.MON198607100,CIN,@,MON,-2,43.9,5,5,1,2,1,0,1,3,0,0.0,2,0,0,0.0,0,0.0,0,0,0.289,0.37799999999999995,0.529,0.907,4,1.62,-0.023,1.5,LF,daviser01,1986
83,1986-07-11.MON198607110,CIN,@,MON,1,43.9,4,3,1,1,1,0,0,0,1,0.0,2,0,0,0.0,0,0.0,1,0,0.289,0.38,0.532,0.912,4,1.26,0.057999999999999996,0.56,LF,daviser01,1986
84,1986-07-12.MON198607120,CIN,@,MON,2,43.9,4,3,0,1,0,0,0,0,1,1.0,2,0,0,0.0,0,0.0,1,1,0.29,0.382,0.528,0.9109999999999999,4,1.36,-0.095,-0.6,LF,daviser01,1986
85,1986-07-13.MON198607130,CIN,@,MON,8,43.9,5,5,1,1,0,0,1,3,0,0.0,3,0,0,0.0,0,0.0,0,0,0.28800000000000003,0.37799999999999995,0.535,0.914,4,0.98,-0.14,0.85,RF,daviser01,1986
86,1986-07-17.CIN198607170,CIN,,PHI,1,2.0,0,0,1,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.28800000000000003,0.37799999999999995,0.535,0.914,1,5.85,0.375,0.75,PR,daviser01,1986
87,1986-07-18.CIN198607180,CIN,,PHI,1,43.9,4,2,1,1,0,0,0,0,2,0.0,0,0,0,0.0,0,0.0,3,0,0.29,0.385,0.535,0.92,4,0.74,0.11900000000000001,1.61,LF CF,daviser01,1986
88,1986-07-19.CIN198607190,CIN,,PHI,3,43.9,4,4,0,1,1,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.289,0.382,0.534,0.917,4,0.57,-0.006999999999999999,0.19,CF LF,daviser01,1986
89,1986-07-20.CIN198607200,CIN,,PHI,-6,43.9,4,3,1,2,1,0,1,1,1,0.0,1,0,0,0.0,0,0.0,0,0,0.295,0.38799999999999996,0.556,0.9440000000000001,4,0.57,0.08199999999999999,1.11,LF RF,daviser01,1986
90,1986-07-21.CIN198607210,CIN,,NYM,-2,43.9,4,4,1,1,1,0,0,0,0,0.0,1,0,0,0.0,0,1.0,0,0,0.294,0.386,0.555,0.941,4,1.19,-0.152,-1.35,CF,daviser01,1986
91,1986-07-22.CIN198607220,CIN,,NYM,-3,1.0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,2,0,0.294,0.386,0.555,0.941,4,3.04,0.19399999999999998,0.42,PR,daviser01,1986
93,1986-07-24.CIN198607240,CIN,,MON,-1,49.4,6,5,1,3,0,0,0,0,1,0.0,1,0,0,0.0,0,0.0,4,0,0.301,0.39299999999999996,0.556,0.948,4,1.37,0.062,0.05,LF CF,daviser01,1986
94,1986-07-25.CIN198607250,CIN,,MON,7,43.9,5,4,3,3,1,0,1,2,1,1.0,0,0,0,0.0,0,0.0,0,0,0.309,0.401,0.5770000000000001,0.978,4,0.73,0.27399999999999997,2.47,LF RF,daviser01,1986
95,1986-07-26.CIN198607260,CIN,,MON,1,43.9,5,3,1,0,0,0,0,0,2,1.0,0,0,0,0.0,0,0.0,1,0,0.305,0.401,0.57,0.97,4,2.08,0.047,0.14,LF CF,daviser01,1986
96,1986-07-27.CIN198607270,CIN,,MON,2,43.9,5,4,0,1,0,0,0,3,1,0.0,1,0,0,0.0,0,0.0,2,0,0.304,0.401,0.564,0.965,4,1.74,0.27399999999999997,2.07,RF CF,daviser01,1986
97,1986-07-28.SDN198607280,CIN,@,SDP,-3,43.9,4,4,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.303,0.39899999999999997,0.5579999999999999,0.9570000000000001,4,0.92,-0.10400000000000001,-0.77,RF,daviser01,1986
98,1986-07-29.SDN198607290,CIN,@,SDP,-1,43.9,4,4,1,2,1,0,0,0,0,0.0,0,0,0,0.0,0,0.0,2,0,0.306,0.4,0.562,0.9620000000000001,4,1.49,0.062,0.93,CF,daviser01,1986
100,1986-08-01.LAN198608010,CIN,@,LAD,-4,43.9,5,5,1,1,0,0,1,1,0,0.0,0,0,0,0.0,0,0.0,0,0,0.304,0.396,0.5670000000000001,0.963,4,0.31,-0.028999999999999998,-0.14,CF,daviser01,1986
101,1986-08-02.LAN198608020,CIN,@,LAD,-6,43.9,4,4,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.299,0.391,0.557,0.948,4,0.56,-0.055999999999999994,-0.52,LF,daviser01,1986
102,1986-08-03.LAN198608030,CIN,@,LAD,-1,43.9,4,3,1,0,0,0,0,0,1,0.0,1,0,0,0.0,1,0.0,1,0,0.29600000000000004,0.389,0.551,0.9390000000000001,4,1.4,-0.008,0.31,LF,daviser01,1986
103,1986-08-04.SFN198608040,CIN,@,SFG,1,43.9,4,4,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.29100000000000004,0.384,0.542,0.925,4,1.84,-0.218,-1.51,CF LF,daviser01,1986
104,1986-08-05.SFN198608050,CIN,@,SFG,5,43.9,5,3,2,1,0,0,0,0,2,0.0,1,0,0,0.0,0,0.0,1,0,0.29100000000000004,0.387,0.539,0.927,4,0.75,-0.064,-0.54,CF,daviser01,1986
105,1986-08-06.SFN198608060,CIN,@,SFG,-1,18.9,4,3,0,1,0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,1,1,0.292,0.389,0.537,0.9259999999999999,4,1.06,-0.034,-0.06,CF,daviser01,1986
106,1986-08-08.CIN198608081,CIN,,LAD,4,43.9,4,3,0,1,0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,1,1,0.292,0.39,0.535,0.925,4,0.39,-0.043,-0.14,CF LF,daviser01,1986
107,1986-08-08.CIN198608082,CIN,,LAD,4,6.9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.292,0.39,0.535,0.925,1,,,,LF,daviser01,1986
108,1986-08-09.CIN198608090,CIN,,LAD,4,43.9,4,3,1,0,0,0,0,0,1,0.0,1,0,0,0.0,0,0.0,0,0,0.289,0.38799999999999996,0.529,0.917,4,0.76,-0.025,-0.18,CF LF,daviser01,1986
109,1986-08-10.CIN198608100,CIN,,LAD,-5,43.9,4,4,0,1,0,0,0,0,0,0.0,3,0,0,0.0,0,0.0,1,0,0.28800000000000003,0.387,0.524,0.9109999999999999,4,0.56,-0.008,-0.39,CF,daviser01,1986
110,1986-08-11.CIN198608110,CIN,,SFG,-9,16.7,4,3,0,0,0,0,0,0,1,1.0,1,0,0,0.0,0,0.0,0,0,0.285,0.385,0.519,0.903,4,0.91,-0.062,-0.51,CF,daviser01,1986
112,1986-08-13.CIN198608130,CIN,,SFG,2,1.9,0,0,1,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.285,0.385,0.519,0.903,4,,0.0,0.0,PR,daviser01,1986
118,1986-08-18.CIN198608180,CIN,,SDP,1,43.9,4,4,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.285,0.38299999999999995,0.515,0.898,4,0.85,0.023,0.12,CF LF,daviser01,1986
119,1986-08-19.CIN198608190,CIN,,STL,5,43.9,4,3,1,1,0,0,1,1,1,0.0,1,0,0,0.0,0,0.0,0,0,0.285,0.385,0.523,0.9079999999999999,4,1.21,-0.091,-0.03,CF LF,daviser01,1986
120,1986-08-20.CIN198608200,CIN,,STL,2,43.9,4,4,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.285,0.38299999999999995,0.52,0.903,4,0.83,0.026000000000000002,0.15,CF LF,daviser01,1986
121,1986-08-21.CIN198608210,CIN,,STL,5,43.9,4,3,2,2,0,0,2,4,1,0.0,0,0,0,0.0,0,0.0,0,0,0.289,0.387,0.542,0.93,4,0.77,0.298,3.74,CF LF,daviser01,1986
122,1986-08-22.CHN198608220,CIN,@,CHC,-1,43.9,5,4,0,1,0,0,0,0,1,0.0,1,0,0,0.0,0,0.0,0,0,0.28800000000000003,0.38799999999999996,0.5379999999999999,0.9259999999999999,4,1.32,-0.048,-0.14,CF,daviser01,1986
123,1986-08-23.CHN198608230,CIN,@,CHC,4,43.9,5,5,0,1,1,0,0,2,0,0.0,1,0,0,0.0,0,0.0,0,0,0.287,0.385,0.536,0.9209999999999999,4,0.6,0.042,-1.16,CF LF RF,daviser01,1986
124,1986-08-24.CHN198608240,CIN,@,CHC,6,43.9,5,3,1,3,0,0,0,2,2,0.0,0,0,0,0.0,0,0.0,0,0,0.294,0.39399999999999996,0.541,0.934,4,1.24,0.2,2.41,CF LF,daviser01,1986
125,1986-08-25.PIT198608250,CIN,@,PIT,1,43.9,4,4,2,3,0,0,2,4,0,0.0,0,0,0,0.0,0,0.0,1,0,0.3,0.39799999999999996,0.563,0.961,4,1.93,0.484,3.51,CF,daviser01,1986
126,1986-08-26.PIT198608260,CIN,@,PIT,1,43.9,5,4,1,0,0,0,0,0,1,0.0,1,0,0,0.0,1,0.0,0,0,0.29600000000000004,0.395,0.556,0.951,4,0.85,0.084,0.7,CF,daviser01,1986
127,1986-08-27.PIT198608270,CIN,@,PIT,4,43.9,5,3,1,2,0,0,1,4,2,0.0,1,0,0,0.0,0,0.0,2,1,0.3,0.401,0.5670000000000001,0.9670000000000001,4,2.27,0.573,3.83,CF,daviser01,1986
128,1986-08-29.SLN198608290,CIN,@,STL,2,43.9,4,3,0,1,1,0,0,0,1,0.0,0,0,0,0.0,1,0.0,1,0,0.3,0.402,0.568,0.9690000000000001,4,0.83,0.18100000000000002,1.66,CF,daviser01,1986
129,1986-08-30.SLN198608300,CIN,@,STL,-3,43.9,4,4,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.29600000000000004,0.397,0.561,0.958,4,0.73,-0.08,-0.86,CF,daviser01,1986
