team_game_num,date_game,team_ID,team_homeORaway,opp_ID,game_result,player_game_span,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GIDP,SB,CS,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,batting_order_position,leverage_index_avg,wpa_bat,re24_bat,pos_game,player_ID,year_ID
77,1974-06-30.SDN197406302,HOU,@,SDP,-1,46.1,6,4,1,2,1,0,0,0,1,1.0,1,1,0,0.0,0,0.0,1,0,0.293,0.35700000000000004,0.53,0.887,3,1.8,0.172,1.96,CF,cedence01,1974
78,1974-07-01.ATL197407010,HOU,@,ATL,3,43.9,5,5,0,2,0,0,0,0,0,0.0,0,0,0,0.0,1,1.0,0,0,0.294,0.358,0.528,0.885,3,0.78,-0.052000000000000005,-0.72,CF,cedence01,1974
79,1974-07-02.ATL197407020,HOU,@,ATL,4,43.9,5,5,0,2,0,0,0,1,0,0.0,1,0,0,0.0,0,0.0,0,0,0.29600000000000004,0.358,0.525,0.884,3,0.78,0.083,0.36,CF,cedence01,1974
80,1974-07-03.ATL197407030,HOU,@,ATL,-1,46.1,5,3,0,0,0,0,0,0,2,0.0,2,0,0,0.0,0,1.0,0,0,0.293,0.359,0.521,0.879,3,1.63,-0.218,-0.97,CF,cedence01,1974
81,1974-07-04.ATL197407040,HOU,@,ATL,1,45.0,5,5,1,2,1,0,1,4,0,0.0,1,0,0,0.0,0,0.0,0,0,0.295,0.359,0.531,0.89,3,2.13,0.654,2.22,CF,cedence01,1974
82,1974-07-05.HOU197407050,HOU,,PIT,6,43.9,5,5,1,2,0,0,0,1,0,0.0,1,0,0,0.0,0,0.0,1,0,0.297,0.36,0.529,0.889,3,0.54,0.115,1.28,CF,cedence01,1974
83,1974-07-06.HOU197407060,HOU,,PIT,1,43.9,4,3,0,0,0,0,0,1,0,0.0,0,0,0,1.0,0,0.0,0,0,0.294,0.35600000000000004,0.524,0.88,3,0.98,-0.068,-0.85,CF,cedence01,1974
84,1974-07-07.HOU197407070,HOU,,PIT,-2,45.0,4,4,1,2,0,0,1,2,0,0.0,0,0,0,0.0,0,0.0,0,0,0.29600000000000004,0.358,0.5329999999999999,0.89,3,1.21,0.19899999999999998,2.22,CF,cedence01,1974
85,1974-07-08.HOU197407080,HOU,,STL,3,43.9,4,4,1,1,0,0,0,1,0,0.0,1,0,0,0.0,0,0.0,0,0,0.29600000000000004,0.35600000000000004,0.53,0.8859999999999999,3,1.02,-0.043,-0.12,CF,cedence01,1974
86,1974-07-09.HOU197407090,HOU,,STL,3,43.9,4,4,0,2,0,1,0,0,0,0.0,0,0,0,0.0,0,0.0,0,1,0.298,0.358,0.535,0.893,3,0.6,-0.028999999999999998,-0.37,CF,cedence01,1974
87,1974-07-10.HOU197407100,HOU,,STL,1,43.9,4,4,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.295,0.354,0.529,0.883,3,0.89,-0.092,-0.8,CF,cedence01,1974
88,1974-07-12.HOU197407120,HOU,,CHC,5,43.9,5,4,0,2,0,0,0,2,0,0.0,1,0,0,1.0,0,0.0,0,0,0.297,0.355,0.529,0.883,3,0.6,0.023,-0.1,CF,cedence01,1974
89,1974-07-13.HOU197407130,HOU,,CHC,4,14.5,2,2,0,1,0,0,0,1,0,0.0,0,0,0,0.0,0,0.0,0,0,0.298,0.355,0.528,0.884,3,0.86,0.036000000000000004,0.63,CF,cedence01,1974
90,1974-07-14.HOU197407140,HOU,,CHC,1,2.1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.297,0.355,0.527,0.882,8,1.67,-0.04,-0.14,PH,cedence01,1974
91,1974-07-15.PIT197407150,HOU,@,PIT,-2,0.8,1,1,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.297,0.354,0.525,0.879,9,1.37,-0.033,-0.21,PH,cedence01,1974
93,1974-07-17.PIT197407170,HOU,@,PIT,-8,43.9,5,4,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0,0,0.293,0.35200000000000004,0.52,0.871,3,0.6,-0.027999999999999997,-1.06,CF,cedence01,1974
94,1974-07-18.SLN197407180,HOU,@,STL,6,43.9,5,4,2,2,0,0,0,1,1,0.0,1,0,0,0.0,0,0.0,0,0,0.29600000000000004,0.355,0.519,0.8740000000000001,3,0.72,0.10400000000000001,1.18,CF,cedence01,1974
95,1974-07-19.SLN197407190,HOU,@,STL,4,43.9,4,4,2,2,1,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.298,0.35600000000000004,0.522,0.878,3,0.64,0.083,0.95,CF,cedence01,1974
96,1974-07-20.SLN197407200,HOU,@,STL,-1,43.9,5,4,1,1,1,0,0,1,1,0.0,0,0,0,0.0,0,0.0,1,0,0.297,0.35700000000000004,0.522,0.878,3,1.03,0.161,0.79,CF,cedence01,1974
97,1974-07-21.SLN197407210,HOU,@,STL,-8,43.9,4,4,1,2,1,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.299,0.358,0.524,0.882,3,1.11,-0.087,-0.46,CF,cedence01,1974
98,1974-07-25.HOU197407251,HOU,,LAD,-8,43.9,4,4,0,2,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.302,0.36,0.524,0.883,3,0.3,0.04,0.14,CF,cedence01,1974
99,1974-07-25.HOU197407252,HOU,,LAD,-2,43.9,4,4,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,1.0,0,0,0.298,0.35600000000000004,0.518,0.8740000000000001,3,1.08,-0.147,-1.16,CF,cedence01,1974
100,1974-07-26.HOU197407260,HOU,,LAD,1,46.1,5,5,2,3,0,0,2,4,0,0.0,0,0,0,0.0,0,0.0,0,1,0.302,0.359,0.535,0.894,3,1.71,0.52,2.89,CF,cedence01,1974
101,1974-07-27.HOU197407270,HOU,,SFG,8,43.9,5,4,1,1,0,0,0,1,1,0.0,2,0,0,0.0,0,0.0,1,0,0.302,0.359,0.532,0.8909999999999999,3,0.47,-0.071,0.79,CF,cedence01,1974
102,1974-07-28.HOU197407280,HOU,,SFG,1,45.0,5,4,0,2,1,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0,0,0.304,0.36200000000000004,0.534,0.8959999999999999,3,1.52,0.19,1.04,CF,cedence01,1974
103,1974-07-29.HOU197407290,HOU,,SFG,-5,43.9,4,4,0,3,0,0,0,1,0,0.0,0,0,0,0.0,0,0.0,0,0,0.308,0.366,0.536,0.902,3,1.45,-0.006999999999999999,0.12,CF,cedence01,1974
104,1974-07-30.CIN197407300,HOU,@,CIN,4,43.9,5,3,2,1,0,0,1,1,2,1.0,0,0,0,0.0,0,0.0,1,0,0.308,0.368,0.542,0.9109999999999999,3,0.99,0.111,1.36,CF,cedence01,1974
105,1974-07-31.CIN197407310,HOU,@,CIN,-4,43.9,4,2,0,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0.0,0,0,0.307,0.369,0.54,0.909,3,0.59,0.02,0.35,CF,cedence01,1974
106,1974-08-03.LAN197408030,HOU,@,LAD,-4,43.9,4,4,0,2,1,0,0,0,0,0.0,2,0,0,0.0,0,0.0,0,0,0.309,0.371,0.542,0.912,3,0.21,0.004,0.22,CF,cedence01,1974
107,1974-08-04.LAN197408040,HOU,@,LAD,-1,43.9,4,4,1,1,1,0,0,0,0,0.0,1,0,0,0.0,0,0.0,1,0,0.308,0.37,0.541,0.9109999999999999,3,0.88,-0.040999999999999995,-0.2,CF,cedence01,1974
108,1974-08-05.SFN197408050,HOU,@,SFG,5,43.9,5,5,0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0.0,0,0,0.305,0.366,0.535,0.9,3,1.23,-0.17600000000000002,-2.39,CF,cedence01,1974
109,1974-08-06.SFN197408060,HOU,@,SFG,9,43.9,6,5,2,1,1,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0,0,0.303,0.365,0.5329999999999999,0.898,3,0.31,0.013000000000000001,-0.12,CF,cedence01,1974
110,1974-08-07.HOU197408070,HOU,,ATL,2,43.9,4,4,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.3,0.36200000000000004,0.528,0.89,3,1.44,-0.079,-0.7,CF,cedence01,1974
111,1974-08-08.HOU197408080,HOU,,ATL,-1,43.9,4,4,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.298,0.359,0.523,0.882,3,1.35,-0.13,-0.65,CF,cedence01,1974
112,1974-08-09.HOU197408090,HOU,,MON,-1,43.9,5,5,0,1,0,0,0,1,0,0.0,0,0,0,0.0,0,0.0,0,0,0.297,0.35700000000000004,0.52,0.877,3,1.67,-0.019,-0.01,CF,cedence01,1974
113,1974-08-10.HOU197408100,HOU,,MON,-1,43.9,4,4,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,1,0,0.29600000000000004,0.35700000000000004,0.517,0.8740000000000001,3,1.69,-0.16399999999999998,-0.69,CF,cedence01,1974
114,1974-08-11.HOU197408110,HOU,,MON,-3,43.9,4,3,0,0,0,0,0,1,0,0.0,3,0,0,1.0,0,0.0,0,0,0.294,0.354,0.514,0.867,3,1.22,-0.10300000000000001,-0.48,CF,cedence01,1974
115,1974-08-13.CHN197408130,HOU,@,CHC,2,43.9,4,4,1,3,0,1,0,0,0,0.0,1,0,0,0.0,0,0.0,0,1,0.298,0.35700000000000004,0.52,0.877,3,1.53,0.252,0.8,CF,cedence01,1974
116,1974-08-14.CHN197408140,HOU,@,CHC,-1,43.9,5,5,1,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.297,0.355,0.517,0.872,3,1.64,-0.19,-1.35,CF,cedence01,1974
117,1974-08-15.CHN197408150,HOU,@,CHC,-2,43.9,4,3,1,1,0,0,0,0,1,0.0,0,0,0,0.0,1,0.0,1,1,0.297,0.35600000000000004,0.515,0.872,3,1.32,0.021,0.36,CF,cedence01,1974
118,1974-08-16.MON197408160,HOU,@,MON,5,43.9,5,4,1,1,0,0,0,0,1,0.0,1,0,0,0.0,0,0.0,0,0,0.297,0.35700000000000004,0.513,0.87,3,0.49,0.023,0.19,CF,cedence01,1974
119,1974-08-17.MON197408170,HOU,@,MON,-1,43.9,4,4,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.294,0.354,0.509,0.863,3,1.09,-0.11,-1.09,CF,cedence01,1974
120,1974-08-18.MON197408180,HOU,@,MON,3,43.9,4,4,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.292,0.35100000000000003,0.504,0.856,3,0.99,-0.129,-1.13,CF,cedence01,1974
121,1974-08-19.HOU197408190,HOU,,NYM,1,46.1,5,4,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0,0,0.289,0.35,0.5,0.85,3,1.78,-0.013000000000000001,-0.4,CF,cedence01,1974
122,1974-08-20.HOU197408200,HOU,,NYM,4,43.9,4,3,0,1,0,0,0,1,1,0.0,1,0,0,0.0,0,0.0,0,0,0.29,0.35100000000000003,0.499,0.85,3,1.07,0.048,0.27,CF,cedence01,1974
123,1974-08-21.HOU197408210,HOU,,NYM,-8,43.9,4,4,1,1,1,0,0,0,0,0.0,2,0,0,0.0,0,0.0,0,0,0.289,0.35,0.499,0.8490000000000001,3,0.72,-0.064,0.09,CF,cedence01,1974
124,1974-08-23.HOU197408230,HOU,,PHI,1,43.9,3,3,0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0.0,0,0,0.28800000000000003,0.348,0.496,0.8440000000000001,3,1.39,-0.105,-0.81,CF,cedence01,1974
125,1974-08-24.HOU197408240,HOU,,PHI,1,43.9,4,4,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.285,0.34600000000000003,0.49200000000000005,0.8370000000000001,3,0.78,-0.077,-0.64,CF,cedence01,1974
126,1974-08-25.HOU197408250,HOU,,PHI,5,43.9,4,4,0,1,0,0,0,1,0,0.0,0,0,0,0.0,0,0.0,0,0,0.285,0.345,0.49,0.835,3,0.62,0.040999999999999995,0.17,CF,cedence01,1974
127,1974-08-26.NYN197408260,HOU,@,NYM,-1,43.9,5,5,0,1,0,0,0,1,0,0.0,0,0,0,0.0,0,0.0,1,0,0.284,0.344,0.48700000000000004,0.831,3,1.02,-0.017,-0.19,CF,cedence01,1974
128,1974-08-27.NYN197408270,HOU,@,NYM,-2,43.9,4,4,0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0.0,0,0,0.282,0.341,0.483,0.8240000000000001,3,1.14,-0.113,-0.74,CF,cedence01,1974
129,1974-08-28.NYN197408280,HOU,@,NYM,1,13.4,2,2,1,0,0,0,0,0,0,0.0,0,0,0,0.0,2,0.0,1,0,0.281,0.34,0.48100000000000004,0.821,3,0.65,0.052000000000000005,0.46,CF,cedence01,1974
130,1974-08-29.NYN197408290,HOU,@,NYM,-7,43.9,4,4,0,3,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,1,0,0.284,0.34299999999999997,0.483,0.826,3,0.44,0.067,0.61,CF,cedence01,1974
131,1974-08-30.PHI197408300,HOU,@,PHI,1,43.9,4,2,1,1,0,0,0,0,2,0.0,1,0,0,0.0,0,0.0,2,0,0.285,0.34600000000000003,0.483,0.8290000000000001,3,0.71,0.065,0.66,CF,cedence01,1974
132,1974-08-31.PHI197408310,HOU,@,PHI,-4,43.9,4,4,2,2,1,0,1,2,0,0.0,1,0,0,0.0,0,0.0,0,0,0.287,0.34700000000000003,0.491,0.838,3,0.56,0.107,1.67,CF,cedence01,1974
133,1974-09-01.PHI197409010,HOU,@,PHI,-7,43.9,4,3,0,0,0,0,0,0,1,0.0,1,0,0,0.0,0,0.0,0,0,0.285,0.34600000000000003,0.488,0.835,3,0.41,-0.032,-0.58,CF,cedence01,1974
134,1974-09-02.HOU197409020,HOU,,CIN,1,43.9,4,4,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0,0,0.28300000000000003,0.344,0.484,0.828,3,0.97,-0.122,-1.18,CF,cedence01,1974
135,1974-09-03.HOU197409030,HOU,,CIN,-2,43.9,4,4,1,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.28300000000000003,0.34299999999999997,0.483,0.826,3,1.05,0.042,0.36,CF,cedence01,1974
136,1974-09-04.HOU197409040,HOU,,CIN,-1,43.9,4,3,0,1,0,0,0,0,0,0.0,1,1,0,0.0,0,0.0,0,1,0.28300000000000003,0.344,0.48200000000000004,0.826,3,1.69,-0.218,-0.84,CF,cedence01,1974
137,1974-09-06.HOU197409060,HOU,,SDP,1,43.9,4,3,0,0,0,0,0,0,1,0.0,3,0,0,0.0,0,0.0,0,0,0.281,0.344,0.479,0.823,3,0.3,-0.013999999999999999,-0.27,CF,cedence01,1974
138,1974-09-07.HOU197409070,HOU,,SDP,-4,43.9,4,3,0,0,0,0,0,0,1,0.0,1,0,0,0.0,0,0.0,1,0,0.28,0.34299999999999997,0.47600000000000003,0.8190000000000001,3,1.2,-0.055,-0.19,CF,cedence01,1974
139,1974-09-08.HOU197409080,HOU,,SDP,1,43.9,4,2,0,0,0,0,0,0,2,2.0,1,0,0,0.0,0,0.0,0,0,0.27899999999999997,0.344,0.475,0.8190000000000001,3,1.57,-0.071,-0.39,CF,cedence01,1974
140,1974-09-09.HOU197409090,HOU,,SFG,-2,43.9,5,5,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.278,0.34299999999999997,0.47200000000000003,0.815,3,0.61,-0.011000000000000001,-0.56,CF,cedence01,1974
141,1974-09-10.HOU197409100,HOU,,SFG,-1,46.1,5,5,1,1,0,0,1,1,0,0.0,2,0,0,0.0,0,0.0,0,0,0.27699999999999997,0.342,0.475,0.8170000000000001,3,1.38,0.006999999999999999,0.09,CF,cedence01,1974
142,1974-09-11.SDN197409110,HOU,@,SDP,-2,43.9,4,4,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.275,0.33899999999999997,0.47200000000000003,0.8109999999999999,3,1.09,-0.10400000000000001,-0.65,CF,cedence01,1974
143,1974-09-12.SDN197409120,HOU,@,SDP,-3,43.9,4,4,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,2.0,2,0,0.275,0.33899999999999997,0.47,0.809,3,1.82,-0.155,-1.36,CF,cedence01,1974
144,1974-09-13.SFN197409130,HOU,@,SFG,1,43.9,5,4,0,1,0,0,0,2,1,0.0,0,0,0,0.0,1,0.0,1,1,0.275,0.33899999999999997,0.46799999999999997,0.8079999999999999,3,2.23,0.604,1.71,CF,cedence01,1974
145,1974-09-14.SFN197409140,HOU,@,SFG,5,43.9,5,5,1,1,1,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.27399999999999997,0.33799999999999997,0.46799999999999997,0.8059999999999999,3,0.43,0.008,-0.29,CF,cedence01,1974
146,1974-09-15.SFN197409151,HOU,@,SFG,6,43.9,4,2,3,2,0,0,1,1,2,0.0,0,0,0,0.0,0,0.0,1,0,0.27699999999999997,0.342,0.475,0.8170000000000001,3,0.8,0.13,2.12,CF,cedence01,1974
147,1974-09-15.SFN197409152,HOU,@,SFG,-4,16.7,3,2,1,0,0,0,0,0,1,0.0,2,0,0,0.0,0,0.0,1,0,0.276,0.342,0.473,0.816,3,0.95,0.06,0.42,CF,cedence01,1974
148,1974-09-16.LAN197409160,HOU,@,LAD,-5,16.7,4,4,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.27399999999999997,0.34,0.47,0.81,3,1.01,-0.12,-1.18,CF,cedence01,1974
149,1974-09-17.LAN197409170,HOU,@,LAD,7,43.9,5,4,1,1,0,0,0,0,1,0.0,1,0,0,0.0,0,0.0,0,0,0.27399999999999997,0.341,0.46799999999999997,0.809,3,0.42,0.018000000000000002,-0.09,CF,cedence01,1974
150,1974-09-18.LAN197409180,HOU,@,LAD,1,45.0,5,3,1,1,0,0,0,0,1,0.0,0,0,1,0.0,0,0.0,0,0,0.27399999999999997,0.342,0.46799999999999997,0.809,3,1.7,0.204,1.11,CF,cedence01,1974
151,1974-09-20.HOU197409200,HOU,,ATL,-1,43.9,4,4,0,1,1,0,0,0,0,0.0,2,0,0,0.0,0,0.0,1,0,0.27399999999999997,0.341,0.46799999999999997,0.809,3,1.28,0.113,0.19,CF,cedence01,1974
152,1974-09-21.HOU197409210,HOU,,ATL,1,45.0,5,4,1,0,0,0,0,1,1,0.0,0,0,0,0.0,0,1.0,2,0,0.272,0.34,0.465,0.805,3,2.18,0.111,-0.46,CF,cedence01,1974
153,1974-09-22.HOU197409220,HOU,,ATL,1,20.0,4,3,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0,0,0.271,0.33899999999999997,0.462,0.802,4,2.33,-0.064,-0.53,CF,cedence01,1974
155,1974-09-25.CIN197409250,HOU,@,CIN,-3,5.9,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0,0,0.271,0.34,0.462,0.8029999999999999,9,0.44,0.02,0.13,PH,cedence01,1974
156,1974-09-26.CIN197409260,HOU,@,CIN,-4,43.9,4,4,1,1,0,0,1,3,0,0.0,1,0,0,0.0,0,0.0,0,0,0.27,0.34,0.466,0.8059999999999999,3,1.16,0.174,1.87,CF,cedence01,1974
157,1974-09-28.ATL197409281,HOU,@,ATL,5,43.9,4,4,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,1,0,0.27,0.33899999999999997,0.465,0.804,3,0.71,-0.036000000000000004,-0.11,CF,cedence01,1974
158,1974-09-28.ATL197409282,HOU,@,ATL,-4,43.9,4,4,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.268,0.337,0.461,0.799,4,0.54,-0.054000000000000006,-0.58,CF,cedence01,1974
159,1974-09-29.ATL197409290,HOU,@,ATL,3,43.9,5,3,1,2,0,1,0,3,0,0.0,0,0,0,2.0,0,0.0,0,0,0.27,0.33799999999999997,0.466,0.804,3,1.51,0.191,1.16,CF,cedence01,1974
160,1974-09-30.HOU197409300,HOU,,LAD,3,43.9,4,2,1,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0.0,1,0,0.27,0.33899999999999997,0.46399999999999997,0.8029999999999999,3,0.69,-0.001,-0.22,CF,cedence01,1974
161,1974-10-01.HOU197410010,HOU,,LAD,-3,43.9,5,4,0,1,0,0,0,1,1,0.0,2,0,0,0.0,0,0.0,0,0,0.26899999999999996,0.33899999999999997,0.46299999999999997,0.802,3,1.92,0.08199999999999999,0.4,CF,cedence01,1974
162,1974-10-02.HOU197410020,HOU,,LAD,-1,45.0,5,5,1,1,0,0,0,1,0,0.0,0,0,0,0.0,0,0.0,0,1,0.26899999999999996,0.33799999999999997,0.461,0.799,4,2.3,-0.26899999999999996,-1.46,CF,cedence01,1974
1,1976-04-08.CIN197604080,CIN,,HOU,6,43.9,5,4,3,3,0,0,0,1,1,0.0,0,0,0,0.0,0,0.0,2,0,0.75,0.8,0.75,1.55,3,0.57,0.027999999999999997,2.66,2B,morgajo02,1976
2,1976-04-10.CIN197604100,CIN,,HOU,6,43.9,5,3,3,2,1,0,1,2,2,0.0,0,0,0,0.0,0,0.0,1,0,0.7140000000000001,0.8,1.286,2.086,3,0.44,0.165,3.73,2B,morgajo02,1976
3,1976-04-11.CIN197604110,CIN,,HOU,6,43.9,5,4,1,2,1,0,0,2,1,0.0,0,0,0,0.0,0,0.0,1,0,0.636,0.733,1.091,1.824,3,0.77,0.207,2.07,2B,morgajo02,1976
4,1976-04-13.ATL197604130,CIN,@,ATL,5,43.9,5,3,0,0,0,0,0,0,2,0.0,1,0,0,0.0,0,0.0,0,0,0.5,0.65,0.857,1.507,3,1.65,-0.018000000000000002,-0.15,2B,morgajo02,1976
5,1976-04-15.ATL197604150,CIN,@,ATL,-5,16.7,4,3,1,2,0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,2,0,0.529,0.667,0.8240000000000001,1.49,3,0.55,0.033,1.24,2B,morgajo02,1976
6,1976-04-16.CIN197604160,CIN,,SFG,-7,43.9,5,4,0,2,1,0,0,2,0,0.0,2,0,0,1.0,0,0.0,0,0,0.524,0.621,0.81,1.43,3,0.89,-0.057999999999999996,0.68,2B,morgajo02,1976
7,1976-04-17.CIN197604170,CIN,,SFG,11,16.7,4,3,1,1,0,0,1,3,1,0.0,0,0,0,0.0,0,0.0,0,0,0.5,0.606,0.875,1.4809999999999999,3,0.5,0.13699999999999998,1.52,2B,morgajo02,1976
8,1976-04-18.CIN197604180,CIN,,SFG,-4,43.9,4,3,0,0,0,0,0,0,1,0.0,1,0,0,0.0,0,0.0,0,0,0.444,0.568,0.778,1.345,3,1.28,-0.065,-0.35,2B,morgajo02,1976
9,1976-04-20.CIN197604200,CIN,,SDP,-2,43.9,5,3,0,1,1,0,0,0,2,0.0,0,0,0,0.0,0,0.0,2,0,0.433,0.5710000000000001,0.767,1.338,3,0.75,0.006,-0.16,2B,morgajo02,1976
10,1976-04-21.CIN197604210,CIN,,SDP,1,43.9,4,3,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0,0,0.39399999999999996,0.5429999999999999,0.6970000000000001,1.24,3,0.9,-0.094,-0.82,2B,morgajo02,1976
11,1976-04-23.MON197604230,CIN,@,MON,-1,43.9,5,4,0,1,0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0,1,0.37799999999999995,0.529,0.649,1.178,3,1.59,-0.139,-0.92,2B,morgajo02,1976
12,1976-04-24.MON197604240,CIN,@,MON,2,46.1,5,5,1,2,0,0,1,3,0,0.0,2,0,0,0.0,0,0.0,0,0,0.381,0.518,0.69,1.208,3,1.73,0.19899999999999998,1.16,2B,morgajo02,1976
13,1976-04-25.MON197604250,CIN,@,MON,7,16.7,4,4,0,1,1,0,0,1,0,0.0,0,0,0,0.0,0,0.0,0,0,0.37,0.5,0.674,1.1740000000000002,3,0.56,0.08199999999999999,0.04,2B,morgajo02,1976
14,1976-04-26.PHI197604260,CIN,@,PHI,-1,7.9,2,1,1,0,0,0,0,0,1,0.0,1,0,0,0.0,0,0.0,0,0,0.36200000000000004,0.5,0.66,1.16,8,3.18,-0.023,0.05,PH 2B,morgajo02,1976
16,1976-04-28.PHI197604280,CIN,@,PHI,-1,43.9,5,4,2,2,0,0,1,3,1,0.0,0,0,0,0.0,0,0.0,0,0,0.373,0.507,0.706,1.213,3,1.74,0.16,2.29,2B,morgajo02,1976
17,1976-04-30.CIN197604300,CIN,,MON,5,43.9,5,4,1,1,0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0,0,0.364,0.5,0.6729999999999999,1.173,3,0.44,-0.006,-0.59,2B,morgajo02,1976
18,1976-05-01.CIN197605010,CIN,,MON,5,43.9,4,4,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.33899999999999997,0.474,0.627,1.101,3,0.73,-0.085,-1.06,2B,morgajo02,1976
19,1976-05-02.CIN197605020,CIN,,MON,-4,17.8,4,4,1,1,0,1,0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.33299999999999996,0.46299999999999997,0.635,1.097,3,0.88,-0.016,0.06,2B,morgajo02,1976
20,1976-05-04.NYN197605040,CIN,@,NYM,-2,43.9,5,2,1,1,0,0,0,0,3,1.0,0,0,0,0.0,0,0.0,0,0,0.33799999999999997,0.48200000000000004,0.631,1.113,3,1.29,0.136,0.99,2B,morgajo02,1976
21,1976-05-05.NYN197605050,CIN,@,NYM,2,46.1,5,3,1,0,0,0,0,0,2,0.0,1,0,0,0.0,0,0.0,2,0,0.324,0.478,0.603,1.081,2,2.3,0.171,0.65,2B,morgajo02,1976
22,1976-05-06.NYN197605060,CIN,@,NYM,-2,43.9,4,3,1,2,0,0,1,1,1,0.0,0,0,0,0.0,0,0.0,1,1,0.33799999999999997,0.489,0.648,1.137,3,1.58,0.18899999999999997,1.04,2B,morgajo02,1976
23,1976-05-07.CHN197605070,CIN,@,CHC,2,43.9,5,4,1,1,1,0,0,0,1,1.0,1,0,0,0.0,1,0.0,0,0,0.33299999999999996,0.485,0.64,1.125,3,0.97,-0.037000000000000005,-0.07,2B,morgajo02,1976
24,1976-05-08.CHN197605080,CIN,@,CHC,10,18.9,6,4,2,2,1,0,0,3,1,0.0,0,0,0,1.0,0,0.0,0,0,0.342,0.486,0.6459999999999999,1.131,3,0.75,0.126,2.07,2B,morgajo02,1976
25,1976-05-09.CHN197605090,CIN,@,CHC,12,16.7,5,4,1,2,0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0,0,0.349,0.491,0.639,1.129,3,0.27,-0.039,-0.29,2B,morgajo02,1976
26,1976-05-11.CIN197605110,CIN,,PIT,6,43.9,4,3,1,0,0,0,0,0,1,0.0,0,0,0,0.0,1,0.0,0,0,0.337,0.48200000000000004,0.616,1.099,3,0.82,0.04,0.05,2B,morgajo02,1976
27,1976-05-12.CIN197605120,CIN,,PIT,-3,43.9,4,4,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,1,0,0.33299999999999996,0.475,0.6,1.075,3,1.35,0.006,0.21,2B,morgajo02,1976
28,1976-05-14.CIN197605140,CIN,,NYM,4,43.9,4,3,1,1,1,0,0,0,1,0.0,1,0,0,0.0,0,0.0,1,0,0.33299999999999996,0.475,0.602,1.078,3,0.58,-0.015,0.46,2B,morgajo02,1976
29,1976-05-15.CIN197605150,CIN,,NYM,2,43.9,4,3,0,1,0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,1,1,0.33299999999999996,0.47600000000000003,0.594,1.07,3,0.46,-0.015,0.23,2B,morgajo02,1976
