year_ID,player_ID,name_common,age,team_ID,W,L,win_loss_perc,earned_run_avg,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,batters_faced,earned_run_avg_plus,fip,whip,hits_per_nine,home_runs_per_nine,bases_on_balls_per_nine,strikeouts_per_nine,strikeouts_per_base_on_balls
1871,bechtge01,George Bechtel,22,ATH,1,2,.333,7.96,3,3,0,2,0,0,26.0,43,42,23,0,11,,1,,0,7,146,53,4.77,2.077,14.9,0.0,3.8,0.3,0.09
1871,brainas01,Asa Brainard,30,OLY,12,15,.444,4.50,30,30,0,30,0,0,264.0,361,292,132,4,37,,13,,0,7,1291,94,4.10,1.508,12.3,0.1,1.3,0.4,0.35
1871,fergubo01,Bob Ferguson,26,NYU,0,0,,27.00,1,0,0,0,0,0,1.0,8,9,3,0,0,,0,,0,2,14,20,3.58,8.000,72.0,0.0,0.0,0.0,
1871,fishech01,Cherokee Fisher,26,ROK,4,16,.200,4.35,24,24,1,22,1,0,213.0,295,257,103,3,31,,15,,0,20,1080,97,4.06,1.531,12.5,0.1,1.3,0.6,0.48
1871,fleetfr01,Frank Fleet,23,NYU,0,1,.000,10.00,1,1,0,1,0,0,9.0,20,21,10,0,3,,0,,0,0,57,40,4.58,2.556,20.0,0.0,3.0,0.0,0.00
1871,flowedi01,Dickie Flowers,21,TRO,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,,0,,0,0,3,,3.58,1.000,9.0,0.0,0.0,0.0,
1871,mackde01,Denny Mack,21,ROK,0,1,.000,3.46,3,1,1,1,0,0,13.0,20,30,5,0,3,,1,,0,1,70,125,4.12,1.769,13.8,0.0,2.1,0.7,0.33
1871,mathebo01,Bobby Mathews,19,KEK,6,11,.353,5.17,19,19,0,19,1,0,169.0,261,243,97,5,21,,17,,2,15,876,88,4.14,1.669,13.9,0.3,1.1,0.9,0.81
1871,mcbridi01,Dick McBride,24,ATH,18,5,.783,4.58,25,25,0,25,0,0,222.0,285,223,113,3,40,,15,,0,3,1059,90,4.16,1.464,11.6,0.1,1.6,0.6,0.38
1871,mcmuljo01,John McMullin,22,TRO,12,15,.444,5.53,29,29,0,28,0,0,249.0,430,362,153,4,75,,12,,0,44,1334,78,4.60,2.028,15.5,0.1,2.7,0.4,0.16
1871,meyerle01,Levi Meyerle,21,ATH,0,0,,9.00,1,0,1,0,0,0,1.0,1,1,1,0,2,,0,,0,1,6,63,9.58,3.000,9.0,0.0,18.0,0.0,0.00
1871,paborch01,Charlie Pabor,24,CLE,0,2,.000,6.75,7,1,5,1,0,0,29.1,50,53,22,4,6,,0,,0,2,160,64,5.97,1.909,15.3,1.2,1.8,0.0,0.00
1871,pinkhed01,Ed Pinkham,24,CHI,1,0,1.000,3.48,3,0,3,0,0,1,10.1,10,8,4,0,3,,0,,0,5,51,130,4.45,1.258,8.7,0.0,2.6,0.0,0.00
1871,prattal01,Al Pratt,23,CLE,10,17,.370,3.77,28,28,1,22,0,0,224.2,296,288,94,9,47,,34,,0,48,1117,113,4.43,1.527,11.9,0.4,1.9,1.4,0.72
1871,spaldal01,Al Spalding,20,BOS,19,10,.655,3.36,31,31,3,22,1,0,257.1,333,272,96,2,38,,23,,0,11,1279,127,3.95,1.442,11.6,0.1,1.3,0.8,0.61
1871,stearbi01,Bill Stearns,18,OLY,2,0,1.000,2.50,2,2,0,2,0,0,18.0,10,11,5,0,8,,0,,0,0,75,172,4.91,1.000,5.0,0.0,4.0,0.0,0.00
1871,woltery01,Rynie Wolters,29,NYU,16,16,.500,3.43,32,32,1,31,1,0,283.0,345,283,108,7,39,,22,,0,15,1349,111,4.16,1.357,11.0,0.2,1.2,0.7,0.56
1871,wrighha01,Harry Wright,36,BOS,1,0,1.000,6.27,9,0,6,0,0,3,18.2,34,31,13,0,4,,0,,0,3,105,69,4.22,2.036,16.4,0.0,1.9,0.0,0.00
1871,zettlge01,George Zettlein,26,CHI,18,9,.667,2.73,28,28,0,25,0,0,240.2,298,233,73,6,25,,22,,0,24,1143,161,4.03,1.342,11.1,0.2,0.9,0.8,0.88
