number,one,two,three,four,five,six,seven,eight,nine
1,Browne,Sheckard,Chance,Steinfeldt,Tinker,Hofman,Zimmerman,Moran,pitcher
2,Browne,Sheckard,Chance,Steinfeldt,Tinker,Hofman,Zimmerman,Moran,pitcher
3,Browne,Kane,Chance,Steinfeldt,Tinker,Hofman,Zimmerman,Moran,pitcher
4,Browne,Sheckard,Chance,Steinfeldt,Tinker,Hofman,Zimmerman,Moran,pitcher
5,Browne,Sheckard,Chance,Steinfeldt,Tinker,Hofman,Zimmerman,Moran,pitcher
6,Browne,Sheckard,Chance,Steinfeldt,Tinker,Hofman,Zimmerman,Moran,pitcher
7,Browne,Sheckard,Chance,Steinfeldt,Tinker,Hofman,Zimmerman,Moran,pitcher
8,Browne,Sheckard,Chance,Steinfeldt,Tinker,Hofman,Zimmerman,Moran,pitcher
9,Browne,Sheckard,Chance,Steinfeldt,Tinker,Hofman,Zimmerman,Moran,pitcher
10,Browne,Sheckard,Chance,Steinfeldt,Tinker,Hofman,Zimmerman,Moran,pitcher
11,Browne,Sheckard,Chance,Steinfeldt,Tinker,Hofman,Zimmerman,Moran,pitcher
12,Schulte,Sheckard,Chance,Steinfeldt,Tinker,Hofman,Zimmerman,Moran,pitcher
13,Schulte,Sheckard,Howard,Steinfeldt,Tinker,Hofman,Zimmerman,Moran,pitcher
14,Schulte,Sheckard,Chance,Steinfeldt,Tinker,Hofman,Zimmerman,Moran,pitcher
15,Schulte,Kane,Howard,Steinfeldt,Tinker,Hofman,Zimmerman,Moran,pitcher
16,Schulte,Sheckard,Chance,Steinfeldt,Tinker,Hofman,Zimmerman,Moran,pitcher
17,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Moran,pitcher
18,Sheckard,Schulte,Zimmerman,Chance,Steinfeldt,Hofman,Tinker,Moran,pitcher
19,Sheckard,Schulte,Zimmerman,Howard,Steinfeldt,Hofman,Tinker,Moran,pitcher
20,Evers,Sheckard,Schulte,Howard,Steinfeldt,Hofman,Tinker,Moran,pitcher
21,Evers,Sheckard,Schulte,Howard,Steinfeldt,Hofman,Tinker,Moran,pitcher
22,Evers,Sheckard,Schulte,Howard,Steinfeldt,Hofman,Tinker,Moran,pitcher
23,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Moran,pitcher
24,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Moran,pitcher
25,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Moran,pitcher
26,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Moran,pitcher
27,Evers,Sheckard,Schulte,Howard,Steinfeldt,Hofman,Tinker,Moran,pitcher
28,Evers,Sheckard,Schulte,Hofman,Steinfeldt,Howard,Tinker,Moran,pitcher
29,Evers,Sheckard,Schulte,Hofman,Steinfeldt,Howard,Tinker,Moran,pitcher
30,Evers,Sheckard,Schulte,Hofman,Steinfeldt,Howard,Tinker,Moran,pitcher
31,Evers,Sheckard,Schulte,Hofman,Steinfeldt,Howard,Tinker,Moran,pitcher
32,Evers,Sheckard,Schulte,Hofman,Steinfeldt,Howard,Zimmerman,Moran,pitcher
33,Evers,Sheckard,Schulte,Hofman,Steinfeldt,Howard,Tinker,Moran,pitcher
34,Evers,Sheckard,Schulte,Hofman,Steinfeldt,Howard,Tinker,Moran,pitcher
35,Evers,Sheckard,Schulte,Hofman,Steinfeldt,Howard,Tinker,Moran,pitcher
36,Evers,Sheckard,Schulte,Hofman,Steinfeldt,Howard,Kane,Moran,pitcher
37,Evers,Sheckard,Schulte,Hofman,Steinfeldt,Howard,Kane,Moran,pitcher
38,Evers,Sheckard,Schulte,Hofman,Steinfeldt,Howard,Tinker,Moran,pitcher
39,Evers,Sheckard,Schulte,Hofman,Steinfeldt,Howard,Tinker,Moran,pitcher
40,Kane,Sheckard,Schulte,Hofman,Steinfeldt,Howard,Tinker,Moran,pitcher
41,Kane,Sheckard,Stanley,Hofman,Steinfeldt,Howard,Tinker,Moran,pitcher
42,Evers,Sheckard,Hofman,Steinfeldt,Howard,Stanley,Tinker,Moran,pitcher
43,Evers,Sheckard,Hofman,Steinfeldt,Howard,Schulte,Tinker,Moran,pitcher
44,Evers,Sheckard,Hofman,Steinfeldt,Howard,Schulte,Tinker,Moran,pitcher
45,Evers,Sheckard,Hofman,Steinfeldt,Howard,Schulte,Tinker,Moran,pitcher
46,Evers,Sheckard,Hofman,Steinfeldt,Howard,Schulte,Zimmerman,Moran,pitcher
47,Evers,Sheckard,Hofman,Steinfeldt,Howard,Schulte,Zimmerman,Moran,pitcher
48,Evers,Sheckard,Hofman,Steinfeldt,Howard,Schulte,Zimmerman,Moran,pitcher
49,Evers,Sheckard,Hofman,Steinfeldt,Howard,Schulte,Zimmerman,Moran,pitcher
50,Evers,Sheckard,Hofman,Steinfeldt,Howard,Schulte,Zimmerman,Moran,pitcher
51,Evers,Sheckard,Hofman,Steinfeldt,Howard,Schulte,Zimmerman,Moran,pitcher
52,Evers,Sheckard,Hofman,Steinfeldt,Howard,Schulte,Zimmerman,Moran,pitcher
53,Evers,Sheckard,Hofman,Steinfeldt,Howard,Schulte,Tinker,Moran,pitcher
54,Evers,Sheckard,Hofman,Steinfeldt,Howard,Schulte,Tinker,Moran,pitcher
55,Evers,Sheckard,Hofman,Steinfeldt,Howard,Schulte,Tinker,Archer,pitcher
56,Evers,Sheckard,Hofman,Steinfeldt,Howard,Schulte,Tinker,Archer,pitcher
57,Evers,Sheckard,Hofman,Steinfeldt,Howard,Schulte,Tinker,Moran,pitcher
58,Evers,Sheckard,Hofman,Steinfeldt,Howard,Schulte,Tinker,Archer,pitcher
59,Evers,Sheckard,Hofman,Chance,Steinfeldt,Schulte,Tinker,Archer,pitcher
60,Evers,Sheckard,Hofman,Chance,Steinfeldt,Schulte,Tinker,Archer,pitcher
61,Evers,Sheckard,Hofman,Chance,Steinfeldt,Schulte,Tinker,Archer,pitcher
62,Evers,Sheckard,Hofman,Chance,Steinfeldt,Schulte,Tinker,Archer,pitcher
63,Evers,Sheckard,Hofman,Chance,Steinfeldt,Schulte,Tinker,Moran,pitcher
64,Evers,Sheckard,Hofman,Chance,Steinfeldt,Schulte,Tinker,Moran,pitcher
65,Evers,Sheckard,Hofman,Chance,Steinfeldt,Schulte,Tinker,Moran,pitcher
66,Evers,Sheckard,Hofman,Chance,Steinfeldt,Schulte,Tinker,Moran,pitcher
67,Evers,Sheckard,Hofman,Chance,Steinfeldt,Schulte,Tinker,Archer,pitcher
68,Evers,Sheckard,Hofman,Chance,Steinfeldt,Schulte,Tinker,Archer,pitcher
69,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Archer,pitcher
70,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Archer,pitcher
71,Evers,Sheckard,Schulte,Howard,Steinfeldt,Hofman,Tinker,Moran,pitcher
72,Evers,Sheckard,Schulte,Howard,Steinfeldt,Hofman,Tinker,Archer,pitcher
73,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Archer,pitcher
74,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Archer,pitcher
75,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Archer,pitcher
76,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Archer,pitcher
77,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Archer,pitcher
78,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Archer,pitcher
79,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Archer,pitcher
80,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Archer,pitcher
81,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Archer,pitcher
82,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Archer,pitcher
83,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Archer,pitcher
84,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Archer,pitcher
85,Evers,Sheckard,Schulte,Howard,Steinfeldt,Hofman,Tinker,Archer,pitcher
86,Evers,Sheckard,Schulte,Chance,Steinfeldt,Hofman,Tinker,Archer,pitcher
