number,one,two,three,four,five,six,seven,eight,nine
1,Walton,Sandberg,Grace,Bell,Dawson,Berryhill,Dunston,Scott,pitcher
2,Walton,Sandberg,Grace,Bell,Dawson,Berryhill,Dunston,Scott,pitcher
3,Walton,Sandberg,Grace,Bell,Dawson,Dunston,Scott,Girardi,pitcher
4,Dascenzo,Sandberg,Grace,Bell,Dawson,Dunston,Scott,Girardi,pitcher
5,Dascenzo,Sandberg,Grace,Bell,Dawson,Berryhill,Dunston,Scott,pitcher
6,Dascenzo,Sandberg,Grace,Bell,Dawson,Berryhill,Dunston,Scott,pitcher
7,Dascenzo,Sandberg,Grace,Bell,Dawson,Berryhill,Dunston,Scott,pitcher
8,Dascenzo,Sandberg,Grace,Bell,Dawson,Dunston,Scott,Girardi,pitcher
9,Dascenzo,Sandberg,Grace,Bell,Dawson,Berryhill,Dunston,Scott,pitcher
10,Dascenzo,Sandberg,Grace,Bell,Dawson,Berryhill,Vizcaino,Scott,pitcher
11,Dascenzo,Sandberg,Grace,Bell,Smith,Berryhill,Dunston,Scott,pitcher
12,Dascenzo,Sandberg,Grace,Bell,Dawson,Berryhill,Dunston,Scott,pitcher
13,Walton,Sandberg,Grace,Bell,Dawson,Dunston,Scott,Pappas,pitcher
14,Walton,Sandberg,Dunston,Bell,Dawson,Salazar,Berryhill,Scott,pitcher
15,Walton,Sandberg,Grace,Dawson,Walker,Dunston,Berryhill,Scott,pitcher
16,Walton,Sandberg,Grace,Bell,Dawson,Salazar,Dunston,Pappas,pitcher
17,Walton,Sandberg,Grace,Bell,Dawson,Salazar,Dunston,Pappas,pitcher
18,Walton,Sandberg,Grace,Bell,Smith,Berryhill,Dunston,Scott,pitcher
19,Walton,Sandberg,Grace,Bell,Dawson,Villanueva,Dunston,Scott,pitcher
20,Walton,Sandberg,Grace,Bell,Dawson,Villanueva,Dunston,Scott,pitcher
21,Walton,Sandberg,Grace,Bell,Dawson,Villanueva,Dunston,Scott,pitcher
22,Walton,Sandberg,Grace,Bell,Dawson,Villanueva,Dunston,Scott,pitcher
23,Walton,Sandberg,Grace,Bell,Dawson,Villanueva,Dunston,Scott,pitcher
24,Dascenzo,Sandberg,Grace,Bell,Dawson,Berryhill,Dunston,Vizcaino,pitcher
25,Walton,Sandberg,Grace,Bell,Dawson,Villanueva,Dunston,Vizcaino,pitcher
26,Walton,Sandberg,Grace,Bell,Dawson,Villanueva,Dunston,Scott,pitcher
27,Walton,Sandberg,Grace,Bell,Dawson,Berryhill,Dunston,Scott,pitcher
