number,one,two,three,four,five,six,seven,eight,nine
1,Dernier,Sandberg,Matthews,Durham,Moreland,Cey,Davis,Dunston,pitcher
2,Dernier,Sandberg,Matthews,Durham,Moreland,Cey,Davis,Dunston,pitcher
3,Dernier,Sandberg,Matthews,Durham,Moreland,Cey,Davis,Dunston,pitcher
4,Dernier,Sandberg,Matthews,Durham,Moreland,Cey,Davis,Dunston,pitcher
5,Dernier,Sandberg,Matthews,Durham,Moreland,Cey,Davis,Dunston,pitcher
6,Dernier,Sandberg,Matthews,Durham,Moreland,Cey,Davis,Dunston,pitcher
7,Dernier,Sandberg,Matthews,Lopes,Moreland,Cey,Davis,Bowa,pitcher
8,Dernier,Sandberg,Matthews,Lopes,Moreland,Cey,Davis,Bowa,pitcher
9,Dernier,Sandberg,Bosley,Durham,Moreland,Cey,Davis,Dunston,pitcher
10,Dernier,Sandberg,Matthews,Durham,Moreland,Cey,Lake,Dunston,pitcher
11,Lopes,Sandberg,Matthews,Hebner,Moreland,Cey,Lake,Dunston,pitcher
12,Dernier,Sandberg,Matthews,Moreland,Cey,Durham,Lake,Dunston,pitcher
13,Dernier,Sandberg,Matthews,Durham,Moreland,Cey,Davis,Bowa,pitcher
14,Lopes,Sandberg,Matthews,Durham,Moreland,Cey,Davis,Dunston,pitcher
15,Dernier,Sandberg,Matthews,Lopes,Moreland,Cey,Davis,Dunston,pitcher
16,Dernier,Sandberg,Matthews,Lopes,Moreland,Speier,Davis,Dunston,pitcher
17,Dernier,Sandberg,Matthews,Durham,Moreland,Hebner,Davis,Bowa,pitcher
18,Dernier,Sandberg,Matthews,Durham,Moreland,Davis,Cey,Dunston,pitcher
19,Dernier,Sandberg,Bosley,Durham,Moreland,Davis,Cey,Dunston,pitcher
20,Dernier,Sandberg,Bosley,Durham,Moreland,Davis,Cey,Dunston,pitcher
21,Dernier,Sandberg,Lopes,Durham,Moreland,Davis,Cey,Dunston,pitcher
22,Dernier,Sandberg,Lopes,Durham,Moreland,Davis,Cey,Dunston,pitcher
23,Dernier,Sandberg,Lopes,Durham,Moreland,Davis,Cey,Dunston,pitcher
24,Dernier,Sandberg,Lopes,Durham,Moreland,Davis,Cey,Dunston,pitcher
