year_ID,player_ID,name_common,age,team_ID,lg_ID,W,L,win_loss_perc,earned_run_avg,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,batters_faced,earned_run_avg_plus,fip,whip,hits_per_nine,home_runs_per_nine,bases_on_balls_per_nine,strikeouts_per_nine,strikeouts_per_base_on_balls
1974,abbotgl01,Glenn Abbott,23,OAK,AL,5,7,.417,3.00,19,17,0,3,0,0,96.0,89,38,32,4,34,3,38,3,0,3,401,112,3.48,1.281,8.3,0.4,3.2,3.6,1.12
1974,acostcy01,Cy Acosta,27,CHW,AL,0,3,.000,3.74,27,0,14,0,0,3,45.2,43,22,19,3,18,2,19,5,0,1,198,102,4.11,1.336,8.5,0.6,3.5,3.7,1.06
1974,akerja01,Jack Aker,33,TOT,NL,2,2,.500,3.57,41,0,24,0,0,2,58.0,50,29,23,7,23,3,25,2,0,1,244,104,4.58,1.259,7.8,1.1,3.6,3.9,1.09
1974,akerja01,Jack Aker,33,ATL,NL,0,1,.000,3.78,17,0,8,0,0,0,16.2,17,11,7,3,9,2,7,0,0,0,71,102,5.70,1.560,9.2,1.6,4.9,3.8,0.78
1974,akerja01,Jack Aker,33,NYM,NL,2,1,.667,3.48,24,0,16,0,0,2,41.1,33,18,16,4,14,1,18,2,0,1,173,104,4.13,1.137,7.2,0.9,3.0,3.9,1.29
1974,alburvi01,Vic Albury,27,MIN,AL,8,9,.471,4.12,32,22,4,4,1,0,164.0,159,83,75,19,80,1,85,6,0,4,707,92,4.62,1.457,8.7,1.0,4.4,4.7,1.06
1974,alexado01,Doyle Alexander,23,BAL,AL,6,9,.400,4.01,30,12,9,2,0,0,114.1,127,65,51,7,43,4,40,4,0,6,497,86,3.91,1.487,10.0,0.6,3.4,3.1,0.93
1974,allenll01,Lloyd Allen,24,TOT,AL,0,2,.000,7.45,20,2,10,0,0,0,29.0,31,26,24,2,30,1,21,2,0,3,149,50,5.34,2.103,9.6,0.6,9.3,6.5,0.70
1974,allenll01,Lloyd Allen,24,TEX,AL,0,1,.000,6.55,14,0,8,0,0,0,22.0,24,17,16,2,18,0,18,1,0,2,109,55,4.71,1.909,9.8,0.8,7.4,7.4,1.00
1974,allenll01,Lloyd Allen,24,CHW,AL,0,1,.000,10.29,6,2,2,0,0,0,7.0,7,9,8,0,12,1,3,1,0,1,40,39,7.29,2.714,9.0,0.0,15.4,3.9,0.25
1974,anderla01,Larry Anderson,21,MIL,AL,0,0,,0.00,2,0,2,0,0,0,2.1,2,0,0,0,1,0,3,0,0,1,9,,1.29,1.286,7.7,0.0,3.9,11.6,3.00
1974,apodabo01,Bob Apodaca,24,NYM,NL,6,6,.500,3.50,35,8,15,1,0,3,103.0,92,47,40,7,42,9,54,2,3,3,434,103,3.69,1.301,8.0,0.6,3.7,4.7,1.29
1974,arlinst01,Steve Arlin,28,TOT,MLB,3,12,.200,6.19,27,22,3,2,0,1,107.2,144,80,74,6,59,8,38,2,1,11,510,58,4.30,1.885,12.0,0.5,4.9,3.2,0.64
1974,arlinst01,Steve Arlin,28,SDP,NL,1,7,.125,5.91,16,12,2,1,0,1,64.0,85,46,42,5,37,4,18,2,1,6,310,61,4.86,1.906,12.0,0.7,5.2,2.5,0.49
1974,arlinst01,Steve Arlin,28,CLE,AL,2,5,.286,6.60,11,10,1,1,0,0,43.2,59,34,32,1,22,4,20,0,0,5,200,55,3.47,1.855,12.2,0.2,4.5,4.1,0.91
1974,bahnsst01,Stan Bahnsen,29,CHW,AL,12,15,.444,4.70,38,35,2,10,1,0,216.1,230,128,113,17,110,6,102,4,1,8,958,80,4.24,1.572,9.6,0.7,4.6,4.2,0.93
1974,baneydi01,Dick Baney,27,CIN,NL,1,0,1.000,5.49,22,1,9,0,0,1,41.0,51,27,25,4,17,2,12,0,0,1,188,64,4.50,1.659,11.2,0.9,3.7,2.6,0.71
1974,barbest01,Steve Barber,36,SFG,NL,0,1,.000,5.27,13,0,6,0,0,1,13.2,13,12,8,0,12,1,13,0,0,2,66,74,3.31,1.829,8.6,0.0,7.9,8.6,1.08
1974,barera01,Ray Bare,25,STL,NL,1,2,.333,5.92,10,3,3,0,0,0,24.1,25,17,16,2,9,0,6,0,0,3,102,62,4.26,1.397,9.2,0.7,3.3,2.2,0.67
1974,barrji01,Jim Barr,26,SFG,NL,13,9,.591,2.74,44,27,5,11,5,2,239.2,223,81,73,17,47,10,84,2,4,3,959,139,3.41,1.127,8.4,0.6,1.8,3.2,1.79
1974,barrst01,Steve Barr,22,BOS,AL,1,0,1.000,4.00,1,1,0,1,0,0,9.0,7,4,4,0,6,0,3,0,0,2,39,101,3.91,1.444,7.0,0.0,6.0,3.0,0.50
1974,barrifr01,Francisco Barrios,21,CHW,AL,0,0,,27.00,2,0,1,0,0,0,2.0,7,6,6,0,2,0,2,0,0,0,15,17,3.58,4.500,31.5,0.0,9.0,9.0,1.00
1974,beardmi01,Mike Beard,24,ATL,NL,0,0,,2.89,6,0,3,0,0,0,9.1,5,3,3,1,1,0,7,1,0,0,34,136,3.11,0.643,4.8,1.0,1.0,6.8,7.00
1974,beenefr01,Fred Beene,31,TOT,AL,4,4,.500,4.66,38,0,17,0,0,3,83.0,77,48,43,8,28,2,45,2,0,1,349,78,3.83,1.265,8.3,0.9,3.0,4.9,1.61
1974,beenefr01,Fred Beene,31,NYY,AL,0,0,,2.70,6,0,3,0,0,1,10.0,9,4,3,1,2,0,10,1,0,0,42,137,2.78,1.100,8.1,0.9,1.8,9.0,5.00
1974,beenefr01,Fred Beene,31,CLE,AL,4,4,.500,4.93,32,0,14,0,0,2,73.0,68,44,40,7,26,2,35,1,0,1,307,74,3.98,1.288,8.4,0.9,3.2,4.3,1.35
1974,bellje01,Jerry Bell,26,MIL,AL,1,0,1.000,2.57,5,0,0,0,0,0,14.0,17,6,4,2,5,0,4,0,0,2,59,144,4.94,1.571,10.9,1.3,3.2,2.6,0.80
1974,bibbyji01,Jim Bibby,29,TEX,AL,19,19,.500,4.74,41,41,0,11,5,0,264.0,255,146,139,25,113,4,149,9,1,11,1134,75,4.07,1.394,8.7,0.9,3.9,5.1,1.32
1974,billija01,Jack Billingham,31,CIN,NL,19,11,.633,3.94,36,35,1,8,3,0,212.1,233,105,93,16,64,9,103,6,2,4,899,89,3.58,1.399,9.9,0.7,2.7,4.4,1.61
1974,birddo01,Doug Bird,24,KCR,AL,7,6,.538,2.73,55,1,44,1,0,10,92.1,100,31,28,6,27,9,62,1,0,1,390,140,2.99,1.375,9.7,0.6,2.6,6.0,2.30
1974,blairde01,Dennis Blair,20,MON,NL,11,7,.611,3.27,22,22,0,4,1,0,146.0,113,61,53,7,72,4,76,5,2,4,623,118,3.74,1.267,7.0,0.4,4.4,4.7,1.06
1974,blassst01,Steve Blass,32,PIT,NL,0,0,,9.00,1,0,1,0,0,0,5.0,5,8,5,2,7,0,2,0,0,1,28,42,11.18,2.400,9.0,3.6,12.6,3.6,0.29
