number,one,two,three,four,five,six,seven,eight,nine
1,Happ,Bryant,Rizzo,Contreras,Schwarber,Russell,Heyward,Baez,pitcher
2,Almora,Bryant,Rizzo,Contreras,Schwarber,Russell,Zobrist,Baez,pitcher
3,Happ,Bryant,Rizzo,Contreras,Schwarber,Russell,Zobrist,Heyward,pitcher
4,Almora,Bryant,Rizzo,Russell,Schwarber,Caratini,Heyward,Baez,pitcher
5,Happ,Bryant,Rizzo,Contreras,Schwarber,Russell,Heyward,Baez,pitcher
6,Happ,Zobrist,Bryant,Rizzo,Contreras,Almora,Russell,Baez,pitcher
7,Zobrist,Bryant,Schwarber,Contreras,Russell,Caratini,Heyward,Baez,pitcher
8,Happ,Bryant,Schwarber,Contreras,Stella,Caratini,Heyward,Baez,pitcher
9,Almora,Bryant,Zobrist,Contreras,Schwarber,Russell,Caratini,Heyward,pitcher
10,Happ,Bryant,Zobrist,Contreras,Schwarber,Russell,Heyward,Baez,pitcher
11,Almora,Bryant,Contreras,Zobrist,Russell,Caratini,Baez,Heyward,pitcher
12,Happ,Bryant,Zobrist,Schwarber,Russell,Caratini,Baez,Heyward,pitcher
13,Happ,Stella,Bryant,Contreras,Schwarber,Russell,Baez,Heyward,pitcher
14,Happ,Almora,Bryant,Contreras,Zobrist,Baez,Russell,Heyward,pitcher
15,Happ,Bryant,Rizzo,Contreras,Schwarber,Baez,Russell,Heyward,pitcher
16,Almora,Baez,Bryant,Rizzo,Contreras,Schwarber,Russell,Heyward,pitcher
17,Almora,Baez,Bryant,Rizzo,Contreras,Schwarber,Russell,Heyward,pitcher
18,Almora,Baez,Bryant,Rizzo,Contreras,Happ,Russell,Bote,pitcher
19,Almora,Baez,Bryant,Rizzo,Stella,Schwarber,Caratini,Heyward,pitcher
20,Almora,Baez,Rizzo,Contreras,Stella,Schwarber,Russell,Heyward,Happ
21,Almora,Baez,Rizzo,Contreras,Stella,Schwarber,Russell,Heyward,Happ
22,Almora,Schwarber,Baez,Rizzo,Stella,Caratini,Russell,Heyward,pitcher
23,Almora,Baez,Rizzo,Contreras,Bote,Happ,Russell,Heyward,pitcher
24,Almora,Baez,Bryant,Rizzo,Contreras,Schwarber,Zobrist,Heyward,pitcher
