year_ID,player_ID,name_common,age,team_ID,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,TB,GIDP,HBP,SH,SF,IBB,pos_summary
1872,allenha01,Ham Allen,26,MAN,17,70,70,9,19,3,0,0,11,0,0,0,1,.271,.271,.314,.586,83,22,0,,,,,/O65
1872,allisan01,Andy Allison,24,ECK,22,93,92,9,15,2,0,0,10,0,0,1,2,.163,.172,.185,.357,17,17,0,,,,,*3/O
1872,allisar01,Art Allison,23,CLE,19,87,87,13,23,4,0,0,8,0,0,0,2,.264,.264,.310,.575,80,27,1,,,,,O
1872,allisbi01,Bill Allison,21,ECK,5,19,19,5,3,0,0,0,1,0,0,0,1,.158,.158,.158,.316,4,3,1,,,,,/3O4
1872,allisdo01,Doug Allison,25,TOT,41,199,197,41,63,6,3,0,24,1,1,2,8,.320,.327,.381,.707,122,75,2,,,,,*2/6
1872,allisdo01,Doug Allison,25,TRO,23,115,114,23,35,4,2,0,20,1,1,1,3,.307,.313,.377,.690,111,43,2,,,,,*2/6
1872,allisdo01,Doug Allison,25,ECK,18,84,83,18,28,2,1,0,4,0,0,1,5,.337,.345,.386,.731,139,32,0,,,,,2
1872,ansonca01,Cap Anson,20,ATH,46,233,217,60,90,10,7,0,48,6,6,16,3,.415,.455,.525,.980,200,114,2,,,,,*5
1872,arnolbi01,Billy Arnold,21,MAN,2,7,7,2,1,0,0,0,0,1,0,0,0,.143,.143,.143,.286,-10,1,0,,,,,/O
1872,barloto01,Tom Barlow,20,BRA,37,174,171,34,54,1,0,0,8,7,5,3,2,.316,.328,.322,.649,90,55,0,,,,,*2/65
1872,barnero01,Ross Barnes,22,BOS,45,239,230,81,99,28,2,1,44,12,2,9,4,.430,.452,.583,1.034,211,134,3,,,,,*4
1872,barrebi01,Bill Barrett,--,OLY,1,4,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,,,,,/2
1872,barre01,John Barrett,--,BRA,8,34,34,6,7,1,0,0,2,1,0,0,1,.206,.206,.235,.441,29,8,0,,,,,/O
1872,bassjo01,John Bass,24,BRA,2,7,7,0,1,1,0,0,1,0,0,0,0,.143,.143,.286,.429,22,2,0,,,,,/O
1872,bealsto01,Tommy Beals,21,OLY,9,37,36,6,11,1,1,0,5,0,0,1,1,.306,.324,.389,.713,126,14,0,,,,,/4O6
1872,beavee.01,Edward Beavens,24,BRA,10,44,43,6,9,2,0,0,2,0,0,1,0,.209,.227,.256,.483,41,11,0,,,,,4/O6
1872,bechtge01,George Bechtel,23,NYU,51,254,247,61,74,11,3,0,42,9,1,7,3,.300,.319,.368,.687,119,91,2,,,,,*O/3
1872,bellast01,Steve Bellan,22,TRO,23,115,115,22,30,4,0,0,17,1,0,0,0,.261,.261,.296,.557,71,34,2,,,,,/65O
1872,bentlcy01,Cy Bentley,21,MAN,23,115,114,23,25,3,4,1,11,1,2,1,2,.219,.226,.342,.568,75,39,2,,,,,1/O
1872,besti01,William Bestick,--,ECK,4,14,14,0,4,0,0,0,0,0,0,0,0,.286,.286,.286,.571,88,4,0,,,,,/26
1872,bielaos01,Oscar Bielaski,25,NAT,10,46,46,13,8,0,0,0,3,0,0,0,0,.174,.174,.174,.348,-3,8,0,,,,,O
